table,column,type,not_null,primary_key,default,description
dataset_version,amount_minor,INTEGER,1,0,0,Column amount_minor in dataset_version
dataset_version,quantity_milli,INTEGER,1,0,0,Column quantity_milli in dataset_version
dataset_version,source_system,TEXT,1,0,,Column source_system in dataset_version
dataset_version,provenance,TEXT,1,0,,Column provenance in dataset_version
decision,id,INTEGER,0,1,,Column id in decision
decision,canonical_id,TEXT,1,0,,Column canonical_id in decision
decision,immutable_uuid,TEXT,1,0,,Column immutable_uuid in decision
decision,name,TEXT,1,0,,Column name in decision
decision,status,TEXT,1,0,,Column status in decision
decision,event_at,TEXT,0,0,,Column event_at in decision
decision,recorded_at,TEXT,0,0,,Column recorded_at in decision
decision,available_at,TEXT,0,0,,Column available_at in decision
decision,amount_minor,INTEGER,1,0,0,Column amount_minor in decision
decision,quantity_milli,INTEGER,1,0,0,Column quantity_milli in decision
decision,source_system,TEXT,1,0,,Column source_system in decision
decision,provenance,TEXT,1,0,,Column provenance in decision
decision_record,id,INTEGER,0,1,,Column id in decision_record
decision_record,canonical_id,TEXT,1,0,,Column canonical_id in decision_record
decision_record,immutable_uuid,TEXT,1,0,,Column immutable_uuid in decision_record
decision_record,name,TEXT,1,0,,Column name in decision_record
decision_record,status,TEXT,1,0,,Column status in decision_record
decision_record,event_at,TEXT,0,0,,Column event_at in decision_record
decision_record,recorded_at,TEXT,0,0,,Column recorded_at in decision_record
decision_record,available_at,TEXT,0,0,,Column available_at in decision_record
decision_record,amount_minor,INTEGER,1,0,0,Column amount_minor in decision_record
decision_record,quantity_milli,INTEGER,1,0,0,Column quantity_milli in decision_record
decision_record,source_system,TEXT,1,0,,Column source_system in decision_record
decision_record,provenance,TEXT,1,0,,Column provenance in decision_record
department,id,INTEGER,0,1,,Column id in department
department,canonical_id,TEXT,1,0,,Column canonical_id in department
department,immutable_uuid,TEXT,1,0,,Column immutable_uuid in department
department,name,TEXT,1,0,,Column name in department
department,status,TEXT,1,0,,Column status in department
department,event_at,TEXT,0,0,,Column event_at in department
department,recorded_at,TEXT,0,0,,Column recorded_at in department
department,available_at,TEXT,0,0,,Column available_at in department
department,amount_minor,INTEGER,1,0,0,Column amount_minor in department
department,quantity_milli,INTEGER,1,0,0,Column quantity_milli in department
department,source_system,TEXT,1,0,,Column source_system in department
department,provenance,TEXT,1,0,,Column provenance in department
depreciation_run,id,INTEGER,0,1,,Column id in depreciation_run
depreciation_run,canonical_id,TEXT,1,0,,Column canonical_id in depreciation_run
depreciation_run,immutable_uuid,TEXT,1,0,,Column immutable_uuid in depreciation_run
depreciation_run,name,TEXT,1,0,,Column name in depreciation_run
depreciation_run,status,TEXT,1,0,,Column status in depreciation_run
depreciation_run,event_at,TEXT,0,0,,Column event_at in depreciation_run
depreciation_run,recorded_at,TEXT,0,0,,Column recorded_at in depreciation_run
depreciation_run,available_at,TEXT,0,0,,Column available_at in depreciation_run
depreciation_run,amount_minor,INTEGER,1,0,0,Column amount_minor in depreciation_run
depreciation_run,quantity_milli,INTEGER,1,0,0,Column quantity_milli in depreciation_run
depreciation_run,source_system,TEXT,1,0,,Column source_system in depreciation_run
depreciation_run,provenance,TEXT,1,0,,Column provenance in depreciation_run
discounted_cash_flow,id,INTEGER,0,1,,Column id in discounted_cash_flow
discounted_cash_flow,canonical_id,TEXT,1,0,,Column canonical_id in discounted_cash_flow
discounted_cash_flow,immutable_uuid,TEXT,1,0,,Column immutable_uuid in discounted_cash_flow
discounted_cash_flow,name,TEXT,1,0,,Column name in discounted_cash_flow
discounted_cash_flow,status,TEXT,1,0,,Column status in discounted_cash_flow
discounted_cash_flow,event_at,TEXT,0,0,,Column event_at in discounted_cash_flow
discounted_cash_flow,recorded_at,TEXT,0,0,,Column recorded_at in discounted_cash_flow
discounted_cash_flow,available_at,TEXT,0,0,,Column available_at in discounted_cash_flow
discounted_cash_flow,amount_minor,INTEGER,1,0,0,Column amount_minor in discounted_cash_flow
discounted_cash_flow,quantity_milli,INTEGER,1,0,0,Column quantity_milli in discounted_cash_flow
discounted_cash_flow,source_system,TEXT,1,0,,Column source_system in discounted_cash_flow
discounted_cash_flow,provenance,TEXT,1,0,,Column provenance in discounted_cash_flow
dispatch_plan,id,INTEGER,0,1,,Column id in dispatch_plan
dispatch_plan,canonical_id,TEXT,1,0,,Column canonical_id in dispatch_plan
dispatch_plan,immutable_uuid,TEXT,1,0,,Column immutable_uuid in dispatch_plan
dispatch_plan,name,TEXT,1,0,,Column name in dispatch_plan
dispatch_plan,status,TEXT,1,0,,Column status in dispatch_plan
dispatch_plan,event_at,TEXT,0,0,,Column event_at in dispatch_plan
dispatch_plan,recorded_at,TEXT,0,0,,Column recorded_at in dispatch_plan
dispatch_plan,available_at,TEXT,0,0,,Column available_at in dispatch_plan
dispatch_plan,amount_minor,INTEGER,1,0,0,Column amount_minor in dispatch_plan
dispatch_plan,quantity_milli,INTEGER,1,0,0,Column quantity_milli in dispatch_plan
dispatch_plan,source_system,TEXT,1,0,,Column source_system in dispatch_plan
dispatch_plan,provenance,TEXT,1,0,,Column provenance in dispatch_plan
document,id,INTEGER,0,1,,Column id in document
document,canonical_id,TEXT,1,0,,Column canonical_id in document
document,immutable_uuid,TEXT,1,0,,Column immutable_uuid in document
document,name,TEXT,1,0,,Column name in document
document,status,TEXT,1,0,,Column status in document
document,event_at,TEXT,0,0,,Column event_at in document
document,recorded_at,TEXT,0,0,,Column recorded_at in document
document,available_at,TEXT,0,0,,Column available_at in document
document,amount_minor,INTEGER,1,0,0,Column amount_minor in document
document,quantity_milli,INTEGER,1,0,0,Column quantity_milli in document
document,source_system,TEXT,1,0,,Column source_system in document
document,provenance,TEXT,1,0,,Column provenance in document
document_version,id,INTEGER,0,1,,Column id in document_version
document_version,canonical_id,TEXT,1,0,,Column canonical_id in document_version
document_version,immutable_uuid,TEXT,1,0,,Column immutable_uuid in document_version
document_version,name,TEXT,1,0,,Column name in document_version
document_version,status,TEXT,1,0,,Column status in document_version
document_version,event_at,TEXT,0,0,,Column event_at in document_version
document_version,recorded_at,TEXT,0,0,,Column recorded_at in document_version
document_version,available_at,TEXT,0,0,,Column available_at in document_version
document_version,amount_minor,INTEGER,1,0,0,Column amount_minor in document_version
document_version,quantity_milli,INTEGER,1,0,0,Column quantity_milli in document_version
document_version,source_system,TEXT,1,0,,Column source_system in document_version
document_version,provenance,TEXT,1,0,,Column provenance in document_version
downtime_event,id,INTEGER,0,1,,Column id in downtime_event
downtime_event,canonical_id,TEXT,1,0,,Column canonical_id in downtime_event
downtime_event,immutable_uuid,TEXT,1,0,,Column immutable_uuid in downtime_event
downtime_event,name,TEXT,1,0,,Column name in downtime_event
downtime_event,status,TEXT,1,0,,Column status in downtime_event
downtime_event,event_at,TEXT,0,0,,Column event_at in downtime_event
downtime_event,recorded_at,TEXT,0,0,,Column recorded_at in downtime_event
downtime_event,available_at,TEXT,0,0,,Column available_at in downtime_event
downtime_event,amount_minor,INTEGER,1,0,0,Column amount_minor in downtime_event
downtime_event,quantity_milli,INTEGER,1,0,0,Column quantity_milli in downtime_event
downtime_event,source_system,TEXT,1,0,,Column source_system in downtime_event
downtime_event,provenance,TEXT,1,0,,Column provenance in downtime_event
dump_event,id,INTEGER,0,1,,Column id in dump_event
dump_event,canonical_id,TEXT,1,0,,Column canonical_id in dump_event
dump_event,immutable_uuid,TEXT,1,0,,Column immutable_uuid in dump_event
dump_event,name,TEXT,1,0,,Column name in dump_event
dump_event,status,TEXT,1,0,,Column status in dump_event
dump_event,event_at,TEXT,0,0,,Column event_at in dump_event
dump_event,recorded_at,TEXT,0,0,,Column recorded_at in dump_event
dump_event,available_at,TEXT,0,0,,Column available_at in dump_event
dump_event,amount_minor,INTEGER,1,0,0,Column amount_minor in dump_event
dump_event,quantity_milli,INTEGER,1,0,0,Column quantity_milli in dump_event
dump_event,source_system,TEXT,1,0,,Column source_system in dump_event
dump_event,provenance,TEXT,1,0,,Column provenance in dump_event
employee,id,INTEGER,0,1,,Column id in employee
employee,canonical_id,TEXT,1,0,,Column canonical_id in employee
employee,immutable_uuid,TEXT,1,0,,Column immutable_uuid in employee
employee,name,TEXT,1,0,,Column name in employee
employee,status,TEXT,1,0,,Column status in employee
employee,event_at,TEXT,0,0,,Column event_at in employee
employee,recorded_at,TEXT,0,0,,Column recorded_at in employee
employee,available_at,TEXT,0,0,,Column available_at in employee
employee,amount_minor,INTEGER,1,0,0,Column amount_minor in employee
employee,quantity_milli,INTEGER,1,0,0,Column quantity_milli in employee
employee,source_system,TEXT,1,0,,Column source_system in employee
employee,provenance,TEXT,1,0,,Column provenance in employee
entity_search_fts,canonical_id,,0,0,,Column canonical_id in entity_search_fts
entity_search_fts,display_name,,0,0,,Column display_name in entity_search_fts
entity_search_fts,source_system,,0,0,,Column source_system in entity_search_fts
entity_search_fts_config,k,,1,1,,Column k in entity_search_fts_config
entity_search_fts_config,v,,0,0,,Column v in entity_search_fts_config
entity_search_fts_content,id,INTEGER,0,1,,Column id in entity_search_fts_content
entity_search_fts_content,c0,,0,0,,Column c0 in entity_search_fts_content
entity_search_fts_content,c1,,0,0,,Column c1 in entity_search_fts_content
entity_search_fts_content,c2,,0,0,,Column c2 in entity_search_fts_content
entity_search_fts_data,id,INTEGER,0,1,,Column id in entity_search_fts_data
entity_search_fts_data,block,BLOB,0,0,,Column block in entity_search_fts_data
entity_search_fts_docsize,id,INTEGER,0,1,,Column id in entity_search_fts_docsize
entity_search_fts_docsize,sz,BLOB,0,0,,Column sz in entity_search_fts_docsize
entity_search_fts_idx,segid,,1,1,,Column segid in entity_search_fts_idx
entity_search_fts_idx,term,,1,2,,Column term in entity_search_fts_idx
entity_search_fts_idx,pgno,,0,0,,Column pgno in entity_search_fts_idx
environmental_permit,id,INTEGER,0,1,,Column id in environmental_permit
environmental_permit,canonical_id,TEXT,1,0,,Column canonical_id in environmental_permit
environmental_permit,immutable_uuid,TEXT,1,0,,Column immutable_uuid in environmental_permit
environmental_permit,name,TEXT,1,0,,Column name in environmental_permit
environmental_permit,status,TEXT,1,0,,Column status in environmental_permit
environmental_permit,event_at,TEXT,0,0,,Column event_at in environmental_permit
environmental_permit,recorded_at,TEXT,0,0,,Column recorded_at in environmental_permit
environmental_permit,available_at,TEXT,0,0,,Column available_at in environmental_permit
environmental_permit,amount_minor,INTEGER,1,0,0,Column amount_minor in environmental_permit
environmental_permit,quantity_milli,INTEGER,1,0,0,Column quantity_milli in environmental_permit
environmental_permit,source_system,TEXT,1,0,,Column source_system in environmental_permit
environmental_permit,provenance,TEXT,1,0,,Column provenance in environmental_permit
equipment_assignment,id,INTEGER,0,1,,Column id in equipment_assignment
equipment_assignment,canonical_id,TEXT,1,0,,Column canonical_id in equipment_assignment
equipment_assignment,immutable_uuid,TEXT,1,0,,Column immutable_uuid in equipment_assignment
equipment_assignment,name,TEXT,1,0,,Column name in equipment_assignment
equipment_assignment,status,TEXT,1,0,,Column status in equipment_assignment
equipment_assignment,event_at,TEXT,0,0,,Column event_at in equipment_assignment
equipment_assignment,recorded_at,TEXT,0,0,,Column recorded_at in equipment_assignment
equipment_assignment,available_at,TEXT,0,0,,Column available_at in equipment_assignment
equipment_assignment,amount_minor,INTEGER,1,0,0,Column amount_minor in equipment_assignment
equipment_assignment,quantity_milli,INTEGER,1,0,0,Column quantity_milli in equipment_assignment
equipment_assignment,source_system,TEXT,1,0,,Column source_system in equipment_assignment
equipment_assignment,provenance,TEXT,1,0,,Column provenance in equipment_assignment
event_ledger,id,INTEGER,0,1,,Column id in event_ledger
event_ledger,event_id,TEXT,1,0,,Column event_id in event_ledger
event_ledger,domain,TEXT,1,0,,Column domain in event_ledger
event_ledger,entity_id,TEXT,1,0,,Column entity_id in event_ledger
event_ledger,event_at,TEXT,1,0,,Column event_at in event_ledger
event_ledger,available_at,TEXT,1,0,,Column available_at in event_ledger
event_ledger,state_from,TEXT,0,0,,Column state_from in event_ledger
event_ledger,state_to,TEXT,1,0,,Column state_to in event_ledger
event_ledger,quantity_milli,INTEGER,1,0,0,Column quantity_milli in event_ledger
event_ledger,source_system,TEXT,1,0,,Column source_system in event_ledger
evidence_artifact,id,INTEGER,0,1,,Column id in evidence_artifact
evidence_artifact,canonical_id,TEXT,1,0,,Column canonical_id in evidence_artifact
evidence_artifact,immutable_uuid,TEXT,1,0,,Column immutable_uuid in evidence_artifact
evidence_artifact,name,TEXT,1,0,,Column name in evidence_artifact
evidence_artifact,status,TEXT,1,0,,Column status in evidence_artifact
evidence_artifact,event_at,TEXT,0,0,,Column event_at in evidence_artifact
evidence_artifact,recorded_at,TEXT,0,0,,Column recorded_at in evidence_artifact
evidence_artifact,available_at,TEXT,0,0,,Column available_at in evidence_artifact
evidence_artifact,amount_minor,INTEGER,1,0,0,Column amount_minor in evidence_artifact
evidence_artifact,quantity_milli,INTEGER,1,0,0,Column quantity_milli in evidence_artifact
evidence_artifact,source_system,TEXT,1,0,,Column source_system in evidence_artifact
evidence_artifact,provenance,TEXT,1,0,,Column provenance in evidence_artifact
facility,id,INTEGER,0,1,,Column id in facility
facility,canonical_id,TEXT,1,0,,Column canonical_id in facility
facility,immutable_uuid,TEXT,1,0,,Column immutable_uuid in facility
facility,name,TEXT,1,0,,Column name in facility
facility,status,TEXT,1,0,,Column status in facility
facility,event_at,TEXT,0,0,,Column event_at in facility
facility,recorded_at,TEXT,0,0,,Column recorded_at in facility
facility,available_at,TEXT,0,0,,Column available_at in facility
facility,amount_minor,INTEGER,1,0,0,Column amount_minor in facility
facility,quantity_milli,INTEGER,1,0,0,Column quantity_milli in facility
facility,source_system,TEXT,1,0,,Column source_system in facility
facility,provenance,TEXT,1,0,,Column provenance in facility
failure_mode,id,INTEGER,0,1,,Column id in failure_mode
failure_mode,canonical_id,TEXT,1,0,,Column canonical_id in failure_mode
failure_mode,immutable_uuid,TEXT,1,0,,Column immutable_uuid in failure_mode
failure_mode,name,TEXT,1,0,,Column name in failure_mode
failure_mode,status,TEXT,1,0,,Column status in failure_mode
failure_mode,event_at,TEXT,0,0,,Column event_at in failure_mode
failure_mode,recorded_at,TEXT,0,0,,Column recorded_at in failure_mode
failure_mode,available_at,TEXT,0,0,,Column available_at in failure_mode
failure_mode,amount_minor,INTEGER,1,0,0,Column amount_minor in failure_mode
failure_mode,quantity_milli,INTEGER,1,0,0,Column quantity_milli in failure_mode
failure_mode,source_system,TEXT,1,0,,Column source_system in failure_mode
failure_mode,provenance,TEXT,1,0,,Column provenance in failure_mode
feed_campaign,id,INTEGER,0,1,,Column id in feed_campaign
feed_campaign,canonical_id,TEXT,1,0,,Column canonical_id in feed_campaign
feed_campaign,immutable_uuid,TEXT,1,0,,Column immutable_uuid in feed_campaign
feed_campaign,name,TEXT,1,0,,Column name in feed_campaign
feed_campaign,status,TEXT,1,0,,Column status in feed_campaign
feed_campaign,event_at,TEXT,0,0,,Column event_at in feed_campaign
feed_campaign,recorded_at,TEXT,0,0,,Column recorded_at in feed_campaign
feed_campaign,available_at,TEXT,0,0,,Column available_at in feed_campaign
feed_campaign,amount_minor,INTEGER,1,0,0,Column amount_minor in feed_campaign
feed_campaign,quantity_milli,INTEGER,1,0,0,Column quantity_milli in feed_campaign
feed_campaign,source_system,TEXT,1,0,,Column source_system in feed_campaign
feed_campaign,provenance,TEXT,1,0,,Column provenance in feed_campaign
final_settlement,id,INTEGER,0,1,,Column id in final_settlement
final_settlement,canonical_id,TEXT,1,0,,Column canonical_id in final_settlement
final_settlement,immutable_uuid,TEXT,1,0,,Column immutable_uuid in final_settlement
final_settlement,name,TEXT,1,0,,Column name in final_settlement
final_settlement,status,TEXT,1,0,,Column status in final_settlement
final_settlement,event_at,TEXT,0,0,,Column event_at in final_settlement
final_settlement,recorded_at,TEXT,0,0,,Column recorded_at in final_settlement
final_settlement,available_at,TEXT,0,0,,Column available_at in final_settlement
final_settlement,amount_minor,INTEGER,1,0,0,Column amount_minor in final_settlement
final_settlement,quantity_milli,INTEGER,1,0,0,Column quantity_milli in final_settlement
final_settlement,source_system,TEXT,1,0,,Column source_system in final_settlement
final_settlement,provenance,TEXT,1,0,,Column provenance in final_settlement
financial_statement,id,INTEGER,0,1,,Column id in financial_statement
financial_statement,period,TEXT,1,0,,Column period in financial_statement
financial_statement,statement,TEXT,1,0,,Column statement in financial_statement
financial_statement,line_code,TEXT,1,0,,Column line_code in financial_statement
financial_statement,amount_minor,INTEGER,1,0,,Column amount_minor in financial_statement
financial_statement_value,id,INTEGER,0,1,,Column id in financial_statement_value
financial_statement_value,canonical_id,TEXT,1,0,,Column canonical_id in financial_statement_value
financial_statement_value,immutable_uuid,TEXT,1,0,,Column immutable_uuid in financial_statement_value
financial_statement_value,name,TEXT,1,0,,Column name in financial_statement_value
financial_statement_value,status,TEXT,1,0,,Column status in financial_statement_value
financial_statement_value,event_at,TEXT,0,0,,Column event_at in financial_statement_value
financial_statement_value,recorded_at,TEXT,0,0,,Column recorded_at in financial_statement_value
financial_statement_value,available_at,TEXT,0,0,,Column available_at in financial_statement_value
financial_statement_value,amount_minor,INTEGER,1,0,0,Column amount_minor in financial_statement_value
financial_statement_value,quantity_milli,INTEGER,1,0,0,Column quantity_milli in financial_statement_value
financial_statement_value,source_system,TEXT,1,0,,Column source_system in financial_statement_value
financial_statement_value,provenance,TEXT,1,0,,Column provenance in financial_statement_value
fiscal_period,id,INTEGER,0,1,,Column id in fiscal_period
fiscal_period,canonical_id,TEXT,1,0,,Column canonical_id in fiscal_period
fiscal_period,immutable_uuid,TEXT,1,0,,Column immutable_uuid in fiscal_period
fiscal_period,name,TEXT,1,0,,Column name in fiscal_period
fiscal_period,status,TEXT,1,0,,Column status in fiscal_period
fiscal_period,event_at,TEXT,0,0,,Column event_at in fiscal_period
fiscal_period,recorded_at,TEXT,0,0,,Column recorded_at in fiscal_period
fiscal_period,available_at,TEXT,0,0,,Column available_at in fiscal_period
fiscal_period,amount_minor,INTEGER,1,0,0,Column amount_minor in fiscal_period
fiscal_period,quantity_milli,INTEGER,1,0,0,Column quantity_milli in fiscal_period
fiscal_period,source_system,TEXT,1,0,,Column source_system in fiscal_period
fiscal_period,provenance,TEXT,1,0,,Column provenance in fiscal_period
fixed_asset,id,INTEGER,0,1,,Column id in fixed_asset
fixed_asset,canonical_id,TEXT,1,0,,Column canonical_id in fixed_asset
fixed_asset,immutable_uuid,TEXT,1,0,,Column immutable_uuid in fixed_asset
fixed_asset,name,TEXT,1,0,,Column name in fixed_asset
fixed_asset,status,TEXT,1,0,,Column status in fixed_asset
fixed_asset,event_at,TEXT,0,0,,Column event_at in fixed_asset
fixed_asset,recorded_at,TEXT,0,0,,Column recorded_at in fixed_asset
fixed_asset,available_at,TEXT,0,0,,Column available_at in fixed_asset
fixed_asset,amount_minor,INTEGER,1,0,0,Column amount_minor in fixed_asset
fixed_asset,quantity_milli,INTEGER,1,0,0,Column quantity_milli in fixed_asset
fixed_asset,source_system,TEXT,1,0,,Column source_system in fixed_asset
fixed_asset,provenance,TEXT,1,0,,Column provenance in fixed_asset
forecast_version,id,INTEGER,0,1,,Column id in forecast_version
forecast_version,canonical_id,TEXT,1,0,,Column canonical_id in forecast_version
forecast_version,immutable_uuid,TEXT,1,0,,Column immutable_uuid in forecast_version
forecast_version,name,TEXT,1,0,,Column name in forecast_version
forecast_version,status,TEXT,1,0,,Column status in forecast_version
forecast_version,event_at,TEXT,0,0,,Column event_at in forecast_version
forecast_version,recorded_at,TEXT,0,0,,Column recorded_at in forecast_version
forecast_version,available_at,TEXT,0,0,,Column available_at in forecast_version
forecast_version,amount_minor,INTEGER,1,0,0,Column amount_minor in forecast_version
forecast_version,quantity_milli,INTEGER,1,0,0,Column quantity_milli in forecast_version
forecast_version,source_system,TEXT,1,0,,Column source_system in forecast_version
forecast_version,provenance,TEXT,1,0,,Column provenance in forecast_version
fuel_consumption,id,INTEGER,0,1,,Column id in fuel_consumption
fuel_consumption,canonical_id,TEXT,1,0,,Column canonical_id in fuel_consumption
fuel_consumption,immutable_uuid,TEXT,1,0,,Column immutable_uuid in fuel_consumption
fuel_consumption,name,TEXT,1,0,,Column name in fuel_consumption
fuel_consumption,status,TEXT,1,0,,Column status in fuel_consumption
fuel_consumption,event_at,TEXT,0,0,,Column event_at in fuel_consumption
fuel_consumption,recorded_at,TEXT,0,0,,Column recorded_at in fuel_consumption
fuel_consumption,available_at,TEXT,0,0,,Column available_at in fuel_consumption
fuel_consumption,amount_minor,INTEGER,1,0,0,Column amount_minor in fuel_consumption
fuel_consumption,quantity_milli,INTEGER,1,0,0,Column quantity_milli in fuel_consumption
fuel_consumption,source_system,TEXT,1,0,,Column source_system in fuel_consumption
fuel_consumption,provenance,TEXT,1,0,,Column provenance in fuel_consumption
generation_run,id,INTEGER,0,1,,Column id in generation_run
generation_run,canonical_id,TEXT,1,0,,Column canonical_id in generation_run
generation_run,immutable_uuid,TEXT,1,0,,Column immutable_uuid in generation_run
generation_run,name,TEXT,1,0,,Column name in generation_run
generation_run,status,TEXT,1,0,,Column status in generation_run
generation_run,event_at,TEXT,0,0,,Column event_at in generation_run
generation_run,recorded_at,TEXT,0,0,,Column recorded_at in generation_run
generation_run,available_at,TEXT,0,0,,Column available_at in generation_run
generation_run,amount_minor,INTEGER,1,0,0,Column amount_minor in generation_run
generation_run,quantity_milli,INTEGER,1,0,0,Column quantity_milli in generation_run
generation_run,source_system,TEXT,1,0,,Column source_system in generation_run
generation_run,provenance,TEXT,1,0,,Column provenance in generation_run
geological_domain,id,INTEGER,0,1,,Column id in geological_domain
geological_domain,canonical_id,TEXT,1,0,,Column canonical_id in geological_domain
geological_domain,immutable_uuid,TEXT,1,0,,Column immutable_uuid in geological_domain
geological_domain,name,TEXT,1,0,,Column name in geological_domain
geological_domain,status,TEXT,1,0,,Column status in geological_domain
geological_domain,event_at,TEXT,0,0,,Column event_at in geological_domain
geological_domain,recorded_at,TEXT,0,0,,Column recorded_at in geological_domain
geological_domain,available_at,TEXT,0,0,,Column available_at in geological_domain
geological_domain,amount_minor,INTEGER,1,0,0,Column amount_minor in geological_domain
geological_domain,quantity_milli,INTEGER,1,0,0,Column quantity_milli in geological_domain
geological_domain,source_system,TEXT,1,0,,Column source_system in geological_domain
geological_domain,provenance,TEXT,1,0,,Column provenance in geological_domain
goods_receipt,id,INTEGER,0,1,,Column id in goods_receipt
goods_receipt,canonical_id,TEXT,1,0,,Column canonical_id in goods_receipt
goods_receipt,immutable_uuid,TEXT,1,0,,Column immutable_uuid in goods_receipt
goods_receipt,name,TEXT,1,0,,Column name in goods_receipt
goods_receipt,status,TEXT,1,0,,Column status in goods_receipt
goods_receipt,event_at,TEXT,0,0,,Column event_at in goods_receipt
goods_receipt,recorded_at,TEXT,0,0,,Column recorded_at in goods_receipt
goods_receipt,available_at,TEXT,0,0,,Column available_at in goods_receipt
goods_receipt,amount_minor,INTEGER,1,0,0,Column amount_minor in goods_receipt
goods_receipt,quantity_milli,INTEGER,1,0,0,Column quantity_milli in goods_receipt
goods_receipt,source_system,TEXT,1,0,,Column source_system in goods_receipt
goods_receipt,provenance,TEXT,1,0,,Column provenance in goods_receipt
governance_action,id,INTEGER,0,1,,Column id in governance_action
governance_action,canonical_id,TEXT,1,0,,Column canonical_id in governance_action
governance_action,immutable_uuid,TEXT,1,0,,Column immutable_uuid in governance_action
governance_action,name,TEXT,1,0,,Column name in governance_action
governance_action,status,TEXT,1,0,,Column status in governance_action
governance_action,event_at,TEXT,0,0,,Column event_at in governance_action
governance_action,recorded_at,TEXT,0,0,,Column recorded_at in governance_action
governance_action,available_at,TEXT,0,0,,Column available_at in governance_action
governance_action,amount_minor,INTEGER,1,0,0,Column amount_minor in governance_action
governance_action,quantity_milli,INTEGER,1,0,0,Column quantity_milli in governance_action
governance_action,source_system,TEXT,1,0,,Column source_system in governance_action
governance_action,provenance,TEXT,1,0,,Column provenance in governance_action
haul_cycle,id,INTEGER,0,1,,Column id in haul_cycle
haul_cycle,canonical_id,TEXT,1,0,,Column canonical_id in haul_cycle
haul_cycle,immutable_uuid,TEXT,1,0,,Column immutable_uuid in haul_cycle
haul_cycle,name,TEXT,1,0,,Column name in haul_cycle
haul_cycle,status,TEXT,1,0,,Column status in haul_cycle
haul_cycle,event_at,TEXT,0,0,,Column event_at in haul_cycle
haul_cycle,recorded_at,TEXT,0,0,,Column recorded_at in haul_cycle
haul_cycle,available_at,TEXT,0,0,,Column available_at in haul_cycle
haul_cycle,amount_minor,INTEGER,1,0,0,Column amount_minor in haul_cycle
haul_cycle,quantity_milli,INTEGER,1,0,0,Column quantity_milli in haul_cycle
haul_cycle,source_system,TEXT,1,0,,Column source_system in haul_cycle
haul_cycle,provenance,TEXT,1,0,,Column provenance in haul_cycle
hse_incident,id,INTEGER,0,1,,Column id in hse_incident
hse_incident,canonical_id,TEXT,1,0,,Column canonical_id in hse_incident
hse_incident,immutable_uuid,TEXT,1,0,,Column immutable_uuid in hse_incident
hse_incident,name,TEXT,1,0,,Column name in hse_incident
hse_incident,status,TEXT,1,0,,Column status in hse_incident
hse_incident,event_at,TEXT,0,0,,Column event_at in hse_incident
hse_incident,recorded_at,TEXT,0,0,,Column recorded_at in hse_incident
hse_incident,available_at,TEXT,0,0,,Column available_at in hse_incident
hse_incident,amount_minor,INTEGER,1,0,0,Column amount_minor in hse_incident
hse_incident,quantity_milli,INTEGER,1,0,0,Column quantity_milli in hse_incident
hse_incident,source_system,TEXT,1,0,,Column source_system in hse_incident
hse_incident,provenance,TEXT,1,0,,Column provenance in hse_incident
identifier_map,id,INTEGER,0,1,,Column id in identifier_map
identifier_map,canonical_id,TEXT,1,0,,Column canonical_id in identifier_map
identifier_map,immutable_uuid,TEXT,1,0,,Column immutable_uuid in identifier_map
identifier_map,name,TEXT,1,0,,Column name in identifier_map
identifier_map,status,TEXT,1,0,,Column status in identifier_map
identifier_map,event_at,TEXT,0,0,,Column event_at in identifier_map
identifier_map,recorded_at,TEXT,0,0,,Column recorded_at in identifier_map
identifier_map,available_at,TEXT,0,0,,Column available_at in identifier_map
identifier_map,amount_minor,INTEGER,1,0,0,Column amount_minor in identifier_map
identifier_map,quantity_milli,INTEGER,1,0,0,Column quantity_milli in identifier_map
identifier_map,source_system,TEXT,1,0,,Column source_system in identifier_map
identifier_map,provenance,TEXT,1,0,,Column provenance in identifier_map
impairment_calculation,id,INTEGER,0,1,,Column id in impairment_calculation
impairment_calculation,canonical_id,TEXT,1,0,,Column canonical_id in impairment_calculation
impairment_calculation,immutable_uuid,TEXT,1,0,,Column immutable_uuid in impairment_calculation
impairment_calculation,name,TEXT,1,0,,Column name in impairment_calculation
impairment_calculation,status,TEXT,1,0,,Column status in impairment_calculation
impairment_calculation,event_at,TEXT,0,0,,Column event_at in impairment_calculation
impairment_calculation,recorded_at,TEXT,0,0,,Column recorded_at in impairment_calculation
impairment_calculation,available_at,TEXT,0,0,,Column available_at in impairment_calculation
impairment_calculation,amount_minor,INTEGER,1,0,0,Column amount_minor in impairment_calculation
impairment_calculation,quantity_milli,INTEGER,1,0,0,Column quantity_milli in impairment_calculation
impairment_calculation,source_system,TEXT,1,0,,Column source_system in impairment_calculation
impairment_calculation,provenance,TEXT,1,0,,Column provenance in impairment_calculation
impairment_scenario,id,INTEGER,0,1,,Column id in impairment_scenario
impairment_scenario,canonical_id,TEXT,1,0,,Column canonical_id in impairment_scenario
impairment_scenario,immutable_uuid,TEXT,1,0,,Column immutable_uuid in impairment_scenario
impairment_scenario,name,TEXT,1,0,,Column name in impairment_scenario
impairment_scenario,status,TEXT,1,0,,Column status in impairment_scenario
impairment_scenario,event_at,TEXT,0,0,,Column event_at in impairment_scenario
impairment_scenario,recorded_at,TEXT,0,0,,Column recorded_at in impairment_scenario
impairment_scenario,available_at,TEXT,0,0,,Column available_at in impairment_scenario
