authorized,capacity_hours,expected_loaded_cost_usd,fact_state,home_group,leave_state,month_index,occupied,period,person_id,position_id,ramp_fraction,scenario,unit
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-113,SYN-FOUNDRY-FIELD-113,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-114,SYN-FOUNDRY-FIELD-114,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-115,SYN-FOUNDRY-FIELD-115,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-116,SYN-FOUNDRY-FIELD-116,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-117,SYN-FOUNDRY-FIELD-117,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-118,SYN-FOUNDRY-FIELD-118,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-119,SYN-FOUNDRY-FIELD-119,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-120,SYN-FOUNDRY-FIELD-120,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-121,SYN-FOUNDRY-FIELD-121,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-122,SYN-FOUNDRY-FIELD-122,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-123,SYN-FOUNDRY-FIELD-123,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-124,SYN-FOUNDRY-FIELD-124,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-125,SYN-FOUNDRY-FIELD-125,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-126,SYN-FOUNDRY-FIELD-126,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-127,SYN-FOUNDRY-FIELD-127,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-128,SYN-FOUNDRY-FIELD-128,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-129,SYN-FOUNDRY-FIELD-129,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-130,SYN-FOUNDRY-FIELD-130,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-131,SYN-FOUNDRY-FIELD-131,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-132,SYN-FOUNDRY-FIELD-132,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-133,SYN-FOUNDRY-FIELD-133,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-134,SYN-FOUNDRY-FIELD-134,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-135,SYN-FOUNDRY-FIELD-135,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-136,SYN-FOUNDRY-FIELD-136,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-137,SYN-FOUNDRY-FIELD-137,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-138,SYN-FOUNDRY-FIELD-138,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-139,SYN-FOUNDRY-FIELD-139,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-140,SYN-FOUNDRY-FIELD-140,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-141,SYN-FOUNDRY-FIELD-141,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-142,SYN-FOUNDRY-FIELD-142,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-143,SYN-FOUNDRY-FIELD-143,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-144,SYN-FOUNDRY-FIELD-144,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-145,SYN-FOUNDRY-FIELD-145,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-146,SYN-FOUNDRY-FIELD-146,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-147,SYN-FOUNDRY-FIELD-147,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-148,SYN-FOUNDRY-FIELD-148,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-149,SYN-FOUNDRY-FIELD-149,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-150,SYN-FOUNDRY-FIELD-150,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-151,SYN-FOUNDRY-FIELD-151,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-152,SYN-FOUNDRY-FIELD-152,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-153,SYN-FOUNDRY-FIELD-153,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-154,SYN-FOUNDRY-FIELD-154,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-155,SYN-FOUNDRY-FIELD-155,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-156,SYN-FOUNDRY-FIELD-156,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-157,SYN-FOUNDRY-FIELD-157,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-158,SYN-FOUNDRY-FIELD-158,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-159,SYN-FOUNDRY-FIELD-159,1.0000,base,foundry-field
True,104.0000,12083.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,ACTIVE,2,True,2027-02-28,SYN-PERSON-FOUNDRY-FIELD-160,SYN-FOUNDRY-FIELD-160,1.0000,base,foundry-field
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,VACANT,2,False,2027-02-28,,SYN-FOUNDRY-FIELD-161,0.0000,base,foundry-field
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,VACANT,2,False,2027-02-28,,SYN-FOUNDRY-FIELD-162,0.0000,base,foundry-field
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,VACANT,2,False,2027-02-28,,SYN-FOUNDRY-FIELD-163,0.0000,base,foundry-field
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,VACANT,2,False,2027-02-28,,SYN-FOUNDRY-FIELD-164,0.0000,base,foundry-field
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,VACANT,2,False,2027-02-28,,SYN-FOUNDRY-FIELD-165,0.0000,base,foundry-field
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,VACANT,2,False,2027-02-28,,SYN-FOUNDRY-FIELD-166,0.0000,base,foundry-field
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,VACANT,2,False,2027-02-28,,SYN-FOUNDRY-FIELD-167,0.0000,base,foundry-field
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,VACANT,2,False,2027-02-28,,SYN-FOUNDRY-FIELD-168,0.0000,base,foundry-field
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,VACANT,2,False,2027-02-28,,SYN-FOUNDRY-FIELD-169,0.0000,base,foundry-field
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,foundry-field,VACANT,2,False,2027-02-28,,SYN-FOUNDRY-FIELD-170,0.0000,base,foundry-field
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-001,SYN-ATLAS-MERIDIAN-001,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-002,SYN-ATLAS-MERIDIAN-002,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-003,SYN-ATLAS-MERIDIAN-003,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-004,SYN-ATLAS-MERIDIAN-004,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-005,SYN-ATLAS-MERIDIAN-005,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-006,SYN-ATLAS-MERIDIAN-006,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-007,SYN-ATLAS-MERIDIAN-007,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-008,SYN-ATLAS-MERIDIAN-008,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-009,SYN-ATLAS-MERIDIAN-009,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-010,SYN-ATLAS-MERIDIAN-010,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-011,SYN-ATLAS-MERIDIAN-011,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-012,SYN-ATLAS-MERIDIAN-012,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-013,SYN-ATLAS-MERIDIAN-013,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-014,SYN-ATLAS-MERIDIAN-014,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-015,SYN-ATLAS-MERIDIAN-015,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-016,SYN-ATLAS-MERIDIAN-016,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-017,SYN-ATLAS-MERIDIAN-017,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-018,SYN-ATLAS-MERIDIAN-018,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-019,SYN-ATLAS-MERIDIAN-019,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-020,SYN-ATLAS-MERIDIAN-020,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-021,SYN-ATLAS-MERIDIAN-021,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-022,SYN-ATLAS-MERIDIAN-022,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-023,SYN-ATLAS-MERIDIAN-023,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-024,SYN-ATLAS-MERIDIAN-024,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-025,SYN-ATLAS-MERIDIAN-025,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-026,SYN-ATLAS-MERIDIAN-026,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-027,SYN-ATLAS-MERIDIAN-027,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-028,SYN-ATLAS-MERIDIAN-028,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-029,SYN-ATLAS-MERIDIAN-029,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-030,SYN-ATLAS-MERIDIAN-030,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-031,SYN-ATLAS-MERIDIAN-031,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-032,SYN-ATLAS-MERIDIAN-032,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-033,SYN-ATLAS-MERIDIAN-033,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-034,SYN-ATLAS-MERIDIAN-034,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-035,SYN-ATLAS-MERIDIAN-035,1.0000,base,atlas-meridian
True,104.0000,14583.3333,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,ACTIVE,2,True,2027-02-28,SYN-PERSON-ATLAS-MERIDIAN-036,SYN-ATLAS-MERIDIAN-036,1.0000,base,atlas-meridian
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,VACANT,2,False,2027-02-28,,SYN-ATLAS-MERIDIAN-037,0.0000,base,atlas-meridian
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,VACANT,2,False,2027-02-28,,SYN-ATLAS-MERIDIAN-038,0.0000,base,atlas-meridian
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,VACANT,2,False,2027-02-28,,SYN-ATLAS-MERIDIAN-039,0.0000,base,atlas-meridian
True,0.0000,0.0000,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,atlas-meridian,VACANT,2,False,2027-02-28,,SYN-ATLAS-MERIDIAN-040,0.0000,base,atlas-meridian
True,0.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-001,SYN-ADVISORY-001,1.0000,base,advisory
True,0.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-002,SYN-ADVISORY-002,1.0000,base,advisory
True,0.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-003,SYN-ADVISORY-003,1.0000,base,advisory
True,0.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-004,SYN-ADVISORY-004,1.0000,base,advisory
True,104.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-005,SYN-ADVISORY-005,1.0000,base,advisory
True,104.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-006,SYN-ADVISORY-006,1.0000,base,advisory
True,104.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-007,SYN-ADVISORY-007,1.0000,base,advisory
True,104.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-008,SYN-ADVISORY-008,1.0000,base,advisory
True,104.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-009,SYN-ADVISORY-009,1.0000,base,advisory
True,104.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-010,SYN-ADVISORY-010,1.0000,base,advisory
True,104.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-011,SYN-ADVISORY-011,1.0000,base,advisory
True,104.0000,12916.6667,CONDITIONAL_FORECAST_NOT_ACTUAL_EMPLOYMENT,advisory,ACTIVE,2,True,2027-02-28,SYN-PERSON-ADVISORY-012,SYN-ADVISORY-012,1.0000,base,advisory
