allocation_usd,basis,consumption_units,generated_consumption_units,gross_allocation_usd,period,planned_consumption_units,pool_id,posting_state,scenario,statutory_fee_credit_usd,unit
118505.4947,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,192.0000,72.0000,118505.4947,2027-01-31,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
34594.5947,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,160.0000,160.0000,34594.5947,2027-04-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
7783.7838,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,36.0000,36.0000,7783.7838,2027-04-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
7005.4054,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,32.4000,32.4000,7005.4054,2027-04-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
5102.7027,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,23.6000,23.6000,5102.7027,2027-04-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
3891.8919,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,18.0000,18.0000,3891.8919,2027-04-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
23025.7685,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,30270.2704,2027-04-30,140.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
17457.5715,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,131.0000,0.0000,28324.3244,2027-04-30,131.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
51027.0272,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,236.0000,236.0000,51027.0272,2027-04-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
6024.0964,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,6024.0964,2027-04-30,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
6626.5060,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,22.0000,2.0000,6626.5060,2027-04-30,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
11445.7831,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,38.0000,8.0000,11445.7831,2027-04-30,30.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
10542.1687,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,35.0000,0.0000,10542.1687,2027-04-30,35.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
12650.6024,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,42.0000,2.0000,12650.6024,2027-04-30,40.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
15266.1097,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,19578.3133,2027-04-30,65.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,4312.2036,pale-sun
11603.9839,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,60.0000,0.0000,18072.2892,2027-04-30,60.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,6468.3053,american-resource-utility
15060.2409,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,0.0000,15060.2409,2027-04-30,50.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
102081.5536,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,156.0000,36.0000,102081.5536,2027-05-31,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
48423.3011,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,74.0000,9.0000,48423.3011,2027-05-31,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
16359.2233,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,25.0000,0.0000,16359.2233,2027-05-31,25.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
13087.3787,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,13087.3787,2027-05-31,20.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
9815.5340,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,15.0000,0.0000,9815.5340,2027-05-31,15.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
31273.6994,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,70.0000,0.0000,45805.8253,2027-05-31,70.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,14532.1259,pale-sun
20735.7918,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,42533.9807,2027-05-31,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,21798.1889,american-resource-utility
58893.2039,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,90.0000,0.0000,58893.2039,2027-05-31,90.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
30572.4383,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,103.0000,73.0000,30572.4383,2027-05-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
13060.0707,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,44.0000,24.0000,13060.0707,2027-05-31,20.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
11872.7916,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,40.0000,10.0000,11872.7916,2027-05-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
9795.0530,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,33.0000,8.0000,9795.0530,2027-05-31,25.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
11575.9718,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,39.0000,9.0000,11575.9718,2027-05-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
28373.8728,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,120.0000,0.0000,35618.3747,2027-05-31,120.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
30688.0175,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,41554.7704,2027-05-31,140.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
13950.5300,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,47.0000,2.0000,13950.5300,2027-05-31,45.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
34594.5947,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,160.0000,160.0000,34594.5947,2027-05-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
7783.7838,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,36.0000,36.0000,7783.7838,2027-05-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
7005.4054,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,32.4000,32.4000,7005.4054,2027-05-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
5102.7027,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,23.6000,23.6000,5102.7027,2027-05-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
3891.8919,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,18.0000,18.0000,3891.8919,2027-05-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
23025.7685,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,30270.2704,2027-05-31,140.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
17457.5715,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,131.0000,0.0000,28324.3244,2027-05-31,131.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
51027.0272,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,236.0000,236.0000,51027.0272,2027-05-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
6097.5610,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,6097.5610,2027-05-31,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
6402.4390,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,21.0000,1.0000,6402.4390,2027-05-31,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
10670.7317,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,35.0000,5.0000,10670.7317,2027-05-31,30.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
10670.7317,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,35.0000,0.0000,10670.7317,2027-05-31,35.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
12804.8780,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,42.0000,2.0000,12804.8780,2027-05-31,40.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
15504.8696,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,19817.0732,2027-05-31,65.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,4312.2036,pale-sun
11824.3776,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,60.0000,0.0000,18292.6829,2027-05-31,60.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,6468.3053,american-resource-utility
15243.9025,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,0.0000,15243.9025,2027-05-31,50.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
102280.1558,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,156.0000,36.0000,102280.1558,2027-06-30,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
47861.8678,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,73.0000,8.0000,47861.8678,2027-06-30,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
16391.0506,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,25.0000,0.0000,16391.0506,2027-06-30,25.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
13112.8405,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,13112.8405,2027-06-30,20.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
9834.6304,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,15.0000,0.0000,9834.6304,2027-06-30,15.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
31362.8158,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,70.0000,0.0000,45894.9417,2027-06-30,70.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,14532.1259,pale-sun
20818.5427,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,42616.7316,2027-06-30,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,21798.1889,american-resource-utility
59007.7822,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,90.0000,0.0000,59007.7822,2027-06-30,90.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
30411.2479,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,103.0000,73.0000,30411.2479,2027-06-30,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
13286.4675,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,45.0000,25.0000,13286.4675,2027-06-30,20.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
12695.9579,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,43.0000,13.0000,12695.9579,2027-06-30,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
9448.1547,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,32.0000,7.0000,9448.1547,2027-06-30,25.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
11514.9385,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,39.0000,9.0000,11514.9385,2027-06-30,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
28186.0782,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,120.0000,0.0000,35430.5801,2027-06-30,120.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
30468.9238,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,41335.6767,2027-06-30,140.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
13876.9772,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,47.0000,2.0000,13876.9772,2027-06-30,45.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
34594.5947,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,160.0000,160.0000,34594.5947,2027-06-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
7783.7838,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,36.0000,36.0000,7783.7838,2027-06-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
7005.4054,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,32.4000,32.4000,7005.4054,2027-06-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
5102.7027,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,23.6000,23.6000,5102.7027,2027-06-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
3891.8919,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,18.0000,18.0000,3891.8919,2027-06-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
23025.7685,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,30270.2704,2027-06-30,140.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
17457.5715,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,131.0000,0.0000,28324.3244,2027-06-30,131.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
51027.0272,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,236.0000,236.0000,51027.0272,2027-06-30,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
6006.0060,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,6006.0060,2027-06-30,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
6906.9069,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,23.0000,3.0000,6906.9069,2027-06-30,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
11411.4114,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,38.0000,8.0000,11411.4114,2027-06-30,30.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
10510.5105,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,35.0000,0.0000,10510.5105,2027-06-30,35.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
12612.6126,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,42.0000,2.0000,12612.6126,2027-06-30,40.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
15207.3159,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,19519.5195,2027-06-30,65.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,4312.2036,pale-sun
11549.7127,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,60.0000,0.0000,18018.0180,2027-06-30,60.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,6468.3053,american-resource-utility
15015.0151,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,0.0000,15015.0151,2027-06-30,50.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
101490.3477,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,156.0000,36.0000,101490.3477,2027-07-31,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
50094.5947,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,77.0000,12.0000,50094.5947,2027-07-31,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
16264.4788,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,25.0000,0.0000,16264.4788,2027-07-31,25.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
13011.5830,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,13011.5830,2027-07-31,20.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
9758.6873,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,15.0000,0.0000,9758.6873,2027-07-31,15.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
31008.4147,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,70.0000,0.0000,45540.5406,2027-07-31,70.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,14532.1259,pale-sun
20489.4560,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,42287.6449,2027-07-31,65.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,21798.1889,american-resource-utility
58552.1236,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,90.0000,0.0000,58552.1236,2027-07-31,90.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
30124.1380,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,104.0000,74.0000,30124.1380,2027-07-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
13903.4483,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,48.0000,28.0000,13903.4483,2027-07-31,20.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
14482.7587,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,20.0000,14482.7587,2027-07-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
8979.3104,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,31.0000,6.0000,8979.3104,2027-07-31,25.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
11586.2069,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,40.0000,10.0000,11586.2069,2027-07-31,30.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
27514.1189,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,120.0000,0.0000,34758.6208,2027-07-31,120.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
29684.9714,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,40551.7243,2027-07-31,140.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
13613.7931,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,47.0000,2.0000,13613.7931,2027-07-31,45.0000,finance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
34766.0669,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,161.0000,161.0000,34766.0669,2027-07-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
7773.7789,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,36.0000,36.0000,7773.7789,2027-07-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
6996.4010,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,32.4000,32.4000,6996.4010,2027-07-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
5096.1440,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,23.6000,23.6000,5096.1440,2027-07-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
3886.8895,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,18.0000,18.0000,3886.8895,2027-07-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
22986.8607,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,140.0000,0.0000,30231.3626,2027-07-31,140.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,7244.5019,pale-sun
17421.1649,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,131.0000,0.0000,28287.9178,2027-07-31,131.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,10866.7529,american-resource-utility
50961.4398,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,236.0000,236.0000,50961.4398,2027-07-31,0.0000,people,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
5952.3810,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,20.0000,0.0000,5952.3810,2027-07-31,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
6547.6190,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,22.0000,2.0000,6547.6190,2027-07-31,20.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,atlas-meridian
12500.0000,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,42.0000,12.0000,12500.0000,2027-07-31,30.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,advisory
10416.6667,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,35.0000,0.0000,10416.6667,2027-07-31,35.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,willow
12500.0000,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,42.0000,2.0000,12500.0000,2027-07-31,40.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,project-cradle
15033.0345,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,65.0000,0.0000,19345.2381,2027-07-31,65.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,4312.2036,pale-sun
11388.8376,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,60.0000,0.0000,17857.1429,2027-07-31,60.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,6468.3053,american-resource-utility
14880.9523,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,50.0000,0.0000,14880.9523,2027-07-31,50.0000,assurance,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,corporate
101490.3477,DECLARED_SERVICE_UNITS_PLUS_GENERATED_ACTIVITY,156.0000,36.0000,101490.3477,2027-08-31,120.0000,technology,NONPOSTING; EXISTING_STATUTORY_FEES_CREDITED_ONCE,base,0.0000,foundry-field
