scenario,entity,year,month,asset_id,project_id,ledger_account,asset_status,conditional_service_index,actual_conditional_service_index,conditional_service_period,actual_conditional_service_period,method,gross_usd,opening_net_book_usd,additions_usd,depreciation_usd,accumulated_depreciation_usd,closing_net_book_usd,capitalized_to_inventory_usd,expense_depreciation_usd,project_budget_usd,project_paid_to_date_usd,available_at,record_origin,fact_state,period_role,effective_period_end
base,ARU_GROUP,2027,5,CAPEX-base-ARU_GROUP-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,STRAIGHT_LINE,283250,283250,0,1574,1574,281676,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-05-31
base,RWH_PS,2027,5,RW-LEGACY-PRODUCTION,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,UNITS_OF_PRODUCTION,59000000,54316440,0,305753,4989313,54010687,305753,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-05-31
base,RWH_PS,2027,5,RW-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3250000,3114582,0,13542,148960,3101040,0,13542,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-05-31
base,RWH_PS,2027,5,CAPEX-base-RWH_PS-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,PRODUCTION_STRAIGHT_LINE,593333,585915,0,2472,9890,583443,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-05-31
base,RWH_PS,2027,5,CAPEX-base-RWH_PS-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,PRODUCTION_STRAIGHT_LINE,593333,588388,0,2472,7417,585916,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-05-31
base,RWH_PS,2027,5,CAPEX-base-RWH_PS-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,PRODUCTION_STRAIGHT_LINE,593333,590861,0,2472,4944,588389,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-05-31
base,RWH_PS,2027,5,CAPEX-base-RWH_PS-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,PRODUCTION_STRAIGHT_LINE,593333,593333,0,2472,2472,590861,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-05-31
base,RWH_PS,2027,5,CAPEX-base-RWH_PS-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,PRODUCTION_STRAIGHT_LINE,593333,0,593333,0,0,593333,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-05-31
base,ARU_GROUP,2027,5,CAPEX-base-ARU_GROUP-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,STRAIGHT_LINE,283250,0,283250,0,0,283250,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-05-31
base,ARU_GROUP,2027,6,ARU-LAND,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,LAND,8000000,8000000,0,0,0,8000000,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,ARU-TRACK,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,15000000,14299884,0,41667,741783,14258217,0,41667,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,ARU-TERMINAL,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,12000000,11159863,0,50000,890137,11109863,0,50000,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,ARU-MOBILE,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,7000000,5599769,0,83333,1483564,5516436,0,83333,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,ARU-SUSTAIN-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3300000,3011250,0,27500,316250,2983750,0,27500,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,ARU-CATCHUP-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,11000000,10358333,0,61111,702778,10297222,0,61111,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,ARU-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,5250000,5009375,0,21875,262500,4987500,0,21875,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,CAPEX-base-ARU_GROUP-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,STRAIGHT_LINE,283250,276954,0,1574,7870,275380,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,CAPEX-base-ARU_GROUP-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,STRAIGHT_LINE,283250,278528,0,1574,6296,276954,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,CAPEX-base-ARU_GROUP-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,STRAIGHT_LINE,283250,280102,0,1574,4722,278528,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,CAPEX-base-ARU_GROUP-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,STRAIGHT_LINE,283250,281676,0,1574,3148,280102,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,CAPEX-base-ARU_GROUP-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,STRAIGHT_LINE,283250,283250,0,1574,1574,281676,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,RWH_PS,2027,6,RW-LEGACY-PRODUCTION,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,UNITS_OF_PRODUCTION,59000000,54010687,0,295890,5285203,53714797,295890,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,RWH_PS,2027,6,RW-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3250000,3101040,0,13542,162502,3087498,0,13542,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,RWH_PS,2027,6,CAPEX-base-RWH_PS-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,PRODUCTION_STRAIGHT_LINE,593333,583443,0,2472,12362,580971,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,RWH_PS,2027,6,CAPEX-base-RWH_PS-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,PRODUCTION_STRAIGHT_LINE,593333,585916,0,2472,9889,583444,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,RWH_PS,2027,6,CAPEX-base-RWH_PS-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,PRODUCTION_STRAIGHT_LINE,593333,588389,0,2472,7416,585917,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,RWH_PS,2027,6,CAPEX-base-RWH_PS-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,PRODUCTION_STRAIGHT_LINE,593333,590861,0,2472,4944,588389,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,RWH_PS,2027,6,CAPEX-base-RWH_PS-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,PRODUCTION_STRAIGHT_LINE,593333,593333,0,2472,2472,590861,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,RWH_PS,2027,6,CAPEX-base-RWH_PS-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,PRODUCTION_STRAIGHT_LINE,593333,0,593333,0,0,593333,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,6,CAPEX-base-ARU_GROUP-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,STRAIGHT_LINE,283250,0,283250,0,0,283250,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,ARU_GROUP,2027,7,ARU-LAND,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,LAND,8000000,8000000,0,0,0,8000000,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,ARU-TRACK,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,15000000,14258217,0,41667,783450,14216550,0,41667,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,ARU-TERMINAL,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,12000000,11109863,0,50000,940137,11059863,0,50000,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,ARU-MOBILE,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,7000000,5516436,0,83333,1566897,5433103,0,83333,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,ARU-SUSTAIN-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3300000,2983750,0,27500,343750,2956250,0,27500,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,ARU-CATCHUP-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,11000000,10297222,0,61111,763889,10236111,0,61111,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,ARU-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,5250000,4987500,0,21875,284375,4965625,0,21875,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,CAPEX-base-ARU_GROUP-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,STRAIGHT_LINE,283250,275380,0,1574,9444,273806,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,CAPEX-base-ARU_GROUP-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,STRAIGHT_LINE,283250,276954,0,1574,7870,275380,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,CAPEX-base-ARU_GROUP-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,STRAIGHT_LINE,283250,278528,0,1574,6296,276954,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,CAPEX-base-ARU_GROUP-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,STRAIGHT_LINE,283250,280102,0,1574,4722,278528,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,CAPEX-base-ARU_GROUP-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,STRAIGHT_LINE,283250,281676,0,1574,3148,280102,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,CAPEX-base-ARU_GROUP-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,STRAIGHT_LINE,283250,283250,0,1574,1574,281676,0,1574,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,RWH_PS,2027,7,RW-LEGACY-PRODUCTION,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,UNITS_OF_PRODUCTION,59000000,53714797,0,305753,5590956,53409044,305753,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,RWH_PS,2027,7,RW-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3250000,3087498,0,13542,176044,3073956,0,13542,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,RWH_PS,2027,7,CAPEX-base-RWH_PS-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,PRODUCTION_STRAIGHT_LINE,593333,580971,0,2472,14834,578499,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,RWH_PS,2027,7,CAPEX-base-RWH_PS-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,PRODUCTION_STRAIGHT_LINE,593333,583444,0,2472,12361,580972,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,RWH_PS,2027,7,CAPEX-base-RWH_PS-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,PRODUCTION_STRAIGHT_LINE,593333,585917,0,2472,9888,583445,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,RWH_PS,2027,7,CAPEX-base-RWH_PS-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,PRODUCTION_STRAIGHT_LINE,593333,588389,0,2472,7416,585917,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,RWH_PS,2027,7,CAPEX-base-RWH_PS-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,PRODUCTION_STRAIGHT_LINE,593333,590861,0,2472,4944,588389,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,RWH_PS,2027,7,CAPEX-base-RWH_PS-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,PRODUCTION_STRAIGHT_LINE,593333,593333,0,2472,2472,590861,2472,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,RWH_PS,2027,7,CAPEX-base-RWH_PS-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,PRODUCTION_STRAIGHT_LINE,593333,0,593333,0,0,593333,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,7,CAPEX-base-ARU_GROUP-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,STRAIGHT_LINE,283250,0,283250,0,0,283250,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,ARU_GROUP,2027,8,ARU-LAND,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,LAND,8000000,8000000,0,0,0,8000000,0,0,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,ARU-TRACK,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,15000000,14216550,0,41667,825117,14174883,0,41667,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,ARU-TERMINAL,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,12000000,11059863,0,50000,990137,11009863,0,50000,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,ARU-MOBILE,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,7000000,5433103,0,83333,1650230,5349770,0,83333,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,ARU-SUSTAIN-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,3300000,2956250,0,27500,371250,2928750,0,27500,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,ARU-CATCHUP-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,11000000,10236111,0,61111,825000,10175000,0,61111,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,ARU-INTERFACE-2026,,1400,CONDITIONAL_IN_SERVICE,0,0,ACCEPTED_2026_OPENING,ACCEPTED_2026_OPENING,STRAIGHT_LINE,5250000,4965625,0,21875,306250,4943750,0,21875,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,CAPEX-base-ARU_GROUP-202701-replacement-PAID-1,,1400,CONDITIONAL_IN_SERVICE,1,1,2027-01,2027-01,STRAIGHT_LINE,283250,273806,0,1573,11017,272233,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,CAPEX-base-ARU_GROUP-202702-replacement-PAID-2,,1400,CONDITIONAL_IN_SERVICE,2,2,2027-02,2027-02,STRAIGHT_LINE,283250,275380,0,1573,9443,273807,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,CAPEX-base-ARU_GROUP-202703-replacement-PAID-3,,1400,CONDITIONAL_IN_SERVICE,3,3,2027-03,2027-03,STRAIGHT_LINE,283250,276954,0,1573,7869,275381,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,CAPEX-base-ARU_GROUP-202704-replacement-PAID-4,,1400,CONDITIONAL_IN_SERVICE,4,4,2027-04,2027-04,STRAIGHT_LINE,283250,278528,0,1573,6295,276955,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,CAPEX-base-ARU_GROUP-202705-replacement-PAID-5,,1400,CONDITIONAL_IN_SERVICE,5,5,2027-05,2027-05,STRAIGHT_LINE,283250,280102,0,1573,4721,278529,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,CAPEX-base-ARU_GROUP-202706-replacement-PAID-6,,1400,CONDITIONAL_IN_SERVICE,6,6,2027-06,2027-06,STRAIGHT_LINE,283250,281676,0,1573,3147,280103,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,ARU_GROUP,2027,8,CAPEX-base-ARU_GROUP-202707-replacement-PAID-7,,1400,CONDITIONAL_IN_SERVICE,7,7,2027-07,2027-07,STRAIGHT_LINE,283250,283250,0,1573,1573,281677,0,1573,0,0,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
