scenario,year,month,invoice_id,seller_entity,buyer_entity,segment,commodity,physical_cars,revenue_usd,external_variable_cost_usd,available_at,record_origin,fact_state,period_role,effective_period_end
base,2027,6,IC-base-202706-steel-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,steel,2,2295,1545,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,2027,6,IC-base-202706-mro-BST,ARU_GROUP,RWH_PS,BST,mro,1,765,309,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,2027,6,IC-base-202706-mro-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,mro,1,510,299,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,2027,6,IC-base-202706-mro-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,mro,1,663,453,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,2027,6,IC-base-202706-project-BST,ARU_GROUP,RWH_PS,BST,project,1,1428,670,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,2027,6,IC-base-202706-project-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,project,1,1428,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,2027,6,IC-base-202706-project-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,project,1,1836,1339,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-06-30
base,2027,7,IC-base-202707-acid-BST,ARU_GROUP,RWH_PS,BST,acid,4,3876,1689,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-acid-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,acid,4,2856,1607,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-acid-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,acid,4,5549,3790,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-binder-BST,ARU_GROUP,RWH_PS,BST,binder,6,5202,2225,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-binder-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,binder,6,2448,1421,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-binder-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,binder,6,6977,4697,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-lime-BST,ARU_GROUP,RWH_PS,BST,lime,1,867,371,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-lime-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,lime,1,459,258,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-lime-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,lime,1,1224,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-steel-BST,ARU_GROUP,RWH_PS,BST,steel,2,1938,886,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-steel-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,steel,2,1326,762,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-steel-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,steel,2,2295,1545,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-mro-BST,ARU_GROUP,RWH_PS,BST,mro,1,765,309,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-mro-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,mro,1,510,299,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-mro-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,mro,1,663,453,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-project-BST,ARU_GROUP,RWH_PS,BST,project,1,1428,670,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-project-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,project,1,1428,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,7,IC-base-202707-project-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,project,1,1836,1339,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-07-31
base,2027,8,IC-base-202708-acid-BST,ARU_GROUP,RWH_PS,BST,acid,5,4845,2112,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-acid-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,acid,5,3570,2009,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-acid-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,acid,5,6936,4738,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-binder-BST,ARU_GROUP,RWH_PS,BST,binder,5,4335,1854,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-binder-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,binder,5,2040,1185,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-binder-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,binder,5,5814,3914,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-lime-BST,ARU_GROUP,RWH_PS,BST,lime,1,867,371,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-lime-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,lime,1,459,258,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-lime-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,lime,1,1224,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-steel-BST,ARU_GROUP,RWH_PS,BST,steel,2,1938,886,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-steel-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,steel,2,1326,762,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-steel-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,steel,2,2295,1545,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-mro-BST,ARU_GROUP,RWH_PS,BST,mro,1,765,309,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-mro-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,mro,1,510,299,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-mro-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,mro,1,663,453,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-project-BST,ARU_GROUP,RWH_PS,BST,project,1,1428,670,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-project-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,project,1,1428,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,8,IC-base-202708-project-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,project,1,1836,1339,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-08-31
base,2027,9,IC-base-202709-acid-BST,ARU_GROUP,RWH_PS,BST,acid,4,3876,1689,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-acid-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,acid,4,2856,1607,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-acid-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,acid,4,5549,3790,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-binder-BST,ARU_GROUP,RWH_PS,BST,binder,5,4335,1854,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-binder-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,binder,5,2040,1185,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-binder-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,binder,5,5814,3914,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-lime-BST,ARU_GROUP,RWH_PS,BST,lime,1,867,371,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-lime-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,lime,1,459,258,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-lime-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,lime,1,1224,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-steel-BST,ARU_GROUP,RWH_PS,BST,steel,2,1938,886,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-steel-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,steel,2,1326,762,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-steel-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,steel,2,2295,1545,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-mro-BST,ARU_GROUP,RWH_PS,BST,mro,1,765,309,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-mro-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,mro,1,510,299,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-mro-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,mro,1,663,453,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-project-BST,ARU_GROUP,RWH_PS,BST,project,1,1428,670,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-project-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,project,1,1428,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,9,IC-base-202709-project-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,project,1,1836,1339,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-09-30
base,2027,10,IC-base-202710-acid-BST,ARU_GROUP,RWH_PS,BST,acid,5,4845,2112,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-acid-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,acid,5,3570,2009,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-acid-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,acid,5,6936,4738,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-binder-BST,ARU_GROUP,RWH_PS,BST,binder,6,5202,2225,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-binder-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,binder,6,2448,1421,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-binder-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,binder,6,6977,4697,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-lime-BST,ARU_GROUP,RWH_PS,BST,lime,1,867,371,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-lime-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,lime,1,459,258,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-lime-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,lime,1,1224,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-steel-BST,ARU_GROUP,RWH_PS,BST,steel,2,1938,886,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-steel-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,steel,2,1326,762,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-steel-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,steel,2,2295,1545,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-mro-BST,ARU_GROUP,RWH_PS,BST,mro,1,765,309,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-mro-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,mro,1,510,299,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-mro-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,mro,1,663,453,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-project-BST,ARU_GROUP,RWH_PS,BST,project,1,1428,670,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-project-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,project,1,1428,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,10,IC-base-202710-project-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,project,1,1836,1339,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-10-31
base,2027,11,IC-base-202711-acid-BST,ARU_GROUP,RWH_PS,BST,acid,4,3876,1689,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-acid-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,acid,4,2856,1607,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-acid-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,acid,4,5549,3790,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-binder-BST,ARU_GROUP,RWH_PS,BST,binder,5,4335,1854,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-binder-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,binder,5,2040,1185,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-binder-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,binder,5,5814,3914,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-lime-BST,ARU_GROUP,RWH_PS,BST,lime,1,867,371,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-lime-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,lime,1,459,258,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-lime-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,lime,1,1224,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-steel-BST,ARU_GROUP,RWH_PS,BST,steel,2,1938,886,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-steel-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,steel,2,1326,762,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-steel-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,steel,2,2295,1545,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-mro-BST,ARU_GROUP,RWH_PS,BST,mro,1,765,309,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-mro-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,mro,1,510,299,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-mro-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,mro,1,663,453,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-project-BST,ARU_GROUP,RWH_PS,BST,project,1,1428,670,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-project-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,project,1,1428,824,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,11,IC-base-202711-project-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,project,1,1836,1339,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-11-30
base,2027,12,IC-base-202712-acid-BST,ARU_GROUP,RWH_PS,BST,acid,5,4845,2112,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-acid-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,acid,5,3570,2009,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-acid-TRUCKING,ARU_GROUP,RWH_PS,TRUCKING,acid,5,6936,4738,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-binder-BST,ARU_GROUP,RWH_PS,BST,binder,6,5202,2225,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
base,2027,12,IC-base-202712-binder-TERMINALS,ARU_GROUP,RWH_PS,TERMINALS,binder,6,2448,1421,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-12-31
