assets_usd,available_at,created_on,ending_cash_usd,entity,equity_usd,expense_usd,fact_state,financing_cash_flow_usd,investing_cash_flow_usd,liabilities_usd,month,net_income_usd,opening_cash_usd,opening_or_noncash_cash_bridge_usd,operating_cash_flow_usd,period_role,record_origin,revenue_usd,scenario,unit,view_type,year
659957.0096,2026-09-09T00:00:00Z,2026-09-09,118997.0096,atlas-meridian,-1177454.9904,556499.9988,CONDITIONAL_FORECAST,0.0000,0.0000,1837412.0000,8,-79499.9988,4697.0084,0.0000,114300.0012,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,477000.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-963044.5131,2026-09-09T00:00:00Z,2026-09-09,-2377800.1248,project-cradle,-1328516.3411,294913.2932,CONDITIONAL_FORECAST,0.0000,0.0000,365471.8280,8,-193854.0932,-2240347.4602,0.0000,-137452.6646,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,101059.2000,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
4146574.3248,2026-09-09T00:00:00Z,2026-09-09,2616455.3248,advisory,1707410.3248,453773.3344,CONDITIONAL_FORECAST,0.0000,0.0000,2439164.0000,8,904626.6656,2217208.6592,0.0000,399246.6656,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,1358400.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
140374030.0000,2026-09-09T00:00:00Z,2026-09-09,2232916.0000,pale-sun,119508565.3336,3904923.1547,CONDITIONAL_FORECAST,0.0000,-593333.0000,20865464.6664,8,41008.6667,2116245.0000,0.0000,710004.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3945931.8214,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
111476484.0000,2026-09-09T00:00:00Z,2026-09-09,3333590.0000,american-resource-utility,84602023.0000,3616566.0000,CONDITIONAL_FORECAST,-41667.0000,-283250.0000,26874461.0000,8,407621.0000,2700193.0000,0.0000,958314.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4024187.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
266866296.7761,2026-09-09T00:00:00Z,2026-09-09,-6847026.1074,corporate,233539186.0093,3248377.8560,CONDITIONAL_FORECAST,-100000.0000,0.0000,33327110.7668,8,-3165044.5227,-3611609.4451,0.0000,-3135416.6623,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-320691381.6664,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-319982436.0000,-254362.1547,CONDITIONAL_FORECAST,0.0000,0.0000,-708945.6664,8,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-254362.1547,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
29573875.0147,2026-09-09T00:00:00Z,2026-09-09,25787155.0147,foundry-field,12677475.0147,2112013.3280,CONDITIONAL_FORECAST,0.0000,0.0000,16896400.0000,9,2920986.6720,28457688.3427,0.0000,-2670533.3280,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,5033000.0000,base,foundry-field,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-2999500.0000,2026-09-09T00:00:00Z,2026-09-09,-3366500.0000,willow,-3283012.0000,334500.0000,CONDITIONAL_FORECAST,0.0000,0.0000,283512.0000,9,-334500.0000,-3039000.0000,0.0000,-327500.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
273913.6775,2026-09-09T00:00:00Z,2026-09-09,97513.6775,atlas-meridian,-1504898.3225,567443.3321,CONDITIONAL_FORECAST,0.0000,0.0000,1778812.0000,9,-327443.3321,118997.0096,0.0000,-21483.3321,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,240000.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-1175003.7197,2026-09-09T00:00:00Z,2026-09-09,-2515252.7894,project-cradle,-1516543.6837,189326.2226,CONDITIONAL_FORECAST,0.0000,0.0000,341539.9640,9,-188027.3426,-2377800.1248,0.0000,-137452.6646,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,1298.8800,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
5170624.9904,2026-09-09T00:00:00Z,2026-09-09,3259481.9904,advisory,2714960.9904,450449.3344,CONDITIONAL_FORECAST,0.0000,0.0000,2455664.0000,9,1007550.6656,2616455.3248,0.0000,643026.6656,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,1458000.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
140506232.0000,2026-09-09T00:00:00Z,2026-09-09,2359367.0000,pale-sun,119549331.0003,3905166.1548,CONDITIONAL_FORECAST,0.0000,-593333.0000,20956900.9997,9,40765.6667,2232916.0000,0.0000,719784.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3945931.8215,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
111197752.0000,2026-09-09T00:00:00Z,2026-09-09,3114441.0000,american-resource-utility,85010630.0000,3612504.0000,CONDITIONAL_FORECAST,-41666.0000,-283250.0000,26187122.0000,9,408607.0000,3333590.0000,0.0000,105767.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4021111.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
263601793.9201,2026-09-09T00:00:00Z,2026-09-09,-9631901.1030,corporate,230374683.1533,3247836.1893,CONDITIONAL_FORECAST,-100000.0000,0.0000,33227110.7668,9,-3164502.8560,-6847026.1074,0.0000,-2684874.9956,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-320321644.9997,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-319982436.0000,-251292.1548,CONDITIONAL_FORECAST,0.0000,0.0000,-339208.9997,9,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-251292.1548,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
29067938.3534,2026-09-09T00:00:00Z,2026-09-09,27778338.3534,foundry-field,15862738.3534,1827736.6613,CONDITIONAL_FORECAST,0.0000,0.0000,13205200.0000,10,3185263.3387,25787155.0147,0.0000,1991183.3387,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,5013000.0000,base,foundry-field,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-3330000.0000,2026-09-09T00:00:00Z,2026-09-09,-3694000.0000,willow,-3604512.0000,321500.0000,CONDITIONAL_FORECAST,0.0000,0.0000,274512.0000,10,-321500.0000,-3366500.0000,0.0000,-327500.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-51879.6546,2026-09-09T00:00:00Z,2026-09-09,-297369.6546,atlas-meridian,-1810741.6546,569343.3321,CONDITIONAL_FORECAST,0.0000,0.0000,1758862.0000,10,-305843.3321,97513.6775,0.0000,-394883.3321,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,263500.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-1335723.7748,2026-09-09T00:00:00Z,2026-09-09,-2758902.6407,project-cradle,-1681243.5388,265759.0551,CONDITIONAL_FORECAST,0.0000,0.0000,345519.7640,10,-164699.8551,-2515252.7894,0.0000,-243649.8513,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,101059.2000,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
5917103.6560,2026-09-09T00:00:00Z,2026-09-09,4297608.6560,advisory,3171357.6560,437603.3344,CONDITIONAL_FORECAST,0.0000,0.0000,2745746.0000,10,456396.6656,3259481.9904,0.0000,1038126.6656,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,894000.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
140680157.0000,2026-09-09T00:00:00Z,2026-09-09,2477189.0000,pale-sun,119575928.6670,3919334.1547,CONDITIONAL_FORECAST,0.0000,-593333.0000,21104228.3330,10,26597.6667,2359367.0000,0.0000,711155.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3945931.8214,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
111394502.0000,2026-09-09T00:00:00Z,2026-09-09,3363744.0000,american-resource-utility,85416943.0000,3620306.0000,CONDITIONAL_FORECAST,-416666.0000,-283250.0000,25977559.0000,10,406313.0000,3114441.0000,0.0000,949219.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,4026619.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
260337832.7308,2026-09-09T00:00:00Z,2026-09-09,-12866234.4319,corporate,227210721.9640,3247294.5226,CONDITIONAL_FORECAST,-100000.0000,0.0000,33127110.7668,10,-3163961.1893,-9631901.1030,0.0000,-3134333.3289,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-320410486.3330,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-319982436.0000,-256800.1547,CONDITIONAL_FORECAST,0.0000,0.0000,-428050.3330,10,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-256800.1547,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
28511721.6921,2026-09-09T00:00:00Z,2026-09-09,27049721.6921,foundry-field,18932121.6921,2058616.6613,CONDITIONAL_FORECAST,0.0000,0.0000,9579600.0000,11,3069383.3387,27778338.3534,0.0000,-728616.6613,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,5128000.0000,base,foundry-field,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-3651500.0000,2026-09-09T00:00:00Z,2026-09-09,-4012500.0000,willow,-3900012.0000,295500.0000,CONDITIONAL_FORECAST,0.0000,0.0000,248512.0000,11,-295500.0000,-3694000.0000,0.0000,-318500.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-320802.9867,2026-09-09T00:00:00Z,2026-09-09,-614802.9867,atlas-meridian,-2092964.9867,570723.3321,CONDITIONAL_FORECAST,0.0000,0.0000,1772162.0000,11,-282223.3321,-297369.6546,0.0000,-317433.3321,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,288500.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-1480212.4706,2026-09-09T00:00:00Z,2026-09-09,-2886819.9080,project-cradle,-1845684.2986,265499.9598,CONDITIONAL_FORECAST,0.0000,0.0000,365471.8280,11,-164440.7598,-2758902.6407,0.0000,-127917.2673,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,101059.2000,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
6285132.3216,2026-09-09T00:00:00Z,2026-09-09,5037253.3216,advisory,3974668.3216,435089.3344,CONDITIONAL_FORECAST,0.0000,0.0000,2310464.0000,11,803310.6656,4297608.6560,0.0000,739644.6656,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,1238400.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
140773739.0000,2026-09-09T00:00:00Z,2026-09-09,2666653.0000,pale-sun,119545268.3337,3552460.1547,CONDITIONAL_FORECAST,0.0000,-593333.0000,21228470.6663,11,-30660.3333,2477189.0000,0.0000,782797.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3521799.8214,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
111546081.0000,2026-09-09T00:00:00Z,2026-09-09,4002971.0000,american-resource-utility,85574648.0000,3440897.0000,CONDITIONAL_FORECAST,-41666.0000,-283250.0000,25971433.0000,11,157705.0000,3363744.0000,0.0000,964143.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3598602.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
257074413.2081,2026-09-09T00:00:00Z,2026-09-09,-16100026.0942,corporate,224047302.4413,3246752.8560,CONDITIONAL_FORECAST,-100000.0000,0.0000,33027110.7668,11,-3163419.5227,-12866234.4319,0.0000,-3133791.6623,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-320488311.6663,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-319982436.0000,-251292.1547,CONDITIONAL_FORECAST,0.0000,0.0000,-505875.6663,11,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-251292.1547,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
28133105.0308,2026-09-09T00:00:00Z,2026-09-09,26498705.0308,foundry-field,22128505.0308,2061616.6613,CONDITIONAL_FORECAST,0.0000,0.0000,6004600.0000,12,3196383.3387,27049721.6921,0.0000,-551016.6613,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,5258000.0000,base,foundry-field,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-3947000.0000,2026-09-09T00:00:00Z,2026-09-09,-4305000.0000,willow,-4195512.0000,295500.0000,CONDITIONAL_FORECAST,0.0000,0.0000,248512.0000,12,-295500.0000,-4012500.0000,0.0000,-292500.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,willow,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-708136.3188,2026-09-09T00:00:00Z,2026-09-09,-884536.3188,atlas-meridian,-2349448.3188,559983.3321,CONDITIONAL_FORECAST,0.0000,0.0000,1641312.0000,12,-256483.3321,-614802.9867,0.0000,-269733.3321,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,303500.0000,base,atlas-meridian,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-1644653.2304,2026-09-09T00:00:00Z,2026-09-09,-3034689.2393,project-cradle,-2010125.0584,265499.9598,CONDITIONAL_FORECAST,0.0000,0.0000,365471.8280,12,-164440.7598,-2886819.9080,0.0000,-147869.3313,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,101059.2000,base,project-cradle,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
6586090.9872,2026-09-09T00:00:00Z,2026-09-09,5398579.9872,advisory,4677626.9872,441441.3344,CONDITIONAL_FORECAST,0.0000,0.0000,1908464.0000,12,702958.6656,5037253.3216,0.0000,361326.6656,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,1144400.0000,base,advisory,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
140589940.0000,2026-09-09T00:00:00Z,2026-09-09,2314804.0000,pale-sun,119507382.0004,3559686.1547,CONDITIONAL_FORECAST,0.0000,-593333.0000,21082557.9996,12,-37886.3333,2666653.0000,0.0000,241484.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3521799.8214,base,pale-sun,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
111396318.0000,2026-09-09T00:00:00Z,2026-09-09,4124851.0000,american-resource-utility,85728726.0000,3445340.0000,CONDITIONAL_FORECAST,-41666.0000,-283250.0000,25667592.0000,12,154078.0000,4002971.0000,0.0000,446796.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3599418.0000,base,american-resource-utility,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
253799868.6854,2026-09-09T00:00:00Z,2026-09-09,-19194942.7565,corporate,220872382.9186,3258252.8560,CONDITIONAL_FORECAST,-100000.0000,0.0000,32927485.7668,12,-3174919.5227,-16100026.0942,0.0000,-2994916.6623,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,83333.3333,base,corporate,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
-320422460.9996,2026-09-09T00:00:00Z,2026-09-09,0.0000,eliminations,-319982436.0000,-252108.1547,CONDITIONAL_FORECAST,0.0000,0.0000,-440024.9996,12,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-252108.1547,base,eliminations,OPERATING_SEGMENT_SIGNED_NET_REPORTING_CLEARING,2027
