assets_usd,available_at,created_on,ending_cash_usd,entity,equity_usd,expense_usd,fact_state,financing_cash_flow_usd,investing_cash_flow_usd,liabilities_usd,month,net_income_usd,opening_cash_usd,opening_or_noncash_cash_bridge_usd,operating_cash_flow_usd,period_role,record_origin,revenue_usd,scenario,year
117125772.0000,2026-09-09T00:00:00Z,2026-09-09,0.0000,SHIH,117125772.0000,0.0000,CONDITIONAL_FORECAST,0.0000,0.0000,0.0000,11,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,2027
61120892.0000,2026-09-09T00:00:00Z,2026-09-09,0.0000,PS,60754225.3337,162083.1547,CONDITIONAL_FORECAST,0.0000,0.0000,366666.6663,11,-33333.3333,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,128749.8214,base,2027
79652847.0000,2026-09-09T00:00:00Z,2026-09-09,2666653.0000,RWH,58791043.0000,3390377.0000,CONDITIONAL_FORECAST,0.0000,-593333.0000,20861804.0000,11,2673.0000,2477189.0000,0.0000,782797.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3393050.0000,base,2027
84775566.0000,2026-09-09T00:00:00Z,2026-09-09,2667080.0000,ARU,62206868.0000,2076899.0000,CONDITIONAL_FORECAST,-106000.0000,-127462.0000,22568698.0000,11,187836.0000,2219621.0000,0.0000,680921.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2264735.0000,base,2027
38008999.0000,2026-09-09T00:00:00Z,2026-09-09,1335891.0000,BST,23367780.0000,1363998.0000,CONDITIONAL_FORECAST,64334.0000,-155788.0000,14641219.0000,11,-30131.0000,1144123.0000,0.0000,283222.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,1333867.0000,base,2027
-320488311.6663,2026-09-09T00:00:00Z,2026-09-09,0.0000,ELIM,-319982436.0000,-251292.1547,CONDITIONAL_FORECAST,0.0000,0.0000,-505875.6663,11,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-251292.1547,base,2027
218250260.0982,2026-09-09T00:00:00Z,2026-09-09,15142450.0248,CONSOLIDATED,124252911.5034,13614247.1436,CONDITIONAL_FORECAST,-141666.0000,-876583.0000,93997348.5948,11,94155.0564,18300373.2822,0.0000,-2139674.2574,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,13708402.2000,base,2027
165093503.1542,2026-09-09T00:00:00Z,2026-09-09,4478116.7034,SHI,121997657.5594,6882294.1436,CONDITIONAL_FORECAST,-100000.0000,0.0000,43095845.5948,12,7998.3897,8472826.0248,0.0000,-3894709.3214,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,6890292.5333,base,2027
117125772.0000,2026-09-09T00:00:00Z,2026-09-09,0.0000,SHIH,117125772.0000,0.0000,CONDITIONAL_FORECAST,0.0000,0.0000,0.0000,12,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,base,2027
61120892.0000,2026-09-09T00:00:00Z,2026-09-09,0.0000,PS,60720892.0004,162083.1547,CONDITIONAL_FORECAST,0.0000,0.0000,399999.9996,12,-33333.3333,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,128749.8214,base,2027
79469048.0000,2026-09-09T00:00:00Z,2026-09-09,2314804.0000,RWH,58786490.0000,3397603.0000,CONDITIONAL_FORECAST,0.0000,-593333.0000,20682558.0000,12,-4553.0000,2666653.0000,0.0000,241484.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,3393050.0000,base,2027
84681814.0000,2026-09-09T00:00:00Z,2026-09-09,2707396.0000,ARU,62391956.0000,2080055.0000,CONDITIONAL_FORECAST,-40738.0000,-127463.0000,22289858.0000,12,185088.0000,2667080.0000,0.0000,208517.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2265143.0000,base,2027
37977060.0000,2026-09-09T00:00:00Z,2026-09-09,1417455.0000,BST,23336770.0000,1365285.0000,CONDITIONAL_FORECAST,-928.0000,-155787.0000,14640290.0000,12,-31010.0000,1335891.0000,0.0000,238279.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,1334275.0000,base,2027
-320422460.9996,2026-09-09T00:00:00Z,2026-09-09,0.0000,ELIM,-319982436.0000,-252108.1547,CONDITIONAL_FORECAST,0.0000,0.0000,-440024.9996,12,0.0000,0.0000,0.0000,0.0000,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,-252108.1547,base,2027
213783072.1546,2026-09-09T00:00:00Z,2026-09-09,10917771.7034,CONSOLIDATED,124377101.5598,13635212.1436,CONDITIONAL_FORECAST,-141666.0000,-876583.0000,89405970.5948,12,124190.0564,15142450.0248,0.0000,-3206429.3214,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,13759402.2000,base,2027
