account,account_type,available_at,created_on,fact_state,month,period_role,record_origin,scenario,signed_usd,unit,view_type,year
SHARED_EXP,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,150000.0000,american-resource-utility,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
1000,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,9335473.8706,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
3000,equity,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-246508271.2574,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
3100,equity,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,28110950.4001,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-113000.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_PAYROLL,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,8504999.9868,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_SUPPORT,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,339000.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
CORE_ACCUM,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-338883.5811,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
CORE_DDA,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,338883.5811,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
CORE_INTEREST,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,572000.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
INV_ARU,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,56004880.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
INV_PS,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,60282198.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
INV_SHIH,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,117187078.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_1100,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-689938.5000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_1500,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,9497024.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_1590,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-8283.7333,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_1600,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,30000000.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_2000,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,497024.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_2100,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,791531.9000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_2500,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-35000000.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_2510,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-2666.6668,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_3000,equity,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-38800000.0000,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
SHARED_AR,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,249999.9999,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
SHARED_REV,revenue,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-249999.9999,corporate,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
1150,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-42279.0000,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
2150,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,42279.0000,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
3000,equity,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,317466354.0000,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
4100,revenue,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,502254.4643,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
5150,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-502254.4643,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
INV_ARU,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-56004880.0000,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
INV_BST,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-23710000.0000,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
INV_PS,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-60282198.0000,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
INV_RWH,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-60282198.0000,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
INV_SHIH,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-117187078.0000,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
SHARED_AP,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,249999.9999,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
SHARED_AR,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-249999.9999,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
SHARED_EXP,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-249999.9999,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
SHARED_REV,revenue,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,3,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,249999.9999,eliminations,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
1000,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,35356988.3213,foundry-field,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
3100,equity,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,10123078.3667,foundry-field,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_ALLOWANCE,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-1714500.0000,foundry-field,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-97200.0000,foundry-field,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_AR,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,2475000.0000,foundry-field,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_CREDIT_LOSS,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1714500.0000,foundry-field,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-37320000.0000,foundry-field,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,388800.0000,foundry-field,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_PAYROLL,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,7733333.3120,foundry-field,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-18660000.0000,foundry-field,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
1000,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-1715500.0000,willow,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
3100,equity,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,248512.0000,willow,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_ACCUM,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-18000.0000,willow,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-38500.0000,willow,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_DDA,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,18000.0000,willow,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_PAYROLL,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,1180000.0000,willow,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_PPE,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,420000.0000,willow,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_RESEARCH,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,154000.0000,willow,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_2100,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-248512.0000,willow,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
1000,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-129520.4952,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
3100,equity,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,18532.5000,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_ALLOWANCE,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-13200.0000,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-27900.0000,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_AR,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,660000.0000,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_CREDIT_LOSS,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,13200.0000,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-1290000.0000,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,29200.0000,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_PAYROLL,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,2099999.9952,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_RESEARCH,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,34200.0000,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-1146000.0000,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_2100,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-248512.0000,atlas-meridian,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
1000,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-1615201.6264,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
3100,equity,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,64528.4000,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_ACCUM,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-31476.1903,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_ALLOWANCE,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-2006.2944,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-31059.8000,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_AR,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,100314.7200,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_COGS,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,119490.0003,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_CREDIT_LOSS,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,2006.2944,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_DDA,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,31476.1903,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,11939.4000,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_HOST_AP,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-39904.1280,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_HOST_SHARE,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,59856.1920,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_INVENTORY,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,39830.0001,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_PAYROLL,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,625000.0020,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_PPE,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,970000.0000,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_PROCESSING,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,60125.0000,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-300389.7600,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_1100,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,229979.5000,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
LEG_2100,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-294507.9000,project-cradle,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
1000,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,405876.6624,advisory,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
3100,equity,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,37065.0000,advisory,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_ALLOWANCE,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-19920.0000,advisory,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-6720.0000,advisory,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_AR,asset,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,996000.0000,advisory,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_CREDIT_LOSS,expense,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,19920.0000,advisory,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,2026-09-09,CONDITIONAL_FORECAST,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,-1992000.0000,advisory,OPERATING_SEGMENT_WITH_EXPLICIT_REPORTING_CLEARING,2027
