account,account_type,available_at,cash_flow,created_on,credit_usd,debit_usd,description,effective_period_end,entity,fact_state,journal_id,line_no,month,period_role,record_origin,scenario,segment,signed_usd,source_id,source_type,unit,year
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3600.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001101,3160,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3600.0000,base-04-COST-HOSTING-FF-007,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3600.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001101,3161,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3600.0000,base-04-COST-HOSTING-FF-007,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,145000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001102,3162,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,145000.0000,base-04-SUBSCRIPTION_SERVICE-FF-008,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,145000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001102,3163,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-145000.0000,base-04-SUBSCRIPTION_SERVICE-FF-008,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,1800.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001103,3164,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,1800.0000,base-04-COST-HOSTING-FF-008,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,1800.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001103,3165,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-1800.0000,base-04-COST-HOSTING-FF-008,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,160000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001104,3166,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,160000.0000,base-04-SUBSCRIPTION_SERVICE-FF-009,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,160000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001104,3167,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-160000.0000,base-04-SUBSCRIPTION_SERVICE-FF-009,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,2400.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001105,3168,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,2400.0000,base-04-COST-HOSTING-FF-009,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,2400.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001105,3169,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-2400.0000,base-04-COST-HOSTING-FF-009,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,100000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001106,3170,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,100000.0000,base-04-SUBSCRIPTION_SERVICE-FF-010,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,100000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001106,3171,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-100000.0000,base-04-SUBSCRIPTION_SERVICE-FF-010,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3000.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001107,3172,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3000.0000,base-04-COST-HOSTING-FF-010,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3000.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001107,3173,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3000.0000,base-04-COST-HOSTING-FF-010,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,115000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001108,3174,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,115000.0000,base-04-SUBSCRIPTION_SERVICE-FF-011,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,115000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001108,3175,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-115000.0000,base-04-SUBSCRIPTION_SERVICE-FF-011,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3600.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001109,3176,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3600.0000,base-04-COST-HOSTING-FF-011,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3600.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001109,3177,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3600.0000,base-04-COST-HOSTING-FF-011,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,130000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001110,3178,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,130000.0000,base-04-SUBSCRIPTION_SERVICE-FF-012,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,130000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001110,3179,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-130000.0000,base-04-SUBSCRIPTION_SERVICE-FF-012,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,1800.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001111,3180,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,1800.0000,base-04-COST-HOSTING-FF-012,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,1800.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001111,3181,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-1800.0000,base-04-COST-HOSTING-FF-012,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,145000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001112,3182,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,145000.0000,base-04-SUBSCRIPTION_SERVICE-FF-013,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,145000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001112,3183,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-145000.0000,base-04-SUBSCRIPTION_SERVICE-FF-013,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,2400.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001113,3184,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,2400.0000,base-04-COST-HOSTING-FF-013,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,2400.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001113,3185,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-2400.0000,base-04-COST-HOSTING-FF-013,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,160000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001114,3186,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,160000.0000,base-04-SUBSCRIPTION_SERVICE-FF-014,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,160000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001114,3187,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-160000.0000,base-04-SUBSCRIPTION_SERVICE-FF-014,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3000.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001115,3188,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3000.0000,base-04-COST-HOSTING-FF-014,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3000.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001115,3189,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3000.0000,base-04-COST-HOSTING-FF-014,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,100000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001116,3190,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,100000.0000,base-04-SUBSCRIPTION_SERVICE-FF-015,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,100000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001116,3191,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-100000.0000,base-04-SUBSCRIPTION_SERVICE-FF-015,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3600.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001117,3192,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3600.0000,base-04-COST-HOSTING-FF-015,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3600.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001117,3193,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3600.0000,base-04-COST-HOSTING-FF-015,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,115000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001118,3194,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,115000.0000,base-04-SUBSCRIPTION_SERVICE-FF-016,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,115000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001118,3195,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-115000.0000,base-04-SUBSCRIPTION_SERVICE-FF-016,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,1800.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001119,3196,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,1800.0000,base-04-COST-HOSTING-FF-016,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,1800.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001119,3197,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-1800.0000,base-04-COST-HOSTING-FF-016,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,130000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001120,3198,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,130000.0000,base-04-SUBSCRIPTION_SERVICE-FF-017,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,130000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001120,3199,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-130000.0000,base-04-SUBSCRIPTION_SERVICE-FF-017,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,2400.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001121,3200,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,2400.0000,base-04-COST-HOSTING-FF-017,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,2400.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001121,3201,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-2400.0000,base-04-COST-HOSTING-FF-017,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,145000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001122,3202,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,145000.0000,base-04-SUBSCRIPTION_SERVICE-FF-018,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,145000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001122,3203,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-145000.0000,base-04-SUBSCRIPTION_SERVICE-FF-018,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3000.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001123,3204,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3000.0000,base-04-COST-HOSTING-FF-018,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3000.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001123,3205,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3000.0000,base-04-COST-HOSTING-FF-018,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,160000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001124,3206,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,160000.0000,base-04-SUBSCRIPTION_SERVICE-FF-019,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,160000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001124,3207,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-160000.0000,base-04-SUBSCRIPTION_SERVICE-FF-019,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3600.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001125,3208,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3600.0000,base-04-COST-HOSTING-FF-019,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,3600.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001125,3209,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-3600.0000,base-04-COST-HOSTING-FF-019,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,100000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001126,3210,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,100000.0000,base-04-SUBSCRIPTION_SERVICE-FF-020,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,100000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001126,3211,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-100000.0000,base-04-SUBSCRIPTION_SERVICE-FF-020,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,1800.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001127,3212,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,1800.0000,base-04-COST-HOSTING-FF-020,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,1800.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001127,3213,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-1800.0000,base-04-COST-HOSTING-FF-020,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,115000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001128,3214,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,115000.0000,base-04-SUBSCRIPTION_SERVICE-FF-021,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,115000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001128,3215,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-115000.0000,base-04-SUBSCRIPTION_SERVICE-FF-021,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,2400.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001129,3216,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,2400.0000,base-04-COST-HOSTING-FF-021,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_AP,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,2400.0000,0.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001129,3217,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-2400.0000,base-04-COST-HOSTING-FF-021,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DEFERRED,liability,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,130000.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001130,3218,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,130000.0000,base-04-SUBSCRIPTION_SERVICE-FF-022,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_REVENUE,revenue,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,130000.0000,0.0000,Monthly service under effective contract version,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001130,3219,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,-130000.0000,base-04-SUBSCRIPTION_SERVICE-FF-022,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
BIZ_DELIVERY,expense,2026-09-09T00:00:00Z,NONCASH_OR_OPENING,2026-09-09,0.0000,3000.0000,Source-driven vendor cost,2027-04-30,SHI,CONDITIONAL_FORECAST,ENT-base-0001131,3220,4,MANAGEMENT_FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,base,FOUNDRY_FIELD,3000.0000,base-04-COST-HOSTING-FF-022,BUSINESS_DRIVEN_FORECAST,foundry-field,2027
