object_id,canonical_name,object_type,entity_id,place,granularity,census_status,canon_status,fictionality,source_id,source_path,source_commit,source_locator,exact_source_wording,relevant_date,date_precision,conflict_id,next_action,notes,decision_id
SH-IND-FAC-TAY-WAREHOUSE,Taylor warehouse,FACILITY,SH-ENT-008,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/facilities/3,"{""acreage"": 18, ""annual_external_ton_capacity"": 0, ""assigned_fte"": 8, ""car_spots"": 8, ""case_status"": ""SYNTHETIC_OPERATING"", ""condition"": ""serviceable with identified maintenance backlog"", ""environmental_controls"": ""segregated drainage, spillkits, stormwater inspection, protected storage and recorded custody"", ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""footprint_aspect_ratio"": 1, ""footprint_basis"": ""Rectangular site envelope derived from stated acreage and declared aspect ratio; not a cadastral boundary or surveyed property."", ""id"": ""FAC-TAY-WAREHOUSE"", ""lon_lat"": [-108.105, 42.125], ""name"": ""Taylor warehouse"", ""opened"": ""1974-06-03"", ""operating_hours"": ""Mon–Fri06:00–22:00 plus contracted exception service"", ""owner"": ""American Resource Utility, Inc."", ""pallet_slots"": 11000, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""services"": ""210000sf reserved palletcapacity; three handling shifts; rail/truck interface"", ""track_count"": 1}",1974-06-03,DAY,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-FAC-TAY-TRUCK,Taylor trucking depot,FACILITY,SH-ENT-008,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/facilities/4,"{""acreage"": 8, ""annual_external_ton_capacity"": 0, ""assigned_fte"": 20, ""car_spots"": 0, ""case_status"": ""SYNTHETIC_OPERATING"", ""condition"": ""serviceable with identified maintenance backlog"", ""environmental_controls"": ""segregated drainage, spillkits, stormwater inspection, protected storage and recorded custody"", ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""footprint_aspect_ratio"": 1, ""footprint_basis"": ""Rectangular site envelope derived from stated acreage and declared aspect ratio; not a cadastral boundary or surveyed property."", ""id"": ""FAC-TAY-TRUCK"", ""lon_lat"": [-108.093, 42.12], ""name"": ""Taylor trucking depot"", ""opened"": ""1989-10-02"", ""operating_hours"": ""Mon–Fri06:00–22:00 plus contracted exception service"", ""owner"": ""American Resource Utility, Inc."", ""pallet_slots"": 0, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""services"": ""tractor/trailer parking, inspection bays and dispatch"", ""track_count"": 0}",1989-10-02,DAY,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-FAC-EAST-MATERIALS,East Materials team track,FACILITY,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/facilities/5,"{""acreage"": 9, ""annual_external_ton_capacity"": 0, ""assigned_fte"": 3, ""car_spots"": 20, ""case_status"": ""SYNTHETIC_OPERATING"", ""condition"": ""serviceable with identified maintenance backlog"", ""environmental_controls"": ""segregated drainage, spillkits, stormwater inspection, protected storage and recorded custody"", ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""footprint_aspect_ratio"": 3, ""footprint_basis"": ""Rectangular site envelope derived from stated acreage and declared aspect ratio; not a cadastral boundary or surveyed property."", ""id"": ""FAC-EAST-MATERIALS"", ""lon_lat"": [-108.01259365641332, 41.90370776148441], ""name"": ""East Materials team track"", ""opened"": ""1972-05-08"", ""operating_hours"": ""five-day service; dispatch/oncall exceptions; mine continuous receiving by appointment"", ""owner"": ""Blood, Sweat & Tears Railway Company"", ""pallet_slots"": 0, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""services"": ""pipe, scrap, aggregates; customer sidings operate by appointment"", ""track_count"": 2}",1972-05-08,DAY,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-FAC-MINERAL-TEAM,Mineral Transfer team track,FACILITY,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/facilities/6,"{""acreage"": 11, ""annual_external_ton_capacity"": 0, ""assigned_fte"": 3, ""car_spots"": 18, ""case_status"": ""SYNTHETIC_OPERATING"", ""condition"": ""serviceable with identified maintenance backlog"", ""environmental_controls"": ""segregated drainage, spillkits, stormwater inspection, protected storage and recorded custody"", ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""footprint_aspect_ratio"": 3, ""footprint_basis"": ""Rectangular site envelope derived from stated acreage and declared aspect ratio; not a cadastral boundary or surveyed property."", ""id"": ""FAC-MINERAL-TEAM"", ""lon_lat"": [-108.07098660485325, 42.03495699312325], ""name"": ""Mineral Transfer team track"", ""opened"": ""1986-09-19"", ""operating_hours"": ""five-day service; dispatch/oncall exceptions; mine continuous receiving by appointment"", ""owner"": ""Blood, Sweat & Tears Railway Company"", ""pallet_slots"": 0, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""services"": ""inbound and outbound minerals transfer; sodaash is customer throughput, not a claim of a local trona mine"", ""track_count"": 2}",1986-09-19,DAY,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-FAC-RAW-TERMINAL,Rawlins satellite terminal,FACILITY,SH-ENT-008,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/facilities/7,"{""acreage"": 22, ""annual_external_ton_capacity"": 90000, ""assigned_fte"": 8, ""car_spots"": 0, ""case_status"": ""SYNTHETIC_OPERATING"", ""condition"": ""serviceable with identified maintenance backlog"", ""environmental_controls"": ""segregated drainage, spillkits, stormwater inspection, protected storage and recorded custody"", ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""footprint_aspect_ratio"": 1, ""footprint_basis"": ""Rectangular site envelope derived from stated acreage and declared aspect ratio; not a cadastral boundary or surveyed property."", ""id"": ""FAC-RAW-TERMINAL"", ""lon_lat"": [-107.233, 41.786], ""name"": ""Rawlins satellite terminal"", ""opened"": ""1978-09-12"", ""operating_hours"": ""Mon–Fri06:00–22:00 plus contracted exception service"", ""owner"": ""American Resource Utility, Inc."", ""pallet_slots"": 0, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""services"": ""off-BS&T truck-served terminal; external railcar material arrives through qualified third-party transload"", ""track_count"": 0}",1978-09-12,DAY,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-FAC-RAW-WAREHOUSE,Rawlins warehouse,FACILITY,SH-ENT-008,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/facilities/8,"{""acreage"": 7, ""annual_external_ton_capacity"": 0, ""assigned_fte"": 4, ""car_spots"": 0, ""case_status"": ""SYNTHETIC_OPERATING"", ""condition"": ""serviceable with identified maintenance backlog"", ""environmental_controls"": ""segregated drainage, spillkits, stormwater inspection, protected storage and recorded custody"", ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""footprint_aspect_ratio"": 1, ""footprint_basis"": ""Rectangular site envelope derived from stated acreage and declared aspect ratio; not a cadastral boundary or surveyed property."", ""id"": ""FAC-RAW-WAREHOUSE"", ""lon_lat"": [-107.228, 41.789], ""name"": ""Rawlins warehouse"", ""opened"": ""1980-04-07"", ""operating_hours"": ""Mon–Fri06:00–22:00 plus contracted exception service"", ""owner"": ""American Resource Utility, Inc."", ""pallet_slots"": 4000, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""services"": ""75000sf satellite contract storage and orderpick"", ""track_count"": 0}",1980-04-07,DAY,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-FAC-RAW-TRUCK,Rawlins trucking satellite,FACILITY,SH-ENT-008,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/facilities/9,"{""acreage"": 4, ""annual_external_ton_capacity"": 0, ""assigned_fte"": 4, ""car_spots"": 0, ""case_status"": ""SYNTHETIC_OPERATING"", ""condition"": ""serviceable with identified maintenance backlog"", ""environmental_controls"": ""segregated drainage, spillkits, stormwater inspection, protected storage and recorded custody"", ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""footprint_aspect_ratio"": 1, ""footprint_basis"": ""Rectangular site envelope derived from stated acreage and declared aspect ratio; not a cadastral boundary or surveyed property."", ""id"": ""FAC-RAW-TRUCK"", ""lon_lat"": [-107.234, 41.782], ""name"": ""Rawlins trucking satellite"", ""opened"": ""1989-10-02"", ""operating_hours"": ""Mon–Fri06:00–22:00 plus contracted exception service"", ""owner"": ""American Resource Utility, Inc."", ""pallet_slots"": 0, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""services"": ""external heavyhaul staging"", ""track_count"": 0}",1989-10-02,DAY,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-FAC-ARU-OFFICE,Taylor ARU office,FACILITY,SH-ENT-008,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/facilities/10,"{""acreage"": 2, ""annual_external_ton_capacity"": 0, ""assigned_fte"": 10, ""car_spots"": 0, ""case_status"": ""SYNTHETIC_OPERATING"", ""condition"": ""serviceable with identified maintenance backlog"", ""environmental_controls"": ""segregated drainage, spillkits, stormwater inspection, protected storage and recorded custody"", ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""footprint_aspect_ratio"": 1, ""footprint_basis"": ""Rectangular site envelope derived from stated acreage and declared aspect ratio; not a cadastral boundary or surveyed property."", ""id"": ""FAC-ARU-OFFICE"", ""lon_lat"": [-108.0975, 42.124], ""name"": ""Taylor ARU office"", ""opened"": ""1991-01-02"", ""operating_hours"": ""Mon–Fri06:00–22:00 plus contracted exception service"", ""owner"": ""American Resource Utility, Inc."", ""pallet_slots"": 0, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""services"": ""corporate shared services and customerdesk"", ""track_count"": 0}",1991-01-02,DAY,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-FAC-RW-RECEIVING,Red Wash receiving and reagent storage,FACILITY,SH-ENT-007,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/facilities/11,"{""acreage"": 14, ""annual_external_ton_capacity"": 0, ""assigned_fte"": 6, ""car_spots"": 0, ""case_status"": ""SYNTHETIC_IN_SERVICE_2026_07_07"", ""condition"": ""serviceable with identified maintenance backlog"", ""environmental_controls"": ""segregated drainage, spillkits, stormwater inspection, protected storage and recorded custody"", ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""footprint_aspect_ratio"": 1, ""footprint_basis"": ""Rectangular site envelope derived from stated acreage and declared aspect ratio; not a cadastral boundary or surveyed property."", ""id"": ""FAC-RW-RECEIVING"", ""lon_lat"": [-108.18, 42.22], ""name"": ""Red Wash receiving and reagent storage"", ""opened"": ""2026-07-07"", ""operating_hours"": ""five-day service; dispatch/oncall exceptions; mine continuous receiving by appointment"", ""owner"": ""Red Wash Mining, LLC"", ""pallet_slots"": 0, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""services"": ""truck only; receiving, acid/binderstorage, scales, MRO and steel; workers are within128siteFTE"", ""track_count"": 0}",2026-07-07,DAY,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-BR-01,BR-01 rail_bridge,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/0,"{""catchup_usd"": 120000, ""condition"": ""fair; drainage/deck repairs, no replacement crisis"", ""constructed"": 1958, ""design_allowance_gross_railcar_lb"": 286000, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""BR-01"", ""inspection_date"": ""2025-10-21"", ""kind"": ""rail_bridge"", ""lon_lat"": [-108.01201424817681, 41.73381486747628], ""material"": ""steel girder on concrete abutments"", ""milepost"": 5.2, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""rating_state"": ""SYNTHETIC_RATING_ASSUMPTION; not a professional load rating"", ""restriction"": ""track class speed subject to inspection"", ""route_id"": ""BST-MAIN"", ""span_m"": 24, ""waterway"": ""ephemeral draw A""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-BR-02,BR-02 rail_bridge,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/1,"{""catchup_usd"": 180000, ""condition"": ""fair; drainage/deck repairs, no replacement crisis"", ""constructed"": 1970, ""design_allowance_gross_railcar_lb"": 286000, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""BR-02"", ""inspection_date"": ""2025-10-21"", ""kind"": ""rail_bridge"", ""lon_lat"": [-108.09628603873543, 41.90413195697425], ""material"": ""timber trestle with steel deck"", ""milepost"": 18.1, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""rating_state"": ""SYNTHETIC_RATING_ASSUMPTION; not a professional load rating"", ""restriction"": ""10mph at BR-02 until deck repair2026-05-15"", ""route_id"": ""BST-MAIN"", ""span_m"": 18, ""waterway"": ""ephemeral draw B""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-BR-03,BR-03 rail_bridge,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/2,"{""catchup_usd"": 130000, ""condition"": ""fair; drainage/deck repairs, no replacement crisis"", ""constructed"": 1981, ""design_allowance_gross_railcar_lb"": 286000, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""BR-03"", ""inspection_date"": ""2025-10-21"", ""kind"": ""rail_bridge"", ""lon_lat"": [-108.11771566813813, 42.05176207202351], ""material"": ""reinforced concrete slab"", ""milepost"": 28.4, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""rating_state"": ""SYNTHETIC_RATING_ASSUMPTION; not a professional load rating"", ""restriction"": ""track class speed subject to inspection"", ""route_id"": ""BST-MAIN"", ""span_m"": 16, ""waterway"": ""ephemeral draw C""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-BR-04,BR-04 rail_bridge,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/3,"{""catchup_usd"": 70000, ""condition"": ""fair; drainage/deck repairs, no replacement crisis"", ""constructed"": 1972, ""design_allowance_gross_railcar_lb"": 286000, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""BR-04"", ""inspection_date"": ""2025-10-21"", ""kind"": ""rail_bridge"", ""lon_lat"": [-108.02807654658882, 41.89072893104462], ""material"": ""reinforced concrete box"", ""milepost"": 2.8, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""rating_state"": ""SYNTHETIC_RATING_ASSUMPTION; not a professional load rating"", ""restriction"": ""track class speed subject to inspection"", ""route_id"": ""BST-EAST"", ""span_m"": 12, ""waterway"": ""East Materials drainage""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-CUL-01,CUL-01 culvert,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/4,"{""catchup_usd"": 35000, ""condition"": ""fair"", ""constructed"": 1969, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""CUL-01"", ""inspection_date"": ""2025-10-22"", ""kind"": ""culvert"", ""lon_lat"": [-107.99238423217578, 41.69301859380714], ""material"": ""corrugated steel"", ""milepost"": 1.89, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""restriction"": ""none beyond inspection restrictions"", ""route_id"": ""BST-MAIN"", ""span_m"": 1.2, ""waterway"": ""synthetic ephemeral drainage crossing; not an asserted named watercourse""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-CUL-02,CUL-02 culvert,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/5,"{""catchup_usd"": 35000, ""condition"": ""fair"", ""constructed"": 1970, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""CUL-02"", ""inspection_date"": ""2025-10-22"", ""kind"": ""culvert"", ""lon_lat"": [-108.01372199647919, 41.71418471585889], ""material"": ""reinforced concrete"", ""milepost"": 3.78, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""restriction"": ""none beyond inspection restrictions"", ""route_id"": ""BST-MAIN"", ""span_m"": 1.2, ""waterway"": ""synthetic ephemeral drainage crossing; not an asserted named watercourse""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-CUL-03,CUL-03 culvert,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/6,"{""catchup_usd"": 35000, ""condition"": ""fair"", ""constructed"": 1971, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""CUL-03"", ""inspection_date"": ""2025-10-22"", ""kind"": ""culvert"", ""lon_lat"": [-108.0130685289668, 41.74055665699319], ""material"": ""corrugated steel"", ""milepost"": 5.67, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""restriction"": ""none beyond inspection restrictions"", ""route_id"": ""BST-MAIN"", ""span_m"": 1.8, ""waterway"": ""synthetic ephemeral drainage crossing; not an asserted named watercourse""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-CUL-04,CUL-04 culvert,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/7,"{""catchup_usd"": 35000, ""condition"": ""serviceable with sediment/headwall deficiency"", ""constructed"": 1972, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""CUL-04"", ""inspection_date"": ""2025-10-22"", ""kind"": ""culvert"", ""lon_lat"": [-108.02322777076203, 41.76621535612026], ""material"": ""reinforced concrete"", ""milepost"": 7.56, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""restriction"": ""none beyond inspection restrictions"", ""route_id"": ""BST-MAIN"", ""span_m"": 1.2, ""waterway"": ""synthetic ephemeral drainage crossing; not an asserted named watercourse""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-CUL-05,CUL-05 culvert,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/8,"{""catchup_usd"": 35000, ""condition"": ""fair"", ""constructed"": 1973, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""CUL-05"", ""inspection_date"": ""2025-10-22"", ""kind"": ""culvert"", ""lon_lat"": [-108.03146183579017, 41.79232192218632], ""material"": ""corrugated steel"", ""milepost"": 9.45, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""restriction"": ""none beyond inspection restrictions"", ""route_id"": ""BST-MAIN"", ""span_m"": 1.2, ""waterway"": ""synthetic ephemeral drainage crossing; not an asserted named watercourse""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-CUL-06,CUL-06 culvert,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/9,"{""catchup_usd"": 35000, ""condition"": ""fair"", ""constructed"": 1974, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""CUL-06"", ""inspection_date"": ""2025-10-22"", ""kind"": ""culvert"", ""lon_lat"": [-108.0393601381131, 41.81839583789126], ""material"": ""reinforced concrete"", ""milepost"": 11.34, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""restriction"": ""none beyond inspection restrictions"", ""route_id"": ""BST-MAIN"", ""span_m"": 1.8, ""waterway"": ""synthetic ephemeral drainage crossing; not an asserted named watercourse""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
SH-IND-CUL-07,CUL-07 culvert,RAIL_STRUCTURE,SH-ENT-009,Wyoming,DERIVED_CASE_GEOMETRY,LOCKED_DERIVED_IMPLEMENTATION,ENGINEERED,FICTIONAL_IN_REAL_GEOGRAPHY,SRC-CURRENT-OPS,industrial/source/operations.json,d91a22c35c91b213204411421de88815f27d8e16,/structures/10,"{""catchup_usd"": 35000, ""condition"": ""fair"", ""constructed"": 1975, ""fact_state"": ""LOCKED_DERIVED_IMPLEMENTATION"", ""id"": ""CUL-07"", ""inspection_date"": ""2025-10-22"", ""kind"": ""culvert"", ""lon_lat"": [-108.05968644846595, 41.84050299486875], ""material"": ""corrugated steel"", ""milepost"": 13.229999999999999, ""provenance"": ""Synthetic case implementation derived from reconciled handoff and explicit user authority; no external party or surveyed certification claimed"", ""restriction"": ""none beyond inspection restrictions"", ""route_id"": ""BST-MAIN"", ""span_m"": 1.2, ""waterway"": ""synthetic ephemeral drainage crossing; not an asserted named watercourse""}",2026,YEAR_OR_RANGE,,Maintain industrial source identity; further precision requires supported source revision.,"Accepted synthetic case implementation; not survey, land title or regulatory qualification.",GEO-D018
