source_path,source_commit,bytes,file_sha256,extraction_method,extracted_text_units
assets/brand/logos/j2__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,2787,de17265dd599b1cd68a81f091c56c7409b44bfd8d12555af9c019046468f922c,TEXT_SCANNED,6
assets/brand/logos/pale-sun__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,12745,858ea411e4fb774a198b5e4ac814ea84356b4f8f41b81e0e00698630afe8203f,IMAGE_OCR_NOT_VISUAL_VERIFICATION,0
assets/brand/logos/pale-sun__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,784,2cd6714f67afe2780194ab6b824f12d79be097cbb474101e8b8dbd5f24de8381,TEXT_SCANNED,1
assets/brand/logos/pale-sun__one-color-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,30963,f5f322c16ac9e5948f149af2dbce7b2abbf758f5e9e192124815d28ed42fb8c4,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/pale-sun__one-color-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8310,230d4cf390c315de938b11f74c44ded814d467fa416364dadefdab7c7c733c36,TEXT_SCANNED,1
assets/brand/logos/pale-sun__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,31029,ca37f70a3816a24bb601796add77d55588e20f3cbbadb9c7b57df80db10cea87,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/pale-sun__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8306,34e6190ac1e59fd685acc4ac62896f2e58f5a89dff16ca0c43f28cd1538a7928,TEXT_SCANNED,1
assets/brand/logos/pale-sun__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,30871,2d9077e423ff3377dd97a8134c9f957ae312e30dd26538cbe067f7819f25f181,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/pale-sun__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8366,1c82009152cd5cc5106556777623cfe3894f7154d1d7857a28cf9f8d22089959,TEXT_SCANNED,1
assets/brand/logos/pale-sun__stacked.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,33379,66b31da70dc0b7470c557a92e7a8806f2b79577158674722dde223653068e1da,IMAGE_OCR_NOT_VISUAL_VERIFICATION,5
assets/brand/logos/pale-sun__stacked.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8275,985bd4e4834526cbb8f664c45e84f9fa1a776763918ea222e34d9c42925303bd,TEXT_SCANNED,1
assets/brand/logos/pale_sun__canonical.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,837461,eedcabfca73460e8ff5ad72864c9f669ba2375097b05daa2912f30c9ff35c025,IMAGE_OCR_NOT_VISUAL_VERIFICATION,7
assets/brand/logos/project-cradle__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,16328,5ede84c2fabb798c4c9a3701d2d0f5304dfe72f8877d2ee1843fe170a7da436e,IMAGE_OCR_NOT_VISUAL_VERIFICATION,1
assets/brand/logos/project-cradle__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,1008,be14671032266fe79183187fcf3e93358aa7ae142db79f680023faff54dcb5ce,TEXT_SCANNED,1
assets/brand/logos/project-cradle__one-color-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,42564,daf07bd1b465af69ba4ac9e437ba5636cef04eb64c2a77afc19ead8a34d5a373,IMAGE_OCR_NOT_VISUAL_VERIFICATION,5
assets/brand/logos/project-cradle__one-color-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9828,c487afe30a90d6e9d0dc16af5484dcc13e1bae89d2566abd6e19c0e6f2d4d98c,TEXT_SCANNED,1
assets/brand/logos/project-cradle__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,42616,7d2573b557f1caf4952e59d5c7d59db2da6c3280c418df6400cfac359af1c421,IMAGE_OCR_NOT_VISUAL_VERIFICATION,5
assets/brand/logos/project-cradle__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9824,cbfaae1624fd7d3884f408591ee1100604026e52b5aad5f3614bc9c71bd022dd,TEXT_SCANNED,1
assets/brand/logos/project-cradle__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,43165,f2b9543360866c921b2cf47ca6bcca5cab835e9198098fd28cb0d43ee7fcb460,IMAGE_OCR_NOT_VISUAL_VERIFICATION,5
assets/brand/logos/project-cradle__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9884,47219d356445401cf55e0b66010adc695074add78a17fba3c4168085553c6b42,TEXT_SCANNED,1
assets/brand/logos/project-cradle__stacked.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,43286,0f7918d102c4a84afdc7e6f1d07a8e7fe7fb4e100c63d9bd7a8981689bd1f8e5,IMAGE_OCR_NOT_VISUAL_VERIFICATION,5
assets/brand/logos/project-cradle__stacked.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9781,7493c5599ce9db12d60555dc3cb0ce28063b8d3bf5fc8e8648f08cf63c725bcc,TEXT_SCANNED,1
assets/brand/logos/red-wash-mine__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,12746,90c4d9d6aed102b4dc1e692e9398013a68f4f99759a9dcc525cca5eef36f0eb1,IMAGE_OCR_NOT_VISUAL_VERIFICATION,0
assets/brand/logos/red-wash-mine__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,794,7f036e36b93cf35b75ea9c80745a8f7b7a6992308f00519c6767ce0e8f882f8a,TEXT_SCANNED,1
assets/brand/logos/red-wash-mine__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,40529,0db0964d8cded5a4923b05599227466109d734fe3b10af81c151e419f01fc426,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/red-wash-mine__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8429,bf4568689f7e24b2af7a472e55220e0fbe9e709e455d5d101ad6988633578508,TEXT_SCANNED,1
assets/brand/logos/red-wash-mine__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,40897,e6314729d34b43b383d6b21ac3de6a61210fcd1498fb5aa46c545dbb0df48748,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/red-wash-mine__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8489,53096211f08f0fecddbe000d7aaa68fdc637f414266c61521d5971d1538b9d84,TEXT_SCANNED,1
assets/brand/logos/red-wash-pale-sun__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,12746,90c4d9d6aed102b4dc1e692e9398013a68f4f99759a9dcc525cca5eef36f0eb1,IMAGE_OCR_NOT_VISUAL_VERIFICATION,0
assets/brand/logos/red-wash-pale-sun__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,806,2ae819c5774104ed97324030847243e5c59efa8eb1690f6acad215634b5906bb,TEXT_SCANNED,1
assets/brand/logos/red-wash-pale-sun__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,46931,1b60c37db3b7d54970a030684ce5d1f08cfbdfe34e04d47bb93e7f91a633d229,IMAGE_OCR_NOT_VISUAL_VERIFICATION,7
assets/brand/logos/red-wash-pale-sun__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,11521,af2dfab17adae39701d41a87d93c6d1a5ec2f38087421eca9a73ad01d2c2d35a,TEXT_SCANNED,1
assets/brand/logos/red-wash-pale-sun__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,46704,18f1d73279bdecf1f0bf47beab2cf1d71cffa5658997dc9d4acb950485e5d6c1,IMAGE_OCR_NOT_VISUAL_VERIFICATION,7
assets/brand/logos/red-wash-pale-sun__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,11581,f29f0cd14e7a499d5b4d04467f7b4e634b010c2493e967d5ba61c752a5f35288,TEXT_SCANNED,1
assets/brand/logos/red_wash__canonical.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,738834,7c26b8afd7954045d9dd4b5c691ba820cdce2e3ccb8e41ac6873b103f0c59720,IMAGE_OCR_NOT_VISUAL_VERIFICATION,11
assets/brand/logos/sable-harbor__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,14217,ab862db3697184d3cc94e9b6c5767d7e26e68ddf7a7ac7117ac049fc2e22dc25,IMAGE_OCR_NOT_VISUAL_VERIFICATION,1
assets/brand/logos/sable-harbor__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,791,96fd8918371076e58e6d659db392f105c7e9187d4f690bd52ea026011d073493,TEXT_SCANNED,1
assets/brand/logos/sable-harbor__one-color-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,33175,9b93771eb464602ce9dd3e335ab73cd1e888b8cb5efbfac7b0cc2530ba771887,IMAGE_OCR_NOT_VISUAL_VERIFICATION,1
assets/brand/logos/sable-harbor__one-color-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,3678,d4a0ca9e57b3e566604de3e5b158661d6579fab51c11d4a9e4dbf0756a276626,TEXT_SCANNED,1
assets/brand/logos/sable-harbor__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,33266,a5673c57c909fee3dcce155c9ee636589f8a21c8e217de9ff541abfcf6264b4a,IMAGE_OCR_NOT_VISUAL_VERIFICATION,1
assets/brand/logos/sable-harbor__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,3674,815efb4ca06e4f2df8b9dfee3d4288f94d2e64417b7c863ce5b8639d2de07076,TEXT_SCANNED,1
assets/brand/logos/sable-harbor__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,33893,562e0d37539f88e154a6e5924755ac0ea700dcbfa6e1fe493ef0b8d0eb5c6c31,IMAGE_OCR_NOT_VISUAL_VERIFICATION,1
assets/brand/logos/sable-harbor__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,3734,4931c819cfc1845cf22d7082dd08db996209d5ab6107340abbad2d4753992459,TEXT_SCANNED,1
assets/brand/logos/sable-harbor__stacked.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,35825,224dad3c45db30f06d0705a428b96d304e7edb8500f62d94a8c5e8ff9490a88c,IMAGE_OCR_NOT_VISUAL_VERIFICATION,1
assets/brand/logos/sable-harbor__stacked.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,3571,76d71c2d4b798bf930499eea153fb5a1e053fee7c7ceb9d689970e6cec89921f,TEXT_SCANNED,1
assets/brand/logos/willow__mark.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,31623,5442fa9b7370eee12b71af27c1012644923adf98ae82680b60a8f0afe6218c22,IMAGE_OCR_NOT_VISUAL_VERIFICATION,0
assets/brand/logos/willow__mark.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,1247,cd23b0a5e1afcf60bcf8d1a7c1d544ddbc9371a91198e11cc591500ee6cbca3e,TEXT_SCANNED,1
assets/brand/logos/willow__one-color-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,40524,ecf8b0463c1f67a692db8a087cfdaac73dfa0a93432332e1e73d254fcc0805bd,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/willow__one-color-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8508,af3ee88a2636d29b447959e2e3b82036f47572439d1040ea3714b5b1f33e307b,TEXT_SCANNED,1
assets/brand/logos/willow__primary-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,40638,ad50cc9649dda9944d5e4550cb827e270d240db352eff41b734de806e8236199,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/willow__primary-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8504,20542472cbbcf70cbd5db8c4b45d0272831c0b73160f2afea93ef873240402c1,TEXT_SCANNED,1
assets/brand/logos/willow__reverse-horizontal.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,39949,0a99e9dced004db4e47958fd19e40e45fc7d85e94634a45f1583a186503fa4b1,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/willow__reverse-horizontal.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8564,83f61f2a777337946ebafe494c847dbc4db1cacd4589ccfcec4db01e84635544,TEXT_SCANNED,1
assets/brand/logos/willow__stacked.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,45668,a0ce6c355fae9c2674e4010389924e027723f5aa916ea6c4ad26d9c5d88f719b,IMAGE_OCR_NOT_VISUAL_VERIFICATION,3
assets/brand/logos/willow__stacked.svg,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,8468,64f1e8b23ea8a22e8c65298cd13e74be18246760995f13334a50faa9710f6108,TEXT_SCANNED,1
assets/brand/manifest.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,58115,86dc1b7d6a64cc7ea744db077ec80fb07af0443c7e828f6352f3b38868d335ea,JSON_STRINGS_EXTRACTED,930
assets/brand/maps/red_wash__site_overview.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,3230867,8dbb0053c4a563d57d5a24be4f4687dc11e2e00e2b1e62c279d9be945f68d77a,IMAGE_OCR_NOT_VISUAL_VERIFICATION,795
assets/brand/maps/red_wash__underground_plan.png,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,2401412,0658de3b7c63ecc9757b545f29895eab51801b2148cb3862935620b6049a7dda,IMAGE_OCR_NOT_VISUAL_VERIFICATION,635
assets/brand/packages/manifest.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,999,a6f5da50ed04ba49067e5c67a72e0634790c4a172da789a48ffb6ecd04719c7a,JSON_STRINGS_EXTRACTED,12
assets/brand/packages/sable-harbor-logo-system-v0.1.0.zip,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,2635913,8c5d9c6c0de8163896a6ddc9c318f90a4927f5b2e54eba081c829aac20301ecd,ARCHIVE_EXTRACTED:IMAGE_OCR_NOT_VISUAL_VERIFICATION;JSON_STRINGS_EXTRACTED;PDF_TEXT_EXTRACTED_VISUAL_REVIEW_SEPARATE;TEXT_SCANNED,1517
assets/brand/red_wash_visual_manifest.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,2356,6c14b6aa28e9763046b0819e29cc8e7e850edde8e9e1339179bb2786cfb0d7b1,JSON_STRINGS_EXTRACTED,31
assets/headquarters/CANONICAL_HEADQUARTERS_IMAGE_MANIFEST.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,2109,d0d32bf1ed7633b9fd7fd12e0054d7871150c74fccc81a31d3c49132d8ada107,TEXT_SCANNED,37
blackridge/.gitignore,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,394,96e3c9b4121a31479cb23a93d44dd3928f50c7b83ae45bc52ef4c6b93dce6b95,TEXT_SCANNED,14
blackridge/README.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,850,1a8ecc4e644303659f5920886ba17a2a6277f51b64c9d5fbaa25f45ac6506f45,TEXT_SCANNED,20
blackridge/alembic.ini,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,598,f115bb2c09d61d6fca770d139512e208a1a6fb1910303ff55007e4b58aac5dcc,TEXT_SCANNED,31
blackridge/config/acceptance/BLACKRIDGE_CLOSEOUT_ACCEPTANCE_REGISTER_v1.0.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,17756,bd647170368a774a90017c61a72d00acc5d39f0aef015badab5d1b93508e0e55,JSON_STRINGS_EXTRACTED,341
blackridge/config/acceptance/alexandria_control_repository_record.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,315,f4359803d1ff7a1000255e3399df14ef57b7c6a4f97f3cbf397771f21fb613f4,JSON_STRINGS_EXTRACTED,5
blackridge/data/public/databases/blackridge_m00_v0.1.0.sqlite3,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,19836928,2e6622d0e710f784c49cd6b773514820dbe247c4ec50a18f4c9cbbcf784587d5,SQLITE_TEXT_EXTRACTED,516271
blackridge/data/public/manifests/DATA_MANIFEST.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,4638,ffeb3317889d4b846974e9ecdee57cbe7eb381ddcf1974ab807e40e366acfe9a,JSON_STRINGS_EXTRACTED,7
blackridge/data/public/workbooks/BLACKRIDGE_MASTER_TRACKER_v0.1.0.xlsx,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,126424,c147be5e859211c58feaa9a1a6d34b0c5eb61042b7877b6d7de739fb7dd20290,OFFICE_XML_EXTRACTED,2194
blackridge/docs/BLACKRIDGE_BUILD_REPORT_v0.1.0.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,3489,d6e6c9383b57e30bf59cbf9208c72c73408e2bb350004c3c6a01ad4c50e91c90,TEXT_SCANNED,57
blackridge/docs/BLACKRIDGE_RELEASE_NOTES_v0.1.0.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,479,e35b81700aa5f411e05594877108059d2847a598510f14ce0d514f7ecd0e2781,TEXT_SCANNED,9
blackridge/docs/accounting/BLACKRIDGE_ACCOUNTING_POLICIES.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,473,67a7e12d35cced5841effaf8e147847a548690a48d8aa03956417feae6560414,TEXT_SCANNED,8
blackridge/docs/accounting/BLACKRIDGE_FINANCIAL_MODEL_GUIDE.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,424,306234e29f4e0bde596362cbd5512921e0fe115e8af0137a41895e76745182e8,TEXT_SCANNED,7
blackridge/docs/architecture/BLACKRIDGE_DATA_ARCHITECTURE.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,615,285c16e566489260fd04c92836787fc6ab7e32f91f98291170e6ac1b3097755b,TEXT_SCANNED,17
blackridge/docs/architecture/BLACKRIDGE_ENTITY_RELATIONSHIP_MODEL.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,443,3300526949c8e12d9c4e0d1ac3c7119cfebd3aa511037f86b395e0a73158409a,TEXT_SCANNED,8
blackridge/docs/canon/BLACKRIDGE_CANON_IMPLEMENTATION_SPEC.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,490,b08934c9dd9128da423f5585ee17d734d175d9f88ba3da8f2d8e205c110dd30a,TEXT_SCANNED,8
blackridge/docs/case/BLACKRIDGE_CASE_SNAPSHOT_GUIDE.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,332,c38d4c87db3cf609011bf6fc2264432ac5858e7041dddef06d4ccdae85166743,TEXT_SCANNED,6
blackridge/docs/case/BLACKRIDGE_PUBLIC_PRIVATE_DATA_BOUNDARY.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,684,b53e4500492536f9e46957978fdbcdf6f4615b178437c2f5695a7ffd4a9b4f1f,TEXT_SCANNED,9
blackridge/docs/data_dictionary/BLACKRIDGE_DATA_DICTIONARY.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,81474,7124d90d845adb1077ef5bd0afdfbf0dc2727378bac040f88eab4e473b761b5a,TEXT_SCANNED,1810
blackridge/docs/decisions/BLACKRIDGE_DECISION_REGISTER.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,904,0d4c2ac3e002d44030b691f8f80a40d864a265cc35a833085d928ef192ffc727,TEXT_SCANNED,12
blackridge/docs/decisions/BLACKRIDGE_LIMITATIONS_AND_OPEN_DECISIONS.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,599,ed0ae811949cd55b5e0d62c72f08bc6fa2650d2a98c2552bda49ba6f186b9723,TEXT_SCANNED,9
blackridge/docs/generation/BLACKRIDGE_GENERATION_GUIDE.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,437,06a9e8b92478396e5f991817538fc055269fae1e8801f53481e9ac9f53561071,TEXT_SCANNED,8
blackridge/docs/governance/BLACKRIDGE_ULTIMATE_SANDBOX_CLOSEOUT_MASTER_PLAN_v1.0.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,41069,cc2e82ab278abe3381ed92da043b057cf7735b3277ed6f76345b847153197384,TEXT_SCANNED,1689
blackridge/docs/inventory/BLACKRIDGE_INVENTORY_AND_COSTING_GUIDE.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,367,e8965f88bf9aa7c6acfb53b956e0c5826330f975aa1a36ee8cfe8eb5138c752c,TEXT_SCANNED,7
blackridge/docs/maintenance/BLACKRIDGE_MAINTENANCE_MODEL.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,414,540a4ea002b4ce5c492dbbd9854ad2f4e1384826f717b6e491365dd29ce7cc4a,TEXT_SCANNED,7
blackridge/docs/operations/BLACKRIDGE_MINE_AND_PROCESS_MODEL.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,410,11bd728e04b95414558dd95f10b70d052efebe7c3e222bf0c28e6286c47eb700,TEXT_SCANNED,7
blackridge/docs/repository/BLACKRIDGE_REPOSITORY_RECOVERY_AUDIT.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,2169,1d7de071f483c71ee59501103f5178e1d07c780d7aa4cd0b5fc6016005c67c2d,TEXT_SCANNED,46
blackridge/docs/repository/base_branch_record.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,263,d50b43f54f387a70c83e668c1793bb53213186a7850f7db08af224fcd1279cf7,JSON_STRINGS_EXTRACTED,4
blackridge/docs/repository/branch_disposition_register.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,901,433d28b651951d6dbbbdbf857b72d6521b19963526cebe5bbe7ee54cafa35b54,JSON_STRINGS_EXTRACTED,15
blackridge/docs/repository/controlling_source_map.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,427,f966664eb38508feceb0a2fc78489115fb9422737c38aac1c3bc171cd97fd060,TEXT_SCANNED,11
blackridge/docs/sql/BLACKRIDGE_SQL_QUERY_GUIDE.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,364,a30165068dc0b72dd9af0715bc862d4607de8ad19e699a4d8374703d23d0c2d6,TEXT_SCANNED,7
blackridge/docs/systems/BLACKRIDGE_SYSTEMS_AND_SHADOW_IT_MODEL.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,390,1e606566749bb5ca0174b08688ccbc1eff1616608c95a45c38fc671373b7e0be,TEXT_SCANNED,7
blackridge/docs/validation/BLACKRIDGE_VALIDATION_AND_RECONCILIATION.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,401,d64e4de7f242a5e0edf4b2dc5a20f021aa0225020148f100c5fff89a4b88756e,TEXT_SCANNED,7
blackridge/docs/workbook/BLACKRIDGE_EXCEL_WORKBOOK_GUIDE.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,385,bb56480d01bcd0406403888e59b2a04b8b490dc6c63697fab7f93a65ffcc553f,TEXT_SCANNED,7
blackridge/docs/workforce/BLACKRIDGE_WORKFORCE_MODEL.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,361,c4712f6e6c591b853a7c85c5b1b7fcdd7f0719350bed50284508e8d011602305,TEXT_SCANNED,7
blackridge/migrations/env.py,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,594,0453a9e458a5c8ad81e2972f62bb881630c5e85256eca638cf19233adc785496,TEXT_SCANNED,17
blackridge/migrations/script.py.mako,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,279,16700a1bb02b8d9481617010f3fcbd1d7d15f792a2a4b0f15d0c95d5ecb04e8b,TEXT_SCANNED,12
blackridge/migrations/versions/0001_blackridge_baseline.py,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,620,2b41fd8e3c091a54628528e41fa7a8667e60faf0951480a7010de9d37150f9cf,TEXT_SCANNED,25
blackridge/pyproject.toml,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,524,bd6897d316ad5bc23eed84f64f9390b90d4f3aa01756be9f0c6a04e4125740d1,TEXT_SCANNED,25
blackridge/queries/blackridge_query_cookbook_v0.1.0.sql,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,14132,7d9a48eb474607453b058b3d0c937369591802abf30aee17ffbad5d2f31811eb,TEXT_SCANNED,227
blackridge/reports/CHECKSUMS.sha256,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,4079,1cb89e4acd75d2b8617b6386b1e7f06f11c479abb8b13f014d2468fe7bf1381c,TEXT_SCANNED,34
blackridge/reports/CORRUPTION_TEST_REPORT.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,685,60f967272199d03bcf77e62aa22d484307f442c11270acf48f2230719d1e66e7,TEXT_SCANNED,20
blackridge/reports/DATA_PROFILE.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,57567,a12250587629389220e29888c274afe180ba4a8c852dc499ef38d2048cf6df5f,JSON_STRINGS_EXTRACTED,2
blackridge/reports/DATA_PROFILE.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,4106,7fbd71c4957bbffedbfc55abb4b82195049fd646bdfaa15e11ffdb910706b177,TEXT_SCANNED,165
blackridge/reports/FINANCIAL_RECONCILIATION_REPORT.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,696,83d1284488caadaef5f70d235b94a6f40696c223998b6073996964fa5e9a668a,TEXT_SCANNED,11
blackridge/reports/FINANCIAL_STATEMENTS.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,9838,e289320bc0b69e2b3fa3db6d36d158f969be8aeef650ad7985e4422145e0e96b,JSON_STRINGS_EXTRACTED,192
blackridge/reports/PHYSICAL_CONSERVATION_REPORT.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,441,145304469c8ffb2538bd65088cb5929aeda91946ce3b9bc65527b97e7525b471,TEXT_SCANNED,9
blackridge/reports/POSTGRESQL_COMPATIBILITY_REPORT.md,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,502,60f252f13383cd94d713c19d249a412e32fe03203523720a33dcc4b8007028e9,TEXT_SCANNED,7
blackridge/reports/RECONCILIATION_REPORT.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,90,7b028954a9e0fa4c84e0c85e541c9cd8c576f8598e1fd3b0cfed12d7daa2b515,JSON_STRINGS_EXTRACTED,1
blackridge/reports/VALIDATION_REPORT.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,4900,46419a5c0bf9a80afb2d2b26d25f87fbecc36bd5cf1b4eceee8175176269b850,JSON_STRINGS_EXTRACTED,3
blackridge/reports/WORKBOOK_QA_REPORT.json,8d20e51a7cf0068729e3296840ccb5ba1ac1d7bd,523,6ce70700bd84b7ea6fb0c209781730d58551ff00fcfe2b86d6c8171c5596408c,JSON_STRINGS_EXTRACTED,3
