scenario,entity,year,month,period,journal_id,account,account_name,account_type,debit_usd,credit_usd,signed_usd,source_id,source_type,description,segment,counterparty,cash_flow,available_at,record_origin,fact_state,period_role,effective_period_end
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000033,2000,Trade payables,liability,0,150487,-150487,PROC-base-202701-BST-MAINT,PROCUREMENT,Forecast expense supported by declared operating driver,BST,SYN-V-20260906-BST-MAINT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000034,5100,External operating cost,expense,114177,0,114177,PROC-base-202701-BST-OCC,PROCUREMENT,Forecast expense supported by declared operating driver,BST,SYN-V-20260906-BST-OCC,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000034,2000,Trade payables,liability,0,114177,-114177,PROC-base-202701-BST-OCC,PROCUREMENT,Forecast expense supported by declared operating driver,BST,SYN-V-20260906-BST-OCC,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000035,5100,External operating cost,expense,110192,0,110192,PROC-base-202701-BST-INS,PROCUREMENT,Forecast expense supported by declared operating driver,BST,SYN-V-20260906-BST-INS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000035,2000,Trade payables,liability,0,110192,-110192,PROC-base-202701-BST-INS,PROCUREMENT,Forecast expense supported by declared operating driver,BST,SYN-V-20260906-BST-INS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000036,5100,External operating cost,expense,123164,0,123164,PROC-base-202701-BST-SERV,PROCUREMENT,Forecast expense supported by declared operating driver,BST,SYN-V-20260906-BST-SERV,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000036,2000,Trade payables,liability,0,123164,-123164,PROC-base-202701-BST-SERV,PROCUREMENT,Forecast expense supported by declared operating driver,BST,SYN-V-20260906-BST-SERV,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000038,5000,Payroll and employer burden,expense,200784,0,200784,PAYROLL-base-202701-TERMINALS,PAYROLL,Forecast expense supported by declared operating driver,TERMINALS,SYNTHETIC_EMPLOYEE_CENSUS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000038,2000,Trade payables,liability,0,200784,-200784,PAYROLL-base-202701-TERMINALS,PAYROLL,Forecast expense supported by declared operating driver,TERMINALS,SYNTHETIC_EMPLOYEE_CENSUS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000039,5100,External operating cost,expense,112695,0,112695,PROC-base-202701-TERMINALS-MAT,PROCUREMENT,Forecast expense supported by declared operating driver,TERMINALS,SYN-V-20260906-TERMINALS-MAT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000039,2000,Trade payables,liability,0,112695,-112695,PROC-base-202701-TERMINALS-MAT,PROCUREMENT,Forecast expense supported by declared operating driver,TERMINALS,SYN-V-20260906-TERMINALS-MAT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000040,5100,External operating cost,expense,120358,0,120358,PROC-base-202701-TERMINALS-MAINT,PROCUREMENT,Forecast expense supported by declared operating driver,TERMINALS,SYN-V-20260906-TERMINALS-MAINT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000040,2000,Trade payables,liability,0,120358,-120358,PROC-base-202701-TERMINALS-MAINT,PROCUREMENT,Forecast expense supported by declared operating driver,TERMINALS,SYN-V-20260906-TERMINALS-MAINT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000041,5100,External operating cost,expense,101650,0,101650,PROC-base-202701-TERMINALS-OCC,PROCUREMENT,Forecast expense supported by declared operating driver,TERMINALS,SYN-V-20260906-TERMINALS-OCC,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000041,2000,Trade payables,liability,0,101650,-101650,PROC-base-202701-TERMINALS-OCC,PROCUREMENT,Forecast expense supported by declared operating driver,TERMINALS,SYN-V-20260906-TERMINALS-OCC,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000042,5100,External operating cost,expense,77962,0,77962,PROC-base-202701-TERMINALS-INS,PROCUREMENT,Forecast expense supported by declared operating driver,TERMINALS,SYN-V-20260906-TERMINALS-INS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000042,2000,Trade payables,liability,0,77962,-77962,PROC-base-202701-TERMINALS-INS,PROCUREMENT,Forecast expense supported by declared operating driver,TERMINALS,SYN-V-20260906-TERMINALS-INS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000043,5100,External operating cost,expense,73939,0,73939,PROC-base-202701-TERMINALS-SERV,PROCUREMENT,Forecast expense supported by declared operating driver,TERMINALS,SYN-V-20260906-TERMINALS-SERV,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000043,2000,Trade payables,liability,0,73939,-73939,PROC-base-202701-TERMINALS-SERV,PROCUREMENT,Forecast expense supported by declared operating driver,TERMINALS,SYN-V-20260906-TERMINALS-SERV,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000045,5000,Payroll and employer burden,expense,194118,0,194118,PAYROLL-base-202701-TRUCKING,PAYROLL,Forecast expense supported by declared operating driver,TRUCKING,SYNTHETIC_EMPLOYEE_CENSUS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000045,2000,Trade payables,liability,0,194118,-194118,PAYROLL-base-202701-TRUCKING,PAYROLL,Forecast expense supported by declared operating driver,TRUCKING,SYNTHETIC_EMPLOYEE_CENSUS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000046,5100,External operating cost,expense,93532,0,93532,PROC-base-202701-TRUCKING-MAT,PROCUREMENT,Forecast expense supported by declared operating driver,TRUCKING,SYN-V-20260906-TRUCKING-MAT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000046,2000,Trade payables,liability,0,93532,-93532,PROC-base-202701-TRUCKING-MAT,PROCUREMENT,Forecast expense supported by declared operating driver,TRUCKING,SYN-V-20260906-TRUCKING-MAT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000047,5100,External operating cost,expense,71343,0,71343,PROC-base-202701-TRUCKING-MAINT,PROCUREMENT,Forecast expense supported by declared operating driver,TRUCKING,SYN-V-20260906-TRUCKING-MAINT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000047,2000,Trade payables,liability,0,71343,-71343,PROC-base-202701-TRUCKING-MAINT,PROCUREMENT,Forecast expense supported by declared operating driver,TRUCKING,SYN-V-20260906-TRUCKING-MAINT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000048,5100,External operating cost,expense,60248,0,60248,PROC-base-202701-TRUCKING-OCC,PROCUREMENT,Forecast expense supported by declared operating driver,TRUCKING,SYN-V-20260906-TRUCKING-OCC,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000048,2000,Trade payables,liability,0,60248,-60248,PROC-base-202701-TRUCKING-OCC,PROCUREMENT,Forecast expense supported by declared operating driver,TRUCKING,SYN-V-20260906-TRUCKING-OCC,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000049,5100,External operating cost,expense,30805,0,30805,PROC-base-202701-TRUCKING-INS,PROCUREMENT,Forecast expense supported by declared operating driver,TRUCKING,SYN-V-20260906-TRUCKING-INS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000049,2000,Trade payables,liability,0,30805,-30805,PROC-base-202701-TRUCKING-INS,PROCUREMENT,Forecast expense supported by declared operating driver,TRUCKING,SYN-V-20260906-TRUCKING-INS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000050,5100,External operating cost,expense,29217,0,29217,PROC-base-202701-TRUCKING-SERV,PROCUREMENT,Forecast expense supported by declared operating driver,TRUCKING,SYN-V-20260906-TRUCKING-SERV,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000050,2000,Trade payables,liability,0,29217,-29217,PROC-base-202701-TRUCKING-SERV,PROCUREMENT,Forecast expense supported by declared operating driver,TRUCKING,SYN-V-20260906-TRUCKING-SERV,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000052,5000,Payroll and employer burden,expense,92175,0,92175,PAYROLL-base-202701-WAREHOUSE,PAYROLL,Forecast expense supported by declared operating driver,WAREHOUSE,SYNTHETIC_EMPLOYEE_CENSUS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000052,2000,Trade payables,liability,0,92175,-92175,PAYROLL-base-202701-WAREHOUSE,PAYROLL,Forecast expense supported by declared operating driver,WAREHOUSE,SYNTHETIC_EMPLOYEE_CENSUS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000053,5100,External operating cost,expense,53070,0,53070,PROC-base-202701-WAREHOUSE-MAT,PROCUREMENT,Forecast expense supported by declared operating driver,WAREHOUSE,SYN-V-20260906-WAREHOUSE-MAT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000053,2000,Trade payables,liability,0,53070,-53070,PROC-base-202701-WAREHOUSE-MAT,PROCUREMENT,Forecast expense supported by declared operating driver,WAREHOUSE,SYN-V-20260906-WAREHOUSE-MAT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000054,5100,External operating cost,expense,32387,0,32387,PROC-base-202701-WAREHOUSE-MAINT,PROCUREMENT,Forecast expense supported by declared operating driver,WAREHOUSE,SYN-V-20260906-WAREHOUSE-MAINT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000054,2000,Trade payables,liability,0,32387,-32387,PROC-base-202701-WAREHOUSE-MAINT,PROCUREMENT,Forecast expense supported by declared operating driver,WAREHOUSE,SYN-V-20260906-WAREHOUSE-MAINT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000055,5100,External operating cost,expense,25644,0,25644,PROC-base-202701-WAREHOUSE-OCC,PROCUREMENT,Forecast expense supported by declared operating driver,WAREHOUSE,SYN-V-20260906-WAREHOUSE-OCC,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000055,2000,Trade payables,liability,0,25644,-25644,PROC-base-202701-WAREHOUSE-OCC,PROCUREMENT,Forecast expense supported by declared operating driver,WAREHOUSE,SYN-V-20260906-WAREHOUSE-OCC,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000056,5100,External operating cost,expense,26223,0,26223,PROC-base-202701-WAREHOUSE-INS,PROCUREMENT,Forecast expense supported by declared operating driver,WAREHOUSE,SYN-V-20260906-WAREHOUSE-INS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000056,2000,Trade payables,liability,0,26223,-26223,PROC-base-202701-WAREHOUSE-INS,PROCUREMENT,Forecast expense supported by declared operating driver,WAREHOUSE,SYN-V-20260906-WAREHOUSE-INS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000057,5100,External operating cost,expense,24870,0,24870,PROC-base-202701-WAREHOUSE-SERV,PROCUREMENT,Forecast expense supported by declared operating driver,WAREHOUSE,SYN-V-20260906-WAREHOUSE-SERV,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000057,2000,Trade payables,liability,0,24870,-24870,PROC-base-202701-WAREHOUSE-SERV,PROCUREMENT,Forecast expense supported by declared operating driver,WAREHOUSE,SYN-V-20260906-WAREHOUSE-SERV,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000059,5000,Payroll and employer burden,expense,144008,0,144008,PAYROLL-base-202701-ARU,PAYROLL,Forecast expense supported by declared operating driver,ARU,SYNTHETIC_EMPLOYEE_CENSUS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000059,2000,Trade payables,liability,0,144008,-144008,PAYROLL-base-202701-ARU,PAYROLL,Forecast expense supported by declared operating driver,ARU,SYNTHETIC_EMPLOYEE_CENSUS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000060,5100,External operating cost,expense,12181,0,12181,PROC-base-202701-ARU-MAT,PROCUREMENT,Forecast expense supported by declared operating driver,ARU,SYN-V-20260906-ARU-MAT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000060,2000,Trade payables,liability,0,12181,-12181,PROC-base-202701-ARU-MAT,PROCUREMENT,Forecast expense supported by declared operating driver,ARU,SYN-V-20260906-ARU-MAT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000061,5100,External operating cost,expense,12181,0,12181,PROC-base-202701-ARU-MAINT,PROCUREMENT,Forecast expense supported by declared operating driver,ARU,SYN-V-20260906-ARU-MAINT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000061,2000,Trade payables,liability,0,12181,-12181,PROC-base-202701-ARU-MAINT,PROCUREMENT,Forecast expense supported by declared operating driver,ARU,SYN-V-20260906-ARU-MAINT,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000062,5100,External operating cost,expense,9745,0,9745,PROC-base-202701-ARU-OCC,PROCUREMENT,Forecast expense supported by declared operating driver,ARU,SYN-V-20260906-ARU-OCC,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000062,2000,Trade payables,liability,0,9745,-9745,PROC-base-202701-ARU-OCC,PROCUREMENT,Forecast expense supported by declared operating driver,ARU,SYN-V-20260906-ARU-OCC,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000063,5100,External operating cost,expense,9745,0,9745,PROC-base-202701-ARU-INS,PROCUREMENT,Forecast expense supported by declared operating driver,ARU,SYN-V-20260906-ARU-INS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000063,2000,Trade payables,liability,0,9745,-9745,PROC-base-202701-ARU-INS,PROCUREMENT,Forecast expense supported by declared operating driver,ARU,SYN-V-20260906-ARU-INS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000064,5100,External operating cost,expense,4872,0,4872,PROC-base-202701-ARU-SERV,PROCUREMENT,Forecast expense supported by declared operating driver,ARU,SYN-V-20260906-ARU-SERV,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000064,2000,Trade payables,liability,0,4872,-4872,PROC-base-202701-ARU-SERV,PROCUREMENT,Forecast expense supported by declared operating driver,ARU,SYN-V-20260906-ARU-SERV,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000065,5700,Retention and seller consulting,expense,8219,0,8219,FINAL-RETENTION-SERVICE,RETENTION,Final six service days of accepted retention program,ARU,,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000065,2110,Retention compensation payable,liability,0,8219,-8219,FINAL-RETENTION-SERVICE,RETENTION,Final six service days of accepted retention program,ARU,,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000066,1200,Inventory cash cost,asset,13905,0,13905,SPARES-base-202701,INVENTORY_PURCHASE,"Additional indexed safety stock, no downward revaluation/refund",ARU,,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000066,2000,Trade payables,liability,0,13905,-13905,SPARES-base-202701,INVENTORY_PURCHASE,"Additional indexed safety stock, no downward revaluation/refund",ARU,,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000067,1150,Intercompany receivable,asset,3876,0,3876,IC-base-202701-acid-BST,INTERCOMPANY_SERVICE,Served physical cars at declared interface rates,BST,RWH_PS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000067,4100,Intercompany service revenue,revenue,0,3876,-3876,IC-base-202701-acid-BST,INTERCOMPANY_SERVICE,Served physical cars at declared interface rates,BST,RWH_PS,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
base,ARU_GROUP,2027,1,2027-01,base-ARU_GROUP-2027-000068,5200,Incremental interface external operating cost,expense,1689,0,1689,IC-base-202701-acid-BST-COST,INTERFACE_VARIABLE_COST,Forecast expense supported by declared operating driver,BST,,NONCASH_OR_OPENING,2026-09-06T00:00:00-07:00,PUBLIC_SYNTHETIC_PLANNING_MODEL,CONDITIONAL_FORECAST,CONDITIONAL_FORECAST,2027-01-31
