case,check,left_usd,right_usd,difference_usd,tolerance_usd,status
ARU,Balanced journal ARU_GROUP-2026-00357,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00358,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00359,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00360,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00361,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00362,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00363,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00364,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00365,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00366,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00367,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00368,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00369,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00370,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00371,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00372,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00373,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00374,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00375,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00376,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00377,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00378,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00379,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00380,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00381,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00382,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00383,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00384,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00385,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00386,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00387,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00388,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00389,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00390,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00392,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00393,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00394,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00395,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00396,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00397,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00398,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00400,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00401,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00402,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00403,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00404,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00405,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00406,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00407,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00408,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00409,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00410,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00411,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00412,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00413,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00414,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00415,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00416,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00417,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00418,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00419,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00420,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00421,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00422,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00423,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00424,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00425,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00426,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00427,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00428,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00429,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00430,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00431,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00432,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00433,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00434,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00435,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00436,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00437,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00438,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00439,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00440,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00441,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00442,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00443,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00444,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00445,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00446,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00447,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00448,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00449,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00450,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00451,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00452,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00453,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00454,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00455,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00456,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00457,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00458,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00459,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00460,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00461,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00462,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00463,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00464,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00465,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00466,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00467,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00468,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00469,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00470,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00471,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00472,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00473,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00474,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00475,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00476,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00477,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00478,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00479,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00480,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00481,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00482,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00483,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00484,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00485,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00486,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00489,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00490,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00491,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00492,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00493,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00494,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00495,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00496,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00497,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00498,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00499,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00500,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00501,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00502,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00503,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00504,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00505,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00506,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00507,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00508,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00509,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00510,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00511,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00512,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00513,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00514,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00515,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00516,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00517,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00518,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00519,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00520,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00521,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00522,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00523,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00524,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00525,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00526,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00527,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00528,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00529,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00530,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00531,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00532,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00533,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00534,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00535,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00536,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00537,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00538,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00539,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00540,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00541,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00542,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00543,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00544,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00545,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00546,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00547,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00548,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00549,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00550,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00551,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00552,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00553,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00554,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00555,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00556,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00557,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00558,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00559,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00560,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00561,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00562,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00563,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00564,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00565,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00566,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00567,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00568,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00569,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00570,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00571,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00572,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00574,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00575,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00576,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00577,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00578,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00579,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00580,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00583,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00584,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00585,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00586,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00587,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00588,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00589,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00590,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00591,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00592,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00593,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00594,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00595,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00596,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00597,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00598,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00599,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00600,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00601,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00602,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00603,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00604,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00605,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00606,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00607,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00608,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00609,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00610,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00611,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00612,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00613,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00614,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00615,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00616,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00617,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00618,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00619,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00620,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00621,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00622,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00623,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00624,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00625,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00626,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00627,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00628,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00629,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00630,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00631,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00632,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00633,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00634,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00635,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00636,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00637,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00638,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00639,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00640,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00641,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00642,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00643,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00644,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00645,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00646,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00647,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00648,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00649,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00650,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00651,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00652,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00653,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00654,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00655,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00656,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00657,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00658,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00659,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00660,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00661,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00662,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00663,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00664,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00665,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00666,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00667,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00668,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00669,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00670,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00671,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00672,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00674,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00675,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00676,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00677,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00678,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00679,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00680,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00682,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00683,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00684,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00685,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00686,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00687,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00688,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00689,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00690,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00691,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00692,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00693,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00694,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00695,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00696,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00697,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00698,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00699,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00700,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00701,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00702,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00703,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00704,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00705,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00706,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00707,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00708,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00709,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00710,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00711,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00712,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00713,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00714,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00715,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00716,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00717,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00718,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00719,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00720,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00721,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00722,0,0,0,0.02,PASS
ARU,Balanced journal ARU_GROUP-2026-00723,0,0,0,0.02,PASS
