action,amount_usd,collected_usd,credit_usd,customer_id,due_date,invoice_amount_usd,invoice_id,month_index,period,record_origin,recovered_usd,refunded_usd,remaining_usd,scenario,source_id,unit,writtenoff_credit_usd,writtenoff_usd
RECEIPT,252000.0000,252000.0000,0.0000,SYN-ATLAS-PARTNER-03,2027-07-31,252000.0000,INV-base-base-06-OUTCOME_ACCEPTED-ATL-2027-03-accepted-transfer,7,2027-07-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-07-COLLECTION-INV-base-base-06-OUTCOME_ACCEPTED-ATL-2027-03-accepted-transfer,atlas-meridian,0.0000,0.0000
RECEIPT,168000.0000,168000.0000,0.0000,SYN-ATLAS-PARTNER-05,2027-07-31,168000.0000,INV-base-base-06-OUTCOME_ACCEPTED-ATL-2027-05-evaluated-workflow,7,2027-07-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-07-COLLECTION-INV-base-base-06-OUTCOME_ACCEPTED-ATL-2027-05-evaluated-workflow,atlas-meridian,0.0000,0.0000
RECEIPT,554.4000,554.4000,0.0000,SYN-SPECIALIST-REFINER,2027-07-31,554.4000,INV-base-base-06-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-04,7,2027-07-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-07-COLLECTION-INV-base-base-06-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-04,project-cradle,0.0000,0.0000
RECEIPT,99760.3200,99760.3200,0.0000,SYN-SPECIALIST-REFINER,2027-07-31,99760.3200,INV-base-base-06-DOWNSTREAM_ACCEPTANCE-STREAM17-base-05,7,2027-07-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-07-COLLECTION-INV-base-base-06-DOWNSTREAM_ACCEPTANCE-STREAM17-base-05,project-cradle,0.0000,0.0000
CREDIT,14500.0000,435000.0000,14500.0000,SYN-CUSTOMER-003,2027-02-28,1740000.0000,INV-base-FF-003-TERM-0,7,2027-07-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-07-CREDIT_NOTE-SYN-INC-FF-003-INV-base-FF-003-TERM-0,foundry-field,14500.0000,1305000.0000
RECEIPT,30000.0000,30000.0000,0.0000,SYN-CUSTOMER-002,2027-08-31,30000.0000,INV-base-FF-002-SYN-AMEND-002,8,2027-08-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-08-COLLECTION-INV-base-FF-002-SYN-AMEND-002,foundry-field,0.0000,0.0000
RECEIPT,180000.0000,180000.0000,0.0000,SYN-CUSTOMER-006,2027-08-31,180000.0000,INV-base-ATL-LIC-006-TERM-0,8,2027-08-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-08-COLLECTION-INV-base-ATL-LIC-006-TERM-0,atlas-meridian,0.0000,0.0000
RECEIPT,240000.0000,240000.0000,0.0000,SYN-CUSTOMER-007,2027-08-31,240000.0000,INV-base-ATL-LIC-007-TERM-0,8,2027-08-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-08-COLLECTION-INV-base-ATL-LIC-007-TERM-0,atlas-meridian,0.0000,0.0000
RECEIPT,132000.0000,132000.0000,0.0000,SYN-CUSTOMER-008,2027-08-31,132000.0000,INV-base-base-07-VALUE_CERTIFIED-ADV-2027-08,8,2027-08-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-08-COLLECTION-INV-base-base-07-VALUE_CERTIFIED-ADV-2027-08,advisory,0.0000,0.0000
RECEIPT,288000.0000,288000.0000,0.0000,SYN-CUSTOMER-013,2027-08-31,288000.0000,INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-13,8,2027-08-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-08-COLLECTION-INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-13,advisory,0.0000,0.0000
RECEIPT,432000.0000,432000.0000,0.0000,SYN-CUSTOMER-014,2027-08-31,432000.0000,INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-14,8,2027-08-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-08-COLLECTION-INV-base-base-07-MATTER_ACCEPTANCE-ADV-2027-14,advisory,0.0000,0.0000
RECEIPT,252000.0000,252000.0000,0.0000,SYN-ATLAS-PARTNER-04,2027-08-31,252000.0000,INV-base-base-07-OUTCOME_ACCEPTED-ATL-2027-04-accepted-transfer,8,2027-08-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-08-COLLECTION-INV-base-base-07-OUTCOME_ACCEPTED-ATL-2027-04-accepted-transfer,atlas-meridian,0.0000,0.0000
RECEIPT,1298.8800,1298.8800,0.0000,SYN-SPECIALIST-REFINER,2027-08-31,1298.8800,INV-base-base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,8,2027-08-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-08-COLLECTION-INV-base-base-07-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-05,project-cradle,0.0000,0.0000
RECEIPT,99760.3200,99760.3200,0.0000,SYN-SPECIALIST-REFINER,2027-08-31,99760.3200,INV-base-base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,8,2027-08-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-08-COLLECTION-INV-base-base-07-DOWNSTREAM_ACCEPTANCE-STREAM17-base-06,project-cradle,0.0000,0.0000
CREDIT,145000.0000,435000.0000,159500.0000,SYN-CUSTOMER-003,2027-02-28,1740000.0000,INV-base-FF-003-TERM-0,8,2027-08-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-08-CREDIT_NOTE-SYN-AMEND-003-INV-base-FF-003-TERM-0,foundry-field,159500.0000,1305000.0000
RECEIPT,300000.0000,300000.0000,0.0000,SYN-CUSTOMER-008,2027-09-30,300000.0000,INV-base-ATL-LIC-008-TERM-0,9,2027-09-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-09-COLLECTION-INV-base-ATL-LIC-008-TERM-0,atlas-meridian,0.0000,0.0000
RECEIPT,96000.0000,96000.0000,0.0000,SYN-CUSTOMER-005,2027-09-30,96000.0000,INV-base-base-08-VALUE_CERTIFIED-ADV-2027-05,9,2027-09-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-09-COLLECTION-INV-base-base-08-VALUE_CERTIFIED-ADV-2027-05,advisory,0.0000,0.0000
RECEIPT,600000.0000,600000.0000,0.0000,SYN-CUSTOMER-015,2027-09-30,600000.0000,INV-base-base-08-MATTER_ACCEPTANCE-ADV-2027-15,9,2027-09-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-09-COLLECTION-INV-base-base-08-MATTER_ACCEPTANCE-ADV-2027-15,advisory,0.0000,0.0000
RECEIPT,396000.0000,396000.0000,0.0000,SYN-CUSTOMER-016,2027-09-30,396000.0000,INV-base-base-08-MATTER_ACCEPTANCE-ADV-2027-16,9,2027-09-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-09-COLLECTION-INV-base-base-08-MATTER_ACCEPTANCE-ADV-2027-16,advisory,0.0000,0.0000
RECEIPT,252000.0000,252000.0000,0.0000,SYN-ATLAS-PARTNER-05,2027-09-30,252000.0000,INV-base-base-08-OUTCOME_ACCEPTED-ATL-2027-05-accepted-transfer,9,2027-09-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-09-COLLECTION-INV-base-base-08-OUTCOME_ACCEPTED-ATL-2027-05-accepted-transfer,atlas-meridian,0.0000,0.0000
RECEIPT,1298.8800,1298.8800,0.0000,SYN-SPECIALIST-REFINER,2027-09-30,1298.8800,INV-base-base-08-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-06,9,2027-09-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-09-COLLECTION-INV-base-base-08-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-06,project-cradle,0.0000,0.0000
RECEIPT,99760.3200,99760.3200,0.0000,SYN-SPECIALIST-REFINER,2027-09-30,99760.3200,INV-base-base-08-DOWNSTREAM_ACCEPTANCE-STREAM17-base-07,9,2027-09-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-09-COLLECTION-INV-base-base-08-DOWNSTREAM_ACCEPTANCE-STREAM17-base-07,project-cradle,0.0000,0.0000
CREDIT,640000.0000,1920000.0000,640000.0000,SYN-CUSTOMER-004,2027-02-28,1920000.0000,INV-base-FF-004-TERM-0,9,2027-09-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,640000.0000,0.0000,base,base-09-CREDIT_NOTE-SYN-CANCEL-004-INV-base-FF-004-TERM-0,foundry-field,0.0000,0.0000
RECOVERY,174000.0000,609000.0000,159500.0000,SYN-CUSTOMER-003,2027-02-28,1740000.0000,INV-base-FF-003-TERM-0,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,174000.0000,0.0000,0.0000,base,base-10-CREDIT_RECOVERY-INV-base-FF-003-TERM-0,foundry-field,159500.0000,1305000.0000
RECEIPT,120000.0000,120000.0000,0.0000,SYN-CUSTOMER-037,2027-10-31,120000.0000,INV-base-base-09-DEPLOYMENT_ACCEPTANCE-FF-037,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-base-09-DEPLOYMENT_ACCEPTANCE-FF-037,foundry-field,0.0000,0.0000
RECEIPT,1560000.0000,1560000.0000,0.0000,SYN-CUSTOMER-037,2027-10-31,1560000.0000,INV-base-FF-037-TERM-0,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-FF-037-TERM-0,foundry-field,0.0000,0.0000
RECEIPT,144000.0000,144000.0000,0.0000,SYN-CUSTOMER-037,2027-10-31,144000.0000,INV-base-FF-037-SYN-AMEND-037,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-FF-037-SYN-AMEND-037,foundry-field,0.0000,0.0000
RECEIPT,120000.0000,120000.0000,0.0000,SYN-CUSTOMER-039,2027-10-31,120000.0000,INV-base-base-09-DEPLOYMENT_ACCEPTANCE-FF-039,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-base-09-DEPLOYMENT_ACCEPTANCE-FF-039,foundry-field,0.0000,0.0000
RECEIPT,1920000.0000,1920000.0000,0.0000,SYN-CUSTOMER-039,2027-10-31,1920000.0000,INV-base-FF-039-TERM-0,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-FF-039-TERM-0,foundry-field,0.0000,0.0000
RECEIPT,180000.0000,180000.0000,0.0000,SYN-CUSTOMER-009,2027-10-31,180000.0000,INV-base-ATL-LIC-009-TERM-0,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-ATL-LIC-009-TERM-0,atlas-meridian,0.0000,0.0000
RECEIPT,228800.0000,228800.0000,0.0000,SYN-CUSTOMER-004,2027-10-31,228800.0000,INV-base-base-09-VALUE_CERTIFIED-ADV-2027-04,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-base-09-VALUE_CERTIFIED-ADV-2027-04,advisory,0.0000,0.0000
RECEIPT,208000.0000,208000.0000,0.0000,SYN-CUSTOMER-007,2027-10-31,208000.0000,INV-base-base-09-VALUE_CERTIFIED-ADV-2027-07,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-base-09-VALUE_CERTIFIED-ADV-2027-07,advisory,0.0000,0.0000
RECEIPT,120000.0000,120000.0000,0.0000,SYN-CUSTOMER-011,2027-10-31,120000.0000,INV-base-base-09-VALUE_CERTIFIED-ADV-2027-11,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-base-09-VALUE_CERTIFIED-ADV-2027-11,advisory,0.0000,0.0000
RECEIPT,384000.0000,384000.0000,0.0000,SYN-CUSTOMER-017,2027-10-31,384000.0000,INV-base-base-09-MATTER_ACCEPTANCE-ADV-2027-17,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-base-09-MATTER_ACCEPTANCE-ADV-2027-17,advisory,0.0000,0.0000
RECEIPT,540000.0000,540000.0000,0.0000,SYN-CUSTOMER-018,2027-10-31,540000.0000,INV-base-base-09-MATTER_ACCEPTANCE-ADV-2027-18,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-base-09-MATTER_ACCEPTANCE-ADV-2027-18,advisory,0.0000,0.0000
RECEIPT,1298.8800,1298.8800,0.0000,SYN-SPECIALIST-REFINER,2027-10-31,1298.8800,INV-base-base-09-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-07,10,2027-10-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-10-COLLECTION-INV-base-base-09-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-07,project-cradle,0.0000,0.0000
RECEIPT,120000.0000,120000.0000,0.0000,SYN-CUSTOMER-040,2027-11-30,120000.0000,INV-base-base-10-DEPLOYMENT_ACCEPTANCE-FF-040,11,2027-11-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-11-COLLECTION-INV-base-base-10-DEPLOYMENT_ACCEPTANCE-FF-040,foundry-field,0.0000,0.0000
RECEIPT,1200000.0000,1200000.0000,0.0000,SYN-CUSTOMER-040,2027-11-30,1200000.0000,INV-base-FF-040-TERM-0,11,2027-11-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-11-COLLECTION-INV-base-FF-040-TERM-0,foundry-field,0.0000,0.0000
RECEIPT,10500.0000,10500.0000,0.0000,SYN-CUSTOMER-001,2027-11-30,10500.0000,INV-base-ATL-LIC-001-SYN-AMEND-ATL-001,11,2027-11-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-11-COLLECTION-INV-base-ATL-LIC-001-SYN-AMEND-ATL-001,atlas-meridian,0.0000,0.0000
RECEIPT,240000.0000,240000.0000,0.0000,SYN-CUSTOMER-010,2027-11-30,240000.0000,INV-base-ATL-LIC-010-TERM-0,11,2027-11-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-11-COLLECTION-INV-base-ATL-LIC-010-TERM-0,atlas-meridian,0.0000,0.0000
RECEIPT,187200.0000,187200.0000,0.0000,SYN-CUSTOMER-010,2027-11-30,187200.0000,INV-base-base-10-VALUE_CERTIFIED-ADV-2027-10,11,2027-11-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-11-COLLECTION-INV-base-base-10-VALUE_CERTIFIED-ADV-2027-10,advisory,0.0000,0.0000
RECEIPT,108000.0000,108000.0000,0.0000,SYN-CUSTOMER-014,2027-11-30,108000.0000,INV-base-base-10-VALUE_CERTIFIED-ADV-2027-14,11,2027-11-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-11-COLLECTION-INV-base-base-10-VALUE_CERTIFIED-ADV-2027-14,advisory,0.0000,0.0000
RECEIPT,360000.0000,360000.0000,0.0000,SYN-CUSTOMER-019,2027-11-30,360000.0000,INV-base-base-10-MATTER_ACCEPTANCE-ADV-2027-19,11,2027-11-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-11-COLLECTION-INV-base-base-10-MATTER_ACCEPTANCE-ADV-2027-19,advisory,0.0000,0.0000
RECEIPT,528000.0000,528000.0000,0.0000,SYN-CUSTOMER-020,2027-11-30,528000.0000,INV-base-base-10-MATTER_ACCEPTANCE-ADV-2027-20,11,2027-11-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-11-COLLECTION-INV-base-base-10-MATTER_ACCEPTANCE-ADV-2027-20,advisory,0.0000,0.0000
RECEIPT,1298.8800,1298.8800,0.0000,SYN-SPECIALIST-REFINER,2027-11-30,1298.8800,INV-base-base-10-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-08,11,2027-11-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-11-COLLECTION-INV-base-base-10-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-08,project-cradle,0.0000,0.0000
RECEIPT,99760.3200,99760.3200,0.0000,SYN-SPECIALIST-REFINER,2027-11-30,99760.3200,INV-base-base-10-DOWNSTREAM_ACCEPTANCE-STREAM17-base-09,11,2027-11-30,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-11-COLLECTION-INV-base-base-10-DOWNSTREAM_ACCEPTANCE-STREAM17-base-09,project-cradle,0.0000,0.0000
RECEIPT,120000.0000,120000.0000,0.0000,SYN-CUSTOMER-041,2027-12-31,120000.0000,INV-base-base-11-DEPLOYMENT_ACCEPTANCE-FF-041,12,2027-12-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-12-COLLECTION-INV-base-base-11-DEPLOYMENT_ACCEPTANCE-FF-041,foundry-field,0.0000,0.0000
RECEIPT,1380000.0000,1380000.0000,0.0000,SYN-CUSTOMER-041,2027-12-31,1380000.0000,INV-base-FF-041-TERM-0,12,2027-12-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-12-COLLECTION-INV-base-FF-041-TERM-0,foundry-field,0.0000,0.0000
RECEIPT,300000.0000,300000.0000,0.0000,SYN-CUSTOMER-011,2027-12-31,300000.0000,INV-base-ATL-LIC-011-TERM-0,12,2027-12-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-12-COLLECTION-INV-base-ATL-LIC-011-TERM-0,atlas-meridian,0.0000,0.0000
RECEIPT,480000.0000,480000.0000,0.0000,SYN-CUSTOMER-021,2027-12-31,480000.0000,INV-base-base-11-MATTER_ACCEPTANCE-ADV-2027-21,12,2027-12-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-12-COLLECTION-INV-base-base-11-MATTER_ACCEPTANCE-ADV-2027-21,advisory,0.0000,0.0000
RECEIPT,324000.0000,324000.0000,0.0000,SYN-CUSTOMER-022,2027-12-31,324000.0000,INV-base-base-11-MATTER_ACCEPTANCE-ADV-2027-22,12,2027-12-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-12-COLLECTION-INV-base-base-11-MATTER_ACCEPTANCE-ADV-2027-22,advisory,0.0000,0.0000
RECEIPT,1298.8800,1298.8800,0.0000,SYN-SPECIALIST-REFINER,2027-12-31,1298.8800,INV-base-base-11-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-09,12,2027-12-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-12-COLLECTION-INV-base-base-11-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-09,project-cradle,0.0000,0.0000
RECEIPT,99760.3200,99760.3200,0.0000,SYN-SPECIALIST-REFINER,2027-12-31,99760.3200,INV-base-base-11-DOWNSTREAM_ACCEPTANCE-STREAM17-base-10,12,2027-12-31,PUBLIC_SYNTHETIC_PLANNING_MODEL,0.0000,0.0000,0.0000,base,base-12-COLLECTION-INV-base-base-11-DOWNSTREAM_ACCEPTANCE-STREAM17-base-10,project-cradle,0.0000,0.0000
