amount_usd,collected_usd,collection_month,credit_profile,credit_state,credit_usd,customer_id,due_date,due_month,host_settled_usd,host_share,invoice_id,issue_month,recovered_usd,refunded_usd,remaining_usd,scenario,source_id,unit,writtenoff_credit_usd,writtenoff_usd
1560000.0000,1560000.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-037,2027-10-31,10,0.0000,0,INV-base-FF-037-TERM-0,9,0.0000,0.0000,0.0000,base,FF-037-TERM-0,foundry-field,0.0000,0.0000
144000.0000,144000.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-037,2027-10-31,10,0.0000,0,INV-base-FF-037-SYN-AMEND-037,9,0.0000,0.0000,0.0000,base,FF-037-SYN-AMEND-037,foundry-field,0.0000,0.0000
120000.0000,120000.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-039,2027-10-31,10,0.0000,0,INV-base-base-09-DEPLOYMENT_ACCEPTANCE-FF-039,9,0.0000,0.0000,0.0000,base,base-09-DEPLOYMENT_ACCEPTANCE-FF-039,foundry-field,0.0000,0.0000
1920000.0000,1920000.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-039,2027-10-31,10,0.0000,0,INV-base-FF-039-TERM-0,9,0.0000,0.0000,0.0000,base,FF-039-TERM-0,foundry-field,0.0000,0.0000
180000.0000,180000.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-009,2027-10-31,10,0.0000,0,INV-base-ATL-LIC-009-TERM-0,9,0.0000,0.0000,0.0000,base,ATL-LIC-009-TERM-0,atlas-meridian,0.0000,0.0000
228800.0000,228800.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-004,2027-10-31,10,0.0000,0,INV-base-base-09-VALUE_CERTIFIED-ADV-2027-04,9,0.0000,0.0000,0.0000,base,base-09-VALUE_CERTIFIED-ADV-2027-04,advisory,0.0000,0.0000
208000.0000,208000.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-007,2027-10-31,10,0.0000,0,INV-base-base-09-VALUE_CERTIFIED-ADV-2027-07,9,0.0000,0.0000,0.0000,base,base-09-VALUE_CERTIFIED-ADV-2027-07,advisory,0.0000,0.0000
120000.0000,120000.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-011,2027-10-31,10,0.0000,0,INV-base-base-09-VALUE_CERTIFIED-ADV-2027-11,9,0.0000,0.0000,0.0000,base,base-09-VALUE_CERTIFIED-ADV-2027-11,advisory,0.0000,0.0000
384000.0000,384000.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-017,2027-10-31,10,0.0000,0,INV-base-base-09-MATTER_ACCEPTANCE-ADV-2027-17,9,0.0000,0.0000,0.0000,base,base-09-MATTER_ACCEPTANCE-ADV-2027-17,advisory,0.0000,0.0000
540000.0000,540000.0000,10,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-018,2027-10-31,10,0.0000,0,INV-base-base-09-MATTER_ACCEPTANCE-ADV-2027-18,9,0.0000,0.0000,0.0000,base,base-09-MATTER_ACCEPTANCE-ADV-2027-18,advisory,0.0000,0.0000
1298.8800,1298.8800,10,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-10-31,10,0.0000,0,INV-base-base-09-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-07,9,0.0000,0.0000,0.0000,base,base-09-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-07,project-cradle,0.0000,0.0000
120000.0000,120000.0000,11,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-040,2027-11-30,11,0.0000,0,INV-base-base-10-DEPLOYMENT_ACCEPTANCE-FF-040,10,0.0000,0.0000,0.0000,base,base-10-DEPLOYMENT_ACCEPTANCE-FF-040,foundry-field,0.0000,0.0000
1200000.0000,1200000.0000,11,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-040,2027-11-30,11,0.0000,0,INV-base-FF-040-TERM-0,10,0.0000,0.0000,0.0000,base,FF-040-TERM-0,foundry-field,0.0000,0.0000
10500.0000,10500.0000,11,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-001,2027-11-30,11,0.0000,0,INV-base-ATL-LIC-001-SYN-AMEND-ATL-001,10,0.0000,0.0000,0.0000,base,ATL-LIC-001-SYN-AMEND-ATL-001,atlas-meridian,0.0000,0.0000
240000.0000,240000.0000,11,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-010,2027-11-30,11,0.0000,0,INV-base-ATL-LIC-010-TERM-0,10,0.0000,0.0000,0.0000,base,ATL-LIC-010-TERM-0,atlas-meridian,0.0000,0.0000
187200.0000,187200.0000,11,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-010,2027-11-30,11,0.0000,0,INV-base-base-10-VALUE_CERTIFIED-ADV-2027-10,10,0.0000,0.0000,0.0000,base,base-10-VALUE_CERTIFIED-ADV-2027-10,advisory,0.0000,0.0000
108000.0000,108000.0000,11,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-014,2027-11-30,11,0.0000,0,INV-base-base-10-VALUE_CERTIFIED-ADV-2027-14,10,0.0000,0.0000,0.0000,base,base-10-VALUE_CERTIFIED-ADV-2027-14,advisory,0.0000,0.0000
360000.0000,360000.0000,11,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-019,2027-11-30,11,0.0000,0,INV-base-base-10-MATTER_ACCEPTANCE-ADV-2027-19,10,0.0000,0.0000,0.0000,base,base-10-MATTER_ACCEPTANCE-ADV-2027-19,advisory,0.0000,0.0000
528000.0000,528000.0000,11,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-020,2027-11-30,11,0.0000,0,INV-base-base-10-MATTER_ACCEPTANCE-ADV-2027-20,10,0.0000,0.0000,0.0000,base,base-10-MATTER_ACCEPTANCE-ADV-2027-20,advisory,0.0000,0.0000
1298.8800,1298.8800,11,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-11-30,11,0.0000,0,INV-base-base-10-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-08,10,0.0000,0.0000,0.0000,base,base-10-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-08,project-cradle,0.0000,0.0000
99760.3200,99760.3200,11,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-11-30,11,19952.0640,0.20,INV-base-base-10-DOWNSTREAM_ACCEPTANCE-STREAM17-base-09,10,0.0000,0.0000,0.0000,base,base-10-DOWNSTREAM_ACCEPTANCE-STREAM17-base-09,project-cradle,0.0000,0.0000
120000.0000,120000.0000,12,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-041,2027-12-31,12,0.0000,0,INV-base-base-11-DEPLOYMENT_ACCEPTANCE-FF-041,11,0.0000,0.0000,0.0000,base,base-11-DEPLOYMENT_ACCEPTANCE-FF-041,foundry-field,0.0000,0.0000
1380000.0000,1380000.0000,12,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-041,2027-12-31,12,0.0000,0,INV-base-FF-041-TERM-0,11,0.0000,0.0000,0.0000,base,FF-041-TERM-0,foundry-field,0.0000,0.0000
300000.0000,300000.0000,12,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-011,2027-12-31,12,0.0000,0,INV-base-ATL-LIC-011-TERM-0,11,0.0000,0.0000,0.0000,base,ATL-LIC-011-TERM-0,atlas-meridian,0.0000,0.0000
480000.0000,480000.0000,12,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-021,2027-12-31,12,0.0000,0,INV-base-base-11-MATTER_ACCEPTANCE-ADV-2027-21,11,0.0000,0.0000,0.0000,base,base-11-MATTER_ACCEPTANCE-ADV-2027-21,advisory,0.0000,0.0000
324000.0000,324000.0000,12,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-022,2027-12-31,12,0.0000,0,INV-base-base-11-MATTER_ACCEPTANCE-ADV-2027-22,11,0.0000,0.0000,0.0000,base,base-11-MATTER_ACCEPTANCE-ADV-2027-22,advisory,0.0000,0.0000
1298.8800,1298.8800,12,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-12-31,12,0.0000,0,INV-base-base-11-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-09,11,0.0000,0.0000,0.0000,base,base-11-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-09,project-cradle,0.0000,0.0000
99760.3200,99760.3200,12,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2027-12-31,12,19952.0640,0.20,INV-base-base-11-DOWNSTREAM_ACCEPTANCE-STREAM17-base-10,11,0.0000,0.0000,0.0000,base,base-11-DOWNSTREAM_ACCEPTANCE-STREAM17-base-10,project-cradle,0.0000,0.0000
120000.0000,120000.0000,13,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-042,2028-01-31,13,0.0000,0,INV-base-base-12-DEPLOYMENT_ACCEPTANCE-FF-042,12,0.0000,0.0000,0.0000,base,base-12-DEPLOYMENT_ACCEPTANCE-FF-042,foundry-field,0.0000,0.0000
1560000.0000,1560000.0000,13,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-042,2028-01-31,13,0.0000,0,INV-base-FF-042-TERM-0,12,0.0000,0.0000,0.0000,base,FF-042-TERM-0,foundry-field,0.0000,0.0000
180000.0000,180000.0000,13,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-012,2028-01-31,13,0.0000,0,INV-base-ATL-LIC-012-TERM-0,12,0.0000,0.0000,0.0000,base,ATL-LIC-012-TERM-0,atlas-meridian,0.0000,0.0000
166400.0000,166400.0000,13,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-013,2028-01-31,13,0.0000,0,INV-base-base-12-VALUE_CERTIFIED-ADV-2027-13,12,0.0000,0.0000,0.0000,base,base-12-VALUE_CERTIFIED-ADV-2027-13,advisory,0.0000,0.0000
96000.0000,96000.0000,13,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-017,2028-01-31,13,0.0000,0,INV-base-base-12-VALUE_CERTIFIED-ADV-2027-17,12,0.0000,0.0000,0.0000,base,base-12-VALUE_CERTIFIED-ADV-2027-17,advisory,0.0000,0.0000
480000.0000,480000.0000,13,CONTRACTUAL,CURRENT,0.0000,SYN-CUSTOMER-023,2028-01-31,13,0.0000,0,INV-base-base-12-MATTER_ACCEPTANCE-ADV-2027-23,12,0.0000,0.0000,0.0000,base,base-12-MATTER_ACCEPTANCE-ADV-2027-23,advisory,0.0000,0.0000
1298.8800,1298.8800,13,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2028-01-31,13,0.0000,0,INV-base-base-12-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-10,12,0.0000,0.0000,0.0000,base,base-12-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-10,project-cradle,0.0000,0.0000
99760.3200,99760.3200,13,CONTRACTUAL,CURRENT,0.0000,SYN-SPECIALIST-REFINER,2028-01-31,13,19952.0640,0.20,INV-base-base-12-DOWNSTREAM_ACCEPTANCE-STREAM17-base-11,12,0.0000,0.0000,0.0000,base,base-12-DOWNSTREAM_ACCEPTANCE-STREAM17-base-11,project-cradle,0.0000,0.0000
