scenario,entity,year,month,journal_id,event_id,source_id,fact_state,record_origin,available_at,invoice_id,counterparty,amount_usd,invoice_date,revenue_account,source_contract_or_service,evidence_role
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000626,EV-base-base-ARU_GROUP-2027-000626,SALE-base-202704-BST-2025-004,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000626-1,ARU-C-004,107978,2027-04-30,4000,SALE-base-202704-BST-2025-004,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000627,EV-base-base-ARU_GROUP-2027-000627,SALE-base-202704-BST-2025-008,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000627-1,ARU-C-008,54431,2027-04-30,4000,SALE-base-202704-BST-2025-008,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000628,EV-base-base-ARU_GROUP-2027-000628,SALE-base-202704-BST-2025-003,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000628-1,ARU-C-003,127768,2027-04-30,4000,SALE-base-202704-BST-2025-003,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000629,EV-base-base-ARU_GROUP-2027-000629,SALE-base-202704-BST-2025-009,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000629-1,ARU-C-009,66982,2027-04-30,4000,SALE-base-202704-BST-2025-009,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000630,EV-base-base-ARU_GROUP-2027-000630,SALE-base-202704-BST-2025-010,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000630-1,ARU-C-010,62309,2027-04-30,4000,SALE-base-202704-BST-2025-010,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000631,EV-base-base-ARU_GROUP-2027-000631,SALE-base-202704-BST-2025-011,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000631-1,ARU-C-011,33810,2027-04-30,4000,SALE-base-202704-BST-2025-011,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000632,EV-base-base-ARU_GROUP-2027-000632,SALE-base-202704-BST-2025-012,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000632-1,ARU-C-012,102689,2027-04-30,4000,SALE-base-202704-BST-2025-012,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000633,EV-base-base-ARU_GROUP-2027-000633,SALE-base-202704-BST-2025-013,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000633-1,ARU-C-013,65370,2027-04-30,4000,SALE-base-202704-BST-2025-013,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000634,EV-base-base-ARU_GROUP-2027-000634,SALE-base-202704-TRM-2025-001,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000634-1,ARU-C-001,113628,2027-04-30,4000,SALE-base-202704-TRM-2025-001,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000635,EV-base-base-ARU_GROUP-2027-000635,SALE-base-202704-TRM-2025-002,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000635-1,ARU-C-002,110459,2027-04-30,4000,SALE-base-202704-TRM-2025-002,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000636,EV-base-base-ARU_GROUP-2027-000636,SALE-base-202704-TRM-2025-003,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000636-1,ARU-C-003,152278,2027-04-30,4000,SALE-base-202704-TRM-2025-003,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000637,EV-base-base-ARU_GROUP-2027-000637,SALE-base-202704-TRM-2025-014,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000637-1,ARU-C-014,152066,2027-04-30,4000,SALE-base-202704-TRM-2025-014,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000638,EV-base-base-ARU_GROUP-2027-000638,SALE-base-202704-TRM-2025-015,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000638-1,ARU-C-015,149954,2027-04-30,4000,SALE-base-202704-TRM-2025-015,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000639,EV-base-base-ARU_GROUP-2027-000639,SALE-base-202704-TRM-2025-016,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000639-1,ARU-C-016,145308,2027-04-30,4000,SALE-base-202704-TRM-2025-016,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000640,EV-base-base-ARU_GROUP-2027-000640,SALE-base-202704-TRM-2025-017,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000640-1,ARU-C-017,139394,2027-04-30,4000,SALE-base-202704-TRM-2025-017,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000641,EV-base-base-ARU_GROUP-2027-000641,SALE-base-202704-TRM-2025-018,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000641-1,ARU-C-018,135170,2027-04-30,4000,SALE-base-202704-TRM-2025-018,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000642,EV-base-base-ARU_GROUP-2027-000642,SALE-base-202704-TRK-2025-004,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000642-1,ARU-C-004,121441,2027-04-30,4000,SALE-base-202704-TRK-2025-004,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000643,EV-base-base-ARU_GROUP-2027-000643,SALE-base-202704-TRK-2025-019,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000643-1,ARU-C-019,137281,2027-04-30,4000,SALE-base-202704-TRK-2025-019,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000644,EV-base-base-ARU_GROUP-2027-000644,SALE-base-202704-TRK-2025-020,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000644-1,ARU-C-020,132001,2027-04-30,4000,SALE-base-202704-TRK-2025-020,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000645,EV-base-base-ARU_GROUP-2027-000645,SALE-base-202704-TRK-2025-021,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000645-1,ARU-C-021,125137,2027-04-30,4000,SALE-base-202704-TRK-2025-021,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000646,EV-base-base-ARU_GROUP-2027-000646,SALE-base-202704-TRK-2025-022,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000646-1,ARU-C-022,118272,2027-04-30,4000,SALE-base-202704-TRK-2025-022,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000647,EV-base-base-ARU_GROUP-2027-000647,SALE-base-202704-WHS-2025-005,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000647-1,ARU-C-005,205284,2027-04-30,4000,SALE-base-202704-WHS-2025-005,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000648,EV-base-base-ARU_GROUP-2027-000648,SALE-base-202704-WHS-2025-023,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000648-1,ARU-C-023,108978,2027-04-30,4000,SALE-base-202704-WHS-2025-023,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000649,EV-base-base-ARU_GROUP-2027-000649,SALE-base-202704-WHS-2025-024,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000649-1,ARU-C-024,101375,2027-04-30,4000,SALE-base-202704-WHS-2025-024,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000650,EV-base-base-ARU_GROUP-2027-000650,SALE-base-202704-WHS-2025-025,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000650-1,ARU-C-025,91237,2027-04-30,4000,SALE-base-202704-WHS-2025-025,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000685,EV-base-base-ARU_GROUP-2027-000685,IC-base-202704-acid-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000685-1,RWH_PS,4845,2027-04-30,4100,IC-base-202704-acid-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000687,EV-base-base-ARU_GROUP-2027-000687,IC-base-202704-acid-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000687-1,RWH_PS,3570,2027-04-30,4100,IC-base-202704-acid-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000689,EV-base-base-ARU_GROUP-2027-000689,IC-base-202704-acid-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000689-1,RWH_PS,6936,2027-04-30,4100,IC-base-202704-acid-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000691,EV-base-base-ARU_GROUP-2027-000691,IC-base-202704-binder-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000691-1,RWH_PS,5202,2027-04-30,4100,IC-base-202704-binder-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000693,EV-base-base-ARU_GROUP-2027-000693,IC-base-202704-binder-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000693-1,RWH_PS,2448,2027-04-30,4100,IC-base-202704-binder-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000695,EV-base-base-ARU_GROUP-2027-000695,IC-base-202704-binder-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000695-1,RWH_PS,6977,2027-04-30,4100,IC-base-202704-binder-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000697,EV-base-base-ARU_GROUP-2027-000697,IC-base-202704-lime-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000697-1,RWH_PS,867,2027-04-30,4100,IC-base-202704-lime-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000699,EV-base-base-ARU_GROUP-2027-000699,IC-base-202704-lime-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000699-1,RWH_PS,459,2027-04-30,4100,IC-base-202704-lime-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000701,EV-base-base-ARU_GROUP-2027-000701,IC-base-202704-lime-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000701-1,RWH_PS,1224,2027-04-30,4100,IC-base-202704-lime-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000703,EV-base-base-ARU_GROUP-2027-000703,IC-base-202704-steel-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000703-1,RWH_PS,1938,2027-04-30,4100,IC-base-202704-steel-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000705,EV-base-base-ARU_GROUP-2027-000705,IC-base-202704-steel-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000705-1,RWH_PS,1326,2027-04-30,4100,IC-base-202704-steel-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000707,EV-base-base-ARU_GROUP-2027-000707,IC-base-202704-steel-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000707-1,RWH_PS,2295,2027-04-30,4100,IC-base-202704-steel-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000709,EV-base-base-ARU_GROUP-2027-000709,IC-base-202704-mro-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000709-1,RWH_PS,765,2027-04-30,4100,IC-base-202704-mro-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000711,EV-base-base-ARU_GROUP-2027-000711,IC-base-202704-mro-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000711-1,RWH_PS,510,2027-04-30,4100,IC-base-202704-mro-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000713,EV-base-base-ARU_GROUP-2027-000713,IC-base-202704-mro-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000713-1,RWH_PS,663,2027-04-30,4100,IC-base-202704-mro-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000715,EV-base-base-ARU_GROUP-2027-000715,IC-base-202704-project-BST,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000715-1,RWH_PS,1428,2027-04-30,4100,IC-base-202704-project-BST,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000717,EV-base-base-ARU_GROUP-2027-000717,IC-base-202704-project-TERMINALS,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000717-1,RWH_PS,1428,2027-04-30,4100,IC-base-202704-project-TERMINALS,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,4,base-ARU_GROUP-2027-000719,EV-base-base-ARU_GROUP-2027-000719,IC-base-202704-project-TRUCKING,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000719-1,RWH_PS,1836,2027-04-30,4100,IC-base-202704-project-TRUCKING,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000873,EV-base-base-ARU_GROUP-2027-000873,SALE-base-202705-BST-2025-001,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000873-1,ARU-C-001,310947,2027-05-31,4000,SALE-base-202705-BST-2025-001,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000874,EV-base-base-ARU_GROUP-2027-000874,SALE-base-202705-BST-2025-006,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000874-1,ARU-C-006,134298,2027-05-31,4000,SALE-base-202705-BST-2025-006,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000875,EV-base-base-ARU_GROUP-2027-000875,SALE-base-202705-BST-2025-002,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000875-1,ARU-C-002,232844,2027-05-31,4000,SALE-base-202705-BST-2025-002,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000876,EV-base-base-ARU_GROUP-2027-000876,SALE-base-202705-BST-2025-007,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000876-1,ARU-C-007,104150,2027-05-31,4000,SALE-base-202705-BST-2025-007,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000877,EV-base-base-ARU_GROUP-2027-000877,SALE-base-202705-BST-2025-004,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000877-1,ARU-C-004,119799,2027-05-31,4000,SALE-base-202705-BST-2025-004,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000878,EV-base-base-ARU_GROUP-2027-000878,SALE-base-202705-BST-2025-008,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000878-1,ARU-C-008,61005,2027-05-31,4000,SALE-base-202705-BST-2025-008,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000879,EV-base-base-ARU_GROUP-2027-000879,SALE-base-202705-BST-2025-003,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000879-1,ARU-C-003,141929,2027-05-31,4000,SALE-base-202705-BST-2025-003,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000880,EV-base-base-ARU_GROUP-2027-000880,SALE-base-202705-BST-2025-009,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000880-1,ARU-C-009,75080,2027-05-31,4000,SALE-base-202705-BST-2025-009,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000881,EV-base-base-ARU_GROUP-2027-000881,SALE-base-202705-BST-2025-010,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000881-1,ARU-C-010,69139,2027-05-31,4000,SALE-base-202705-BST-2025-010,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000882,EV-base-base-ARU_GROUP-2027-000882,SALE-base-202705-BST-2025-011,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000882-1,ARU-C-011,37911,2027-05-31,4000,SALE-base-202705-BST-2025-011,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000883,EV-base-base-ARU_GROUP-2027-000883,SALE-base-202705-BST-2025-012,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000883-1,ARU-C-012,114723,2027-05-31,4000,SALE-base-202705-BST-2025-012,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000884,EV-base-base-ARU_GROUP-2027-000884,SALE-base-202705-BST-2025-013,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000884-1,ARU-C-013,72239,2027-05-31,4000,SALE-base-202705-BST-2025-013,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000885,EV-base-base-ARU_GROUP-2027-000885,SALE-base-202705-TRM-2025-001,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000885-1,ARU-C-001,127830,2027-05-31,4000,SALE-base-202705-TRM-2025-001,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000886,EV-base-base-ARU_GROUP-2027-000886,SALE-base-202705-TRM-2025-002,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000886-1,ARU-C-002,124292,2027-05-31,4000,SALE-base-202705-TRM-2025-002,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000887,EV-base-base-ARU_GROUP-2027-000887,SALE-base-202705-TRM-2025-003,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000887-1,ARU-C-003,171338,2027-05-31,4000,SALE-base-202705-TRM-2025-003,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000888,EV-base-base-ARU_GROUP-2027-000888,SALE-base-202705-TRM-2025-014,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000888-1,ARU-C-014,171074,2027-05-31,4000,SALE-base-202705-TRM-2025-014,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000889,EV-base-base-ARU_GROUP-2027-000889,SALE-base-202705-TRM-2025-015,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000889-1,ARU-C-015,168698,2027-05-31,4000,SALE-base-202705-TRM-2025-015,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000890,EV-base-base-ARU_GROUP-2027-000890,SALE-base-202705-TRM-2025-016,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000890-1,ARU-C-016,163470,2027-05-31,4000,SALE-base-202705-TRM-2025-016,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
base,ARU_GROUP,2027,5,base-ARU_GROUP-2027-000891,EV-base-base-ARU_GROUP-2027-000891,SALE-base-202705-TRM-2025-017,FORECAST,PUBLIC_SYNTHETIC_PLANNING_MODEL,2026-09-06T00:00:00-07:00,SALE-base-base-ARU_GROUP-2027-000891-1,ARU-C-017,156818,2027-05-31,4000,SALE-base-202705-TRM-2025-017,RECONSTRUCTED_SALES_INVOICE_FROM_FORECAST_RECOGNITION
