billings_usd,closing_usd,contract_id,credits_usd,fact_state,month_index,opening_usd,period,recognized_usd,scenario,unit
0.0000,900000.0000,FF-020,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1000000.0000,2027-03-31,100000.0000,base,foundry-field
0.0000,1035000.0000,FF-021,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1150000.0000,2027-03-31,115000.0000,base,foundry-field
0.0000,1170000.0000,FF-022,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1300000.0000,2027-03-31,130000.0000,base,foundry-field
0.0000,1305000.0000,FF-023,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1450000.0000,2027-03-31,145000.0000,base,foundry-field
0.0000,1440000.0000,FF-024,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1600000.0000,2027-03-31,160000.0000,base,foundry-field
0.0000,900000.0000,FF-025,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1000000.0000,2027-03-31,100000.0000,base,foundry-field
0.0000,1035000.0000,FF-026,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1150000.0000,2027-03-31,115000.0000,base,foundry-field
0.0000,1170000.0000,FF-027,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1300000.0000,2027-03-31,130000.0000,base,foundry-field
0.0000,1305000.0000,FF-028,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1450000.0000,2027-03-31,145000.0000,base,foundry-field
0.0000,1440000.0000,FF-029,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1600000.0000,2027-03-31,160000.0000,base,foundry-field
0.0000,900000.0000,FF-030,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1000000.0000,2027-03-31,100000.0000,base,foundry-field
0.0000,1035000.0000,FF-031,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1150000.0000,2027-03-31,115000.0000,base,foundry-field
0.0000,1170000.0000,FF-032,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1300000.0000,2027-03-31,130000.0000,base,foundry-field
0.0000,1305000.0000,FF-033,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1450000.0000,2027-03-31,145000.0000,base,foundry-field
0.0000,1440000.0000,FF-034,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1600000.0000,2027-03-31,160000.0000,base,foundry-field
0.0000,900000.0000,FF-035,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1000000.0000,2027-03-31,100000.0000,base,foundry-field
0.0000,1035000.0000,FF-036,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,1150000.0000,2027-03-31,115000.0000,base,foundry-field
0.0000,0.0000,FF-037,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-038,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-039,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-040,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-041,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-042,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-043,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-044,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-045,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-046,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-047,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-048,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-049,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-050,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-051,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-052,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-053,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-054,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-055,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-056,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-057,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-058,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-059,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,0.0000,FF-060,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,foundry-field
0.0000,180000.0000,ATL-LIC-001,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,200000.0000,2027-03-31,20000.0000,base,atlas-meridian
0.0000,250000.0000,ATL-LIC-002,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,275000.0000,2027-03-31,25000.0000,base,atlas-meridian
180000.0000,165000.0000,ATL-LIC-003,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,15000.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-004,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-005,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-006,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-007,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-008,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-009,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-010,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-011,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-012,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,0.0000,base,atlas-meridian
0.0000,180000.0000,ATL-LIC-013,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,200000.0000,2027-03-31,20000.0000,base,atlas-meridian
0.0000,250000.0000,ATL-LIC-014,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,275000.0000,2027-03-31,25000.0000,base,atlas-meridian
180000.0000,165000.0000,ATL-LIC-015,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,3,0.0000,2027-03-31,15000.0000,base,atlas-meridian
0.0000,920000.0000,FF-001,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1035000.0000,2027-04-30,115000.0000,base,foundry-field
0.0000,1040000.0000,FF-002,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1170000.0000,2027-04-30,130000.0000,base,foundry-field
0.0000,1160000.0000,FF-003,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1305000.0000,2027-04-30,145000.0000,base,foundry-field
0.0000,1280000.0000,FF-004,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1440000.0000,2027-04-30,160000.0000,base,foundry-field
0.0000,800000.0000,FF-005,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,900000.0000,2027-04-30,100000.0000,base,foundry-field
0.0000,920000.0000,FF-006,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1035000.0000,2027-04-30,115000.0000,base,foundry-field
0.0000,1040000.0000,FF-007,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1170000.0000,2027-04-30,130000.0000,base,foundry-field
0.0000,1160000.0000,FF-008,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1305000.0000,2027-04-30,145000.0000,base,foundry-field
0.0000,1280000.0000,FF-009,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1440000.0000,2027-04-30,160000.0000,base,foundry-field
0.0000,800000.0000,FF-010,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,900000.0000,2027-04-30,100000.0000,base,foundry-field
0.0000,920000.0000,FF-011,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1035000.0000,2027-04-30,115000.0000,base,foundry-field
0.0000,1040000.0000,FF-012,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1170000.0000,2027-04-30,130000.0000,base,foundry-field
0.0000,1160000.0000,FF-013,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1305000.0000,2027-04-30,145000.0000,base,foundry-field
0.0000,1280000.0000,FF-014,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1440000.0000,2027-04-30,160000.0000,base,foundry-field
0.0000,800000.0000,FF-015,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,900000.0000,2027-04-30,100000.0000,base,foundry-field
0.0000,920000.0000,FF-016,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1035000.0000,2027-04-30,115000.0000,base,foundry-field
0.0000,1040000.0000,FF-017,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1170000.0000,2027-04-30,130000.0000,base,foundry-field
0.0000,1160000.0000,FF-018,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1305000.0000,2027-04-30,145000.0000,base,foundry-field
0.0000,1280000.0000,FF-019,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1440000.0000,2027-04-30,160000.0000,base,foundry-field
0.0000,800000.0000,FF-020,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,900000.0000,2027-04-30,100000.0000,base,foundry-field
0.0000,920000.0000,FF-021,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1035000.0000,2027-04-30,115000.0000,base,foundry-field
0.0000,1040000.0000,FF-022,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1170000.0000,2027-04-30,130000.0000,base,foundry-field
0.0000,1160000.0000,FF-023,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1305000.0000,2027-04-30,145000.0000,base,foundry-field
0.0000,1280000.0000,FF-024,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1440000.0000,2027-04-30,160000.0000,base,foundry-field
0.0000,800000.0000,FF-025,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,900000.0000,2027-04-30,100000.0000,base,foundry-field
0.0000,920000.0000,FF-026,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1035000.0000,2027-04-30,115000.0000,base,foundry-field
0.0000,1040000.0000,FF-027,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1170000.0000,2027-04-30,130000.0000,base,foundry-field
0.0000,1160000.0000,FF-028,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1305000.0000,2027-04-30,145000.0000,base,foundry-field
0.0000,1280000.0000,FF-029,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1440000.0000,2027-04-30,160000.0000,base,foundry-field
0.0000,800000.0000,FF-030,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,900000.0000,2027-04-30,100000.0000,base,foundry-field
0.0000,920000.0000,FF-031,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1035000.0000,2027-04-30,115000.0000,base,foundry-field
0.0000,1040000.0000,FF-032,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1170000.0000,2027-04-30,130000.0000,base,foundry-field
0.0000,1160000.0000,FF-033,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1305000.0000,2027-04-30,145000.0000,base,foundry-field
0.0000,1280000.0000,FF-034,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1440000.0000,2027-04-30,160000.0000,base,foundry-field
0.0000,800000.0000,FF-035,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,900000.0000,2027-04-30,100000.0000,base,foundry-field
0.0000,920000.0000,FF-036,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,1035000.0000,2027-04-30,115000.0000,base,foundry-field
0.0000,0.0000,FF-037,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-038,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-039,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-040,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-041,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-042,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-043,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-044,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-045,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-046,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-047,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-048,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-049,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-050,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-051,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-052,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-053,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-054,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-055,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-056,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-057,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-058,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-059,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,0.0000,FF-060,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,foundry-field
0.0000,160000.0000,ATL-LIC-001,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,180000.0000,2027-04-30,20000.0000,base,atlas-meridian
0.0000,225000.0000,ATL-LIC-002,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,250000.0000,2027-04-30,25000.0000,base,atlas-meridian
0.0000,150000.0000,ATL-LIC-003,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,165000.0000,2027-04-30,15000.0000,base,atlas-meridian
240000.0000,220000.0000,ATL-LIC-004,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,20000.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-005,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-006,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-007,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-008,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-009,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-010,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-011,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,atlas-meridian
0.0000,0.0000,ATL-LIC-012,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,0.0000,2027-04-30,0.0000,base,atlas-meridian
0.0000,160000.0000,ATL-LIC-013,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,180000.0000,2027-04-30,20000.0000,base,atlas-meridian
0.0000,225000.0000,ATL-LIC-014,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,250000.0000,2027-04-30,25000.0000,base,atlas-meridian
0.0000,150000.0000,ATL-LIC-015,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,4,165000.0000,2027-04-30,15000.0000,base,atlas-meridian
0.0000,805000.0000,FF-001,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,920000.0000,2027-05-31,115000.0000,base,foundry-field
0.0000,910000.0000,FF-002,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1040000.0000,2027-05-31,130000.0000,base,foundry-field
0.0000,1015000.0000,FF-003,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1160000.0000,2027-05-31,145000.0000,base,foundry-field
0.0000,1120000.0000,FF-004,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1280000.0000,2027-05-31,160000.0000,base,foundry-field
0.0000,700000.0000,FF-005,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,800000.0000,2027-05-31,100000.0000,base,foundry-field
0.0000,805000.0000,FF-006,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,920000.0000,2027-05-31,115000.0000,base,foundry-field
0.0000,910000.0000,FF-007,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1040000.0000,2027-05-31,130000.0000,base,foundry-field
0.0000,1015000.0000,FF-008,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1160000.0000,2027-05-31,145000.0000,base,foundry-field
0.0000,1120000.0000,FF-009,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1280000.0000,2027-05-31,160000.0000,base,foundry-field
0.0000,700000.0000,FF-010,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,800000.0000,2027-05-31,100000.0000,base,foundry-field
0.0000,805000.0000,FF-011,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,920000.0000,2027-05-31,115000.0000,base,foundry-field
0.0000,910000.0000,FF-012,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1040000.0000,2027-05-31,130000.0000,base,foundry-field
0.0000,1015000.0000,FF-013,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1160000.0000,2027-05-31,145000.0000,base,foundry-field
0.0000,1120000.0000,FF-014,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1280000.0000,2027-05-31,160000.0000,base,foundry-field
0.0000,700000.0000,FF-015,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,800000.0000,2027-05-31,100000.0000,base,foundry-field
0.0000,805000.0000,FF-016,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,920000.0000,2027-05-31,115000.0000,base,foundry-field
0.0000,910000.0000,FF-017,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1040000.0000,2027-05-31,130000.0000,base,foundry-field
0.0000,1015000.0000,FF-018,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1160000.0000,2027-05-31,145000.0000,base,foundry-field
0.0000,1120000.0000,FF-019,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1280000.0000,2027-05-31,160000.0000,base,foundry-field
0.0000,700000.0000,FF-020,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,800000.0000,2027-05-31,100000.0000,base,foundry-field
0.0000,805000.0000,FF-021,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,920000.0000,2027-05-31,115000.0000,base,foundry-field
0.0000,910000.0000,FF-022,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1040000.0000,2027-05-31,130000.0000,base,foundry-field
0.0000,1015000.0000,FF-023,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1160000.0000,2027-05-31,145000.0000,base,foundry-field
0.0000,1120000.0000,FF-024,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1280000.0000,2027-05-31,160000.0000,base,foundry-field
0.0000,700000.0000,FF-025,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,800000.0000,2027-05-31,100000.0000,base,foundry-field
0.0000,805000.0000,FF-026,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,920000.0000,2027-05-31,115000.0000,base,foundry-field
0.0000,910000.0000,FF-027,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1040000.0000,2027-05-31,130000.0000,base,foundry-field
0.0000,1015000.0000,FF-028,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1160000.0000,2027-05-31,145000.0000,base,foundry-field
0.0000,1120000.0000,FF-029,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1280000.0000,2027-05-31,160000.0000,base,foundry-field
0.0000,700000.0000,FF-030,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,800000.0000,2027-05-31,100000.0000,base,foundry-field
0.0000,805000.0000,FF-031,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,920000.0000,2027-05-31,115000.0000,base,foundry-field
0.0000,910000.0000,FF-032,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1040000.0000,2027-05-31,130000.0000,base,foundry-field
0.0000,1015000.0000,FF-033,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1160000.0000,2027-05-31,145000.0000,base,foundry-field
0.0000,1120000.0000,FF-034,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,1280000.0000,2027-05-31,160000.0000,base,foundry-field
0.0000,700000.0000,FF-035,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,800000.0000,2027-05-31,100000.0000,base,foundry-field
0.0000,805000.0000,FF-036,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,920000.0000,2027-05-31,115000.0000,base,foundry-field
0.0000,0.0000,FF-037,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,0.0000,2027-05-31,0.0000,base,foundry-field
0.0000,0.0000,FF-038,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,0.0000,2027-05-31,0.0000,base,foundry-field
0.0000,0.0000,FF-039,0.0000,PUBLIC_SYNTHETIC_CONDITIONAL_FORECAST,5,0.0000,2027-05-31,0.0000,base,foundry-field
