acceptance_principal,account,accumulated_usd,achievement,allowance_usd,amount_usd,annual_recurring_usd,approved_hours,assay_evidence_sha256,attribution,authority,authorized_materials_budget_usd,availability,available_at,baseline_sha256,baseline_source,bedford_batch_id,billing_basis,bypass,certified_savings_usd,committed_fee_usd,committed_recognition_usd,contained_kg,cost_center,cost_usd,custody,customer_id,decision,determination_state,direct_materials_usd,disposition,due_date,engagement_id,event_id,fact_state,fee_fraction,feed_quantity,feed_unit,from_unit,host,hours,hours_required,independent_atlas_fee,independent_reviewer,invoice_id,kind,maintenance_owner,matter_class,matter_principal,measured_cost_usd,measurement_state,month_index,monthly_revenue_usd,operating_authority,originator,payable_id,payable_kg,payout_factor,performance_source,period,practice,professional_plane_included,qualified,question,reason,receiver,recovered_kg,renewal_term,responsible_person,responsible_role,reviewer,sales_value_usd,scenario,seats,settlement_state,site,source_id,stream,target_fee_usd,target_variable_usd,term,transfer_manifest,unit,value_officer,variable_fee_usd
,,,,,168000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,SYN-ATLAS-PARTNER-03,,,,,2027-05-31,,base-04-INVOICE-INV-base-base-04-OUTCOME_ACCEPTED-ATL-2027-03-evaluated-workflow,CONDITIONAL_FORECAST,,,,,,,,,,,INVOICE,,,,,,4,,,,,,,base-04-OUTCOME_ACCEPTED-ATL-2027-03-evaluated-workflow,2027-04-30,,,,,,,,,,,,,base,,,,INV-base-base-04-OUTCOME_ACCEPTED-ATL-2027-03-evaluated-workflow,,,,,,atlas-meridian,,
,BIZ_RESEARCH,,,,9000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-COST-WIL-VIBRATION,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,WIL-VIBRATION,,,,,,willow,,
,BIZ_RESEARCH,,,,7000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-COST-WIL-RF-FIELD,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,WIL-RF-FIELD,,,,,,willow,,
,BIZ_RESEARCH,,,,18000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-COST-WIL-CHEMISTRY,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,WIL-CHEMISTRY,,,,,,willow,,
,BIZ_RESEARCH,,,,4500.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-COST-WIL-INTERFACE,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,WIL-INTERFACE,,,,,,willow,,
,,,,,4000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-DEPRECIATION-FORT-TEST-RIG,CONDITIONAL_FORECAST,,,,,,,,,,,DEPRECIATION,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,FORT-TEST-RIG,,,,,,willow,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-DEPRECIATION-FORT-ANALYTICAL,CONDITIONAL_FORECAST,,,,,,,,,,,DEPRECIATION,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,FORT-ANALYTICAL,,,,,,willow,,
,,,,,7738.0952,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-DEPRECIATION-BEDFORD-MODULE,CONDITIONAL_FORECAST,,,,,,,,,,,DEPRECIATION,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,BEDFORD-MODULE,,,,,,project-cradle,,
,,,,,5333.3333,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-DEPRECIATION-STREAM17-MODULE,CONDITIONAL_FORECAST,,,,,,,,,,,DEPRECIATION,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,STREAM17-MODULE,,,,,,project-cradle,,
,,,,,,,,,,,,0.88,2026-09-09T00:00:00Z,,,,,False,,,,3960.0000,,,CAPTURED_MATERIAL_TITLE_AT_DECLARED_RECOVERY_POINT,,,,,,,,base-04-RECOVERY_RUN-STREAM17-base-04,CONDITIONAL_FORECAST,,132.0000,MINERAL_TONNES,,Kelly Gang Mining,,,,,,RECOVERY_RUN,,,,,,4,,HOST_PRIMARY_OPERATION_AND_STOP_AUTHORITY,,,,,,2027-04-30,,,,,,,2653.2000,,,,,,base,,,CRD-KGM17,STREAM17-base-04,stream17,,,,,project-cradle,,
,BIZ_PROCESSING,,,,8580.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-COST-PROCESS-STREAM17-base-04,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,PROCESS-STREAM17-base-04,,,,,,project-cradle,,
,,,,,,,,,,,,0.55,2026-09-09T00:00:00Z,,,,,False,,,,66.0000,,,CAPTURED_MATERIAL_TITLE_AT_DECLARED_RECOVERY_POINT,,,,,,,,base-04-RECOVERY_RUN-DEMOTTE-base-04,CONDITIONAL_FORECAST,,11000.0000,WATER_M3,,Demotte Reclamation Services,,,,,,RECOVERY_RUN,,,,,,4,,HOST_PRIMARY_OPERATION_AND_STOP_AUTHORITY,,,,,,2027-04-30,,,,,,,23.1000,,,,,,base,,,CRD-DEMOTTE,DEMOTTE-base-04,demotte,,,,,project-cradle,,
,BIZ_PROCESSING,,,,18500.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-COST-PROCESS-DEMOTTE-base-04,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,PROCESS-DEMOTTE-base-04,,,,,,project-cradle,,
,,,,,,,,6c79a5a0d2ed82d6f63e3ac949ddeb14c7929fc72c916a557dda72e6f135feb4,,,,,2026-09-09T00:00:00Z,,,BEDFORD-DEMOTTE-base-02,,,,,,,,,,,,,,,,,base-04-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-02,CONDITIONAL_FORECAST,,,,,Demotte Reclamation Services,,,,,,DOWNSTREAM_ACCEPTANCE,,,,,,4,,,,,18.4800,,,2027-04-30,,,,,,,,,,,,554.4000,base,,,,DEMOTTE-base-02,,,,,,project-cradle,,
,,,,,554.4000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,SYN-SPECIALIST-REFINER,,,,,2027-05-31,,base-04-INVOICE-INV-base-base-04-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-02,CONDITIONAL_FORECAST,,,,,,,,,,,INVOICE,,,,,,4,,,,,,,base-04-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-02,2027-04-30,,,,,,,,,,,,,base,,,,INV-base-base-04-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-02,,,,,,project-cradle,,
,,,,,,,,c24e3a5b01a71cc39ff8ffb63f8085bc3b6053782527b93326ff15ef1c182b25,,,,,2026-09-09T00:00:00Z,,,BEDFORD-STREAM17-base-03,,,,,,,,,,,,,,,,,base-04-DOWNSTREAM_ACCEPTANCE-STREAM17-base-03,CONDITIONAL_FORECAST,,,,,Kelly Gang Mining,,,,,,DOWNSTREAM_ACCEPTANCE,,,,,,4,,,,,2494.0080,,,2027-04-30,,,,,,,,,,,,99760.3200,base,,,,STREAM17-base-03,,,,,,project-cradle,,
,,,,,99760.3200,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,SYN-SPECIALIST-REFINER,,,,,2027-05-31,,base-04-INVOICE-INV-base-base-04-DOWNSTREAM_ACCEPTANCE-STREAM17-base-03,CONDITIONAL_FORECAST,,,,,,,,,,,INVOICE,,,,,,4,,,,,,,base-04-DOWNSTREAM_ACCEPTANCE-STREAM17-base-03,2027-04-30,,,,,,,,,,,,,base,,,,INV-base-base-04-DOWNSTREAM_ACCEPTANCE-STREAM17-base-03,,,,,,project-cradle,,
,BIZ_DELIVERY,,,,3979.8000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-COST-FREIGHT-STREAM17-base-03,CONDITIONAL_FORECAST,,,,,,,,,,,COST,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,FREIGHT-STREAM17-base-03,,,,,,project-cradle,,
,,,,49500.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-MONTH_END_ESTIMATE-foundry-field,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,foundry-field,,,,,,foundry-field,,
,,,,13200.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-MONTH_END_ESTIMATE-atlas-meridian,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,atlas-meridian,,,,,,atlas-meridian,,
,,,,19920.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-MONTH_END_ESTIMATE-advisory,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,advisory,,,,,,advisory,,
,,,,0.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-MONTH_END_ESTIMATE-willow,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,willow,,,,,,willow,,
,,,,2006.2944,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-MONTH_END_ESTIMATE-project-cradle,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,project-cradle,,,,,,project-cradle,,
,,,,0.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-MONTH_END_ESTIMATE-corporate,CONDITIONAL_FORECAST,,,,,,,,,,,MONTH_END_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,corporate,,,,,,corporate,,
,,,,1714500.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-CREDIT_RISK_ESTIMATE-foundry-field,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,foundry-field,,,,,,foundry-field,,
,,,,13200.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-CREDIT_RISK_ESTIMATE-atlas-meridian,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,atlas-meridian,,,,,,atlas-meridian,,
,,,,19920.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-CREDIT_RISK_ESTIMATE-advisory,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,advisory,,,,,,advisory,,
,,,,0.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-CREDIT_RISK_ESTIMATE-willow,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,willow,,,,,,willow,,
,,,,2006.2944,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-CREDIT_RISK_ESTIMATE-project-cradle,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,project-cradle,,,,,,project-cradle,,
,,,,0.0000,,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-04-CREDIT_RISK_ESTIMATE-corporate,CONDITIONAL_FORECAST,,,,,,,,,,,CREDIT_RISK_ESTIMATE,,,,,,4,,,,,,,,2027-04-30,,,,,,,,,,,,,base,,,,corporate,,,,,,corporate,,
,,,,,1170000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-COLLECTION-INV-base-FF-002-TERM-0,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-FF-002-TERM-0,COLLECTION,,,,,,5,,,,,,,,2027-05-31,,,,,,,,,,,,,base,,,,INV-base-FF-002-TERM-0,,,,,,foundry-field,,
,,,,,240000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-COLLECTION-INV-base-ATL-LIC-004-TERM-0,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-ATL-LIC-004-TERM-0,COLLECTION,,,,,,5,,,,,,,,2027-05-31,,,,,,,,,,,,,base,,,,INV-base-ATL-LIC-004-TERM-0,,,,,,atlas-meridian,,
,,,,,108000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-COLLECTION-INV-base-base-04-VALUE_CERTIFIED-ADV-2027-02,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-04-VALUE_CERTIFIED-ADV-2027-02,COLLECTION,,,,,,5,,,,,,,,2027-05-31,,,,,,,,,,,,,base,,,,INV-base-base-04-VALUE_CERTIFIED-ADV-2027-02,,,,,,advisory,,
,,,,,360000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-COLLECTION-INV-base-base-04-MATTER_ACCEPTANCE-ADV-2027-07,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-04-MATTER_ACCEPTANCE-ADV-2027-07,COLLECTION,,,,,,5,,,,,,,,2027-05-31,,,,,,,,,,,,,base,,,,INV-base-base-04-MATTER_ACCEPTANCE-ADV-2027-07,,,,,,advisory,,
,,,,,528000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-COLLECTION-INV-base-base-04-MATTER_ACCEPTANCE-ADV-2027-08,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-04-MATTER_ACCEPTANCE-ADV-2027-08,COLLECTION,,,,,,5,,,,,,,,2027-05-31,,,,,,,,,,,,,base,,,,INV-base-base-04-MATTER_ACCEPTANCE-ADV-2027-08,,,,,,advisory,,
,,,,,252000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-COLLECTION-INV-base-base-04-OUTCOME_ACCEPTED-ATL-2027-01-accepted-transfer,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-04-OUTCOME_ACCEPTED-ATL-2027-01-accepted-transfer,COLLECTION,,,,,,5,,,,,,,,2027-05-31,,,,,,,,,,,,,base,,,,INV-base-base-04-OUTCOME_ACCEPTED-ATL-2027-01-accepted-transfer,,,,,,atlas-meridian,,
,,,,,168000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-COLLECTION-INV-base-base-04-OUTCOME_ACCEPTED-ATL-2027-03-evaluated-workflow,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-04-OUTCOME_ACCEPTED-ATL-2027-03-evaluated-workflow,COLLECTION,,,,,,5,,,,,,,,2027-05-31,,,,,,,,,,,,,base,,,,INV-base-base-04-OUTCOME_ACCEPTED-ATL-2027-03-evaluated-workflow,,,,,,atlas-meridian,,
,,,,,554.4000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-COLLECTION-INV-base-base-04-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-02,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-04-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-02,COLLECTION,,,,,,5,,,,,,,,2027-05-31,,,,,,,,,,,,,base,,,,INV-base-base-04-DOWNSTREAM_ACCEPTANCE-DEMOTTE-base-02,,,,,,project-cradle,,
,,,,,99760.3200,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-COLLECTION-INV-base-base-04-DOWNSTREAM_ACCEPTANCE-STREAM17-base-03,CONDITIONAL_FORECAST,,,,,,,,,,INV-base-base-04-DOWNSTREAM_ACCEPTANCE-STREAM17-base-03,COLLECTION,,,,,,5,,,,,,,,2027-05-31,,,,,,,,,,,,,base,,,,INV-base-base-04-DOWNSTREAM_ACCEPTANCE-STREAM17-base-03,,,,,,project-cradle,,
,,,,,113000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-ESS-FACILITY-VENDORS,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-ESS-FACILITY-VENDORS,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-ESS-FACILITY-VENDORS,,,,,,corporate,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-001,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-001,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-001,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-002,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-002,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-002,,,,,,foundry-field,,
,,,,,3600.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-003,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-003,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-003,,,,,,foundry-field,,
,,,,,1800.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-004,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-004,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-004,,,,,,foundry-field,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-005,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-005,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-005,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-006,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-006,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-006,,,,,,foundry-field,,
,,,,,3600.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-007,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-007,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-007,,,,,,foundry-field,,
,,,,,1800.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-008,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-008,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-008,,,,,,foundry-field,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-009,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-009,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-009,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-010,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-010,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-010,,,,,,foundry-field,,
,,,,,3600.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-011,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-011,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-011,,,,,,foundry-field,,
,,,,,1800.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-012,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-012,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-012,,,,,,foundry-field,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-013,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-013,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-013,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-014,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-014,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-014,,,,,,foundry-field,,
,,,,,3600.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-015,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-015,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-015,,,,,,foundry-field,,
,,,,,1800.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-016,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-016,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-016,,,,,,foundry-field,,
,,,,,2400.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-017,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-017,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-017,,,,,,foundry-field,,
,,,,,3000.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-018,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-018,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-018,,,,,,foundry-field,,
,,,,,3600.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-019,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-019,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-019,,,,,,foundry-field,,
,,,,,1800.0000,,,,,,,,2026-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-020,CONDITIONAL_FORECAST,,,,,,,,,,,PAYMENT_REQUEST,,,,,,5,,,,AP-base-4-HOSTING-FF-020,,,,2027-05-31,,,,,,,,,,,,,base,,CONDITIONAL_SUBJECT_TO_ENTERPRISE_FUNDING,,AP-base-4-HOSTING-FF-020,,,,,,foundry-field,,
