allocation_basis,cash_flow,due_date,entity,funded_usd,invoice_id,journal_id,month,obligation_id,payable_id,period,request_kind,requested_usd,scenario,source_id,unit,unpaid_usd,year
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3000.0000,,ENT-base-0001258,5,OB-base-ENT-base-0001258-3526,AP-base-4-HOSTING-FF-010,2027-05-31,VENDOR_INVOICE,3000.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-010,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3600.0000,,ENT-base-0001259,5,OB-base-ENT-base-0001259-3528,AP-base-4-HOSTING-FF-011,2027-05-31,VENDOR_INVOICE,3600.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-011,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1800.0000,,ENT-base-0001260,5,OB-base-ENT-base-0001260-3530,AP-base-4-HOSTING-FF-012,2027-05-31,VENDOR_INVOICE,1800.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-012,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,2400.0000,,ENT-base-0001261,5,OB-base-ENT-base-0001261-3532,AP-base-4-HOSTING-FF-013,2027-05-31,VENDOR_INVOICE,2400.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-013,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3000.0000,,ENT-base-0001262,5,OB-base-ENT-base-0001262-3534,AP-base-4-HOSTING-FF-014,2027-05-31,VENDOR_INVOICE,3000.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-014,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3600.0000,,ENT-base-0001263,5,OB-base-ENT-base-0001263-3536,AP-base-4-HOSTING-FF-015,2027-05-31,VENDOR_INVOICE,3600.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-015,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1800.0000,,ENT-base-0001264,5,OB-base-ENT-base-0001264-3538,AP-base-4-HOSTING-FF-016,2027-05-31,VENDOR_INVOICE,1800.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-016,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,2400.0000,,ENT-base-0001265,5,OB-base-ENT-base-0001265-3540,AP-base-4-HOSTING-FF-017,2027-05-31,VENDOR_INVOICE,2400.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-017,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3000.0000,,ENT-base-0001266,5,OB-base-ENT-base-0001266-3542,AP-base-4-HOSTING-FF-018,2027-05-31,VENDOR_INVOICE,3000.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-018,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3600.0000,,ENT-base-0001267,5,OB-base-ENT-base-0001267-3544,AP-base-4-HOSTING-FF-019,2027-05-31,VENDOR_INVOICE,3600.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-019,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1800.0000,,ENT-base-0001268,5,OB-base-ENT-base-0001268-3546,AP-base-4-HOSTING-FF-020,2027-05-31,VENDOR_INVOICE,1800.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-020,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,2400.0000,,ENT-base-0001269,5,OB-base-ENT-base-0001269-3548,AP-base-4-HOSTING-FF-021,2027-05-31,VENDOR_INVOICE,2400.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-021,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3000.0000,,ENT-base-0001270,5,OB-base-ENT-base-0001270-3550,AP-base-4-HOSTING-FF-022,2027-05-31,VENDOR_INVOICE,3000.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-022,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3600.0000,,ENT-base-0001271,5,OB-base-ENT-base-0001271-3552,AP-base-4-HOSTING-FF-023,2027-05-31,VENDOR_INVOICE,3600.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-023,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1800.0000,,ENT-base-0001272,5,OB-base-ENT-base-0001272-3554,AP-base-4-HOSTING-FF-024,2027-05-31,VENDOR_INVOICE,1800.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-024,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,2400.0000,,ENT-base-0001273,5,OB-base-ENT-base-0001273-3556,AP-base-4-HOSTING-FF-025,2027-05-31,VENDOR_INVOICE,2400.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-025,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3000.0000,,ENT-base-0001274,5,OB-base-ENT-base-0001274-3558,AP-base-4-HOSTING-FF-026,2027-05-31,VENDOR_INVOICE,3000.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-026,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3600.0000,,ENT-base-0001275,5,OB-base-ENT-base-0001275-3560,AP-base-4-HOSTING-FF-027,2027-05-31,VENDOR_INVOICE,3600.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-027,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1800.0000,,ENT-base-0001276,5,OB-base-ENT-base-0001276-3562,AP-base-4-HOSTING-FF-028,2027-05-31,VENDOR_INVOICE,1800.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-028,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,2400.0000,,ENT-base-0001277,5,OB-base-ENT-base-0001277-3564,AP-base-4-HOSTING-FF-029,2027-05-31,VENDOR_INVOICE,2400.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-029,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3000.0000,,ENT-base-0001278,5,OB-base-ENT-base-0001278-3566,AP-base-4-HOSTING-FF-030,2027-05-31,VENDOR_INVOICE,3000.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-030,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3600.0000,,ENT-base-0001279,5,OB-base-ENT-base-0001279-3568,AP-base-4-HOSTING-FF-031,2027-05-31,VENDOR_INVOICE,3600.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-031,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1800.0000,,ENT-base-0001280,5,OB-base-ENT-base-0001280-3570,AP-base-4-HOSTING-FF-032,2027-05-31,VENDOR_INVOICE,1800.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-032,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,2400.0000,,ENT-base-0001281,5,OB-base-ENT-base-0001281-3572,AP-base-4-HOSTING-FF-033,2027-05-31,VENDOR_INVOICE,2400.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-033,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3000.0000,,ENT-base-0001282,5,OB-base-ENT-base-0001282-3574,AP-base-4-HOSTING-FF-034,2027-05-31,VENDOR_INVOICE,3000.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-034,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3600.0000,,ENT-base-0001283,5,OB-base-ENT-base-0001283-3576,AP-base-4-HOSTING-FF-035,2027-05-31,VENDOR_INVOICE,3600.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-035,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1800.0000,,ENT-base-0001284,5,OB-base-ENT-base-0001284-3578,AP-base-4-HOSTING-FF-036,2027-05-31,VENDOR_INVOICE,1800.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-FF-036,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1400.0000,,ENT-base-0001285,5,OB-base-ENT-base-0001285-3580,AP-base-4-HOSTING-ATL-LIC-001,2027-05-31,VENDOR_INVOICE,1400.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-ATL-LIC-001,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1600.0000,,ENT-base-0001286,5,OB-base-ENT-base-0001286-3582,AP-base-4-HOSTING-ATL-LIC-002,2027-05-31,VENDOR_INVOICE,1600.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-ATL-LIC-002,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1800.0000,,ENT-base-0001287,5,OB-base-ENT-base-0001287-3584,AP-base-4-HOSTING-ATL-LIC-003,2027-05-31,VENDOR_INVOICE,1800.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-ATL-LIC-003,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1200.0000,,ENT-base-0001288,5,OB-base-ENT-base-0001288-3586,AP-base-4-HOSTING-ATL-LIC-004,2027-05-31,VENDOR_INVOICE,1200.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-ATL-LIC-004,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1400.0000,,ENT-base-0001289,5,OB-base-ENT-base-0001289-3588,AP-base-4-HOSTING-ATL-LIC-013,2027-05-31,VENDOR_INVOICE,1400.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-ATL-LIC-013,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1600.0000,,ENT-base-0001290,5,OB-base-ENT-base-0001290-3590,AP-base-4-HOSTING-ATL-LIC-014,2027-05-31,VENDOR_INVOICE,1600.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-ATL-LIC-014,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1800.0000,,ENT-base-0001291,5,OB-base-ENT-base-0001291-3592,AP-base-4-HOSTING-ATL-LIC-015,2027-05-31,VENDOR_INVOICE,1800.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-HOSTING-ATL-LIC-015,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,2100.0000,,ENT-base-0001292,5,OB-base-ENT-base-0001292-3594,AP-base-4-TRAVEL-ADV-2027-01-transfer-and-handover,2027-05-31,VENDOR_INVOICE,2100.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-TRAVEL-ADV-2027-01-transfer-and-handover,advisory,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,2520.0000,,ENT-base-0001293,5,OB-base-ENT-base-0001293-3596,AP-base-4-TRAVEL-ADV-2027-02-transfer-and-handover,2027-05-31,VENDOR_INVOICE,2520.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-TRAVEL-ADV-2027-02-transfer-and-handover,advisory,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,2100.0000,,ENT-base-0001294,5,OB-base-ENT-base-0001294-3598,AP-base-4-TRAVEL-ADV-2027-05-scope-and-diagnosis,2027-05-31,VENDOR_INVOICE,2100.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-TRAVEL-ADV-2027-05-scope-and-diagnosis,advisory,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,8550.0000,,ENT-base-0001295,5,OB-base-ENT-base-0001295-3600,AP-base-4-COMPUTE-ATL-2027-01-accepted-transfer,2027-05-31,VENDOR_INVOICE,8550.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-COMPUTE-ATL-2027-01-accepted-transfer,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,8550.0000,,ENT-base-0001296,5,OB-base-ENT-base-0001296-3602,AP-base-4-COMPUTE-ATL-2027-03-evaluated-workflow,2027-05-31,VENDOR_INVOICE,8550.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-COMPUTE-ATL-2027-03-evaluated-workflow,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,9000.0000,,ENT-base-0001297,5,OB-base-ENT-base-0001297-3604,AP-base-4-WIL-VIBRATION,2027-05-31,VENDOR_INVOICE,9000.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-WIL-VIBRATION,willow,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,7000.0000,,ENT-base-0001298,5,OB-base-ENT-base-0001298-3606,AP-base-4-WIL-RF-FIELD,2027-05-31,VENDOR_INVOICE,7000.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-WIL-RF-FIELD,willow,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,18000.0000,,ENT-base-0001299,5,OB-base-ENT-base-0001299-3608,AP-base-4-WIL-CHEMISTRY,2027-05-31,VENDOR_INVOICE,18000.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-WIL-CHEMISTRY,willow,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,4500.0000,,ENT-base-0001300,5,OB-base-ENT-base-0001300-3610,AP-base-4-WIL-INTERFACE,2027-05-31,VENDOR_INVOICE,4500.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-WIL-INTERFACE,willow,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,8580.0000,,ENT-base-0001301,5,OB-base-ENT-base-0001301-3612,AP-base-4-PROCESS-STREAM17-base-04,2027-05-31,VENDOR_INVOICE,8580.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-PROCESS-STREAM17-base-04,project-cradle,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,18500.0000,,ENT-base-0001302,5,OB-base-ENT-base-0001302-3614,AP-base-4-PROCESS-DEMOTTE-base-04,2027-05-31,VENDOR_INVOICE,18500.0000,base,base-05-PAYMENT_REQUEST-AP-base-4-PROCESS-DEMOTTE-base-04,project-cradle,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,3979.8000,,ENT-base-0001303,5,OB-base-ENT-base-0001303-3616,AP-base-4-FREIGHT-STREAM17-base-03,2027-05-31,VENDOR_INVOICE,3979.8000,base,base-05-PAYMENT_REQUEST-AP-base-4-FREIGHT-STREAM17-base-03,project-cradle,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,19952.0640,INV-base-base-03-DOWNSTREAM_ACCEPTANCE-STREAM17-base-02,ENT-base-0001304,5,OB-base-ENT-base-0001304-3618,,2027-05-31,HOST_SETTLEMENT,19952.0640,base,base-05-HOST_SETTLEMENT_REQUEST-INV-base-base-03-DOWNSTREAM_ACCEPTANCE-STREAM17-base-02-5,project-cradle,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,1933333.3280,,ENT-base-0001305,5,OB-base-ENT-base-0001305-3620,,2027-05-31,PAYROLL_BATCH,1933333.3280,base,base-05-PAYROLL_REQUEST-foundry-field,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,524999.9988,,ENT-base-0001306,5,OB-base-ENT-base-0001306-3622,,2027-05-31,PAYROLL_BATCH,524999.9988,base,base-05-PAYROLL_REQUEST-atlas-meridian,atlas-meridian,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,418333.3344,,ENT-base-0001307,5,OB-base-ENT-base-0001307-3624,,2027-05-31,PAYROLL_BATCH,418333.3344,base,base-05-PAYROLL_REQUEST-advisory,advisory,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,295000.0000,,ENT-base-0001308,5,OB-base-ENT-base-0001308-3626,,2027-05-31,PAYROLL_BATCH,295000.0000,base,base-05-PAYROLL_REQUEST-willow,willow,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,187500.0006,,ENT-base-0001309,5,OB-base-ENT-base-0001309-3628,,2027-05-31,PAYROLL_BATCH,187500.0006,base,base-05-PAYROLL_REQUEST-project-cradle,project-cradle,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,2834999.9956,,ENT-base-0001310,5,OB-base-ENT-base-0001310-3630,,2027-05-31,PAYROLL_BATCH,2834999.9956,base,base-05-PAYROLL_REQUEST-corporate,corporate,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-05-31,SHI,23000.0000,INV-base-FF-001-TERM-0,ENT-base-0001314,5,OB-base-ENT-base-0001314-3638,,2027-05-31,OTHER_OPERATING_REQUEST,23000.0000,base,base-05-CREDIT_NOTE-SYN-INC-FF-001-INV-base-FF-001-TERM-0,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,188500.0000,,ENT-base-0001460,6,OB-base-ENT-base-0001460-3981,,2027-06-30,OTHER_OPERATING_REQUEST,188500.0000,base,CORE-INTEREST,corporate,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,113000.0000,,ENT-base-0001468,6,OB-base-ENT-base-0001468-3997,AP-base-5-ESS-FACILITY-VENDORS,2027-06-30,VENDOR_INVOICE,113000.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-ESS-FACILITY-VENDORS,corporate,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,2400.0000,,ENT-base-0001469,6,OB-base-ENT-base-0001469-3999,AP-base-5-HOSTING-FF-001,2027-06-30,VENDOR_INVOICE,2400.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-001,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,3000.0000,,ENT-base-0001470,6,OB-base-ENT-base-0001470-4001,AP-base-5-HOSTING-FF-002,2027-06-30,VENDOR_INVOICE,3000.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-002,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,3600.0000,,ENT-base-0001471,6,OB-base-ENT-base-0001471-4003,AP-base-5-HOSTING-FF-003,2027-06-30,VENDOR_INVOICE,3600.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-003,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,1800.0000,,ENT-base-0001472,6,OB-base-ENT-base-0001472-4005,AP-base-5-HOSTING-FF-004,2027-06-30,VENDOR_INVOICE,1800.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-004,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,2400.0000,,ENT-base-0001473,6,OB-base-ENT-base-0001473-4007,AP-base-5-HOSTING-FF-005,2027-06-30,VENDOR_INVOICE,2400.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-005,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,3000.0000,,ENT-base-0001474,6,OB-base-ENT-base-0001474-4009,AP-base-5-HOSTING-FF-006,2027-06-30,VENDOR_INVOICE,3000.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-006,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,3600.0000,,ENT-base-0001475,6,OB-base-ENT-base-0001475-4011,AP-base-5-HOSTING-FF-007,2027-06-30,VENDOR_INVOICE,3600.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-007,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,1800.0000,,ENT-base-0001476,6,OB-base-ENT-base-0001476-4013,AP-base-5-HOSTING-FF-008,2027-06-30,VENDOR_INVOICE,1800.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-008,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,2400.0000,,ENT-base-0001477,6,OB-base-ENT-base-0001477-4015,AP-base-5-HOSTING-FF-009,2027-06-30,VENDOR_INVOICE,2400.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-009,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,3000.0000,,ENT-base-0001478,6,OB-base-ENT-base-0001478-4017,AP-base-5-HOSTING-FF-010,2027-06-30,VENDOR_INVOICE,3000.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-010,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,3600.0000,,ENT-base-0001479,6,OB-base-ENT-base-0001479-4019,AP-base-5-HOSTING-FF-011,2027-06-30,VENDOR_INVOICE,3600.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-011,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,1800.0000,,ENT-base-0001480,6,OB-base-ENT-base-0001480-4021,AP-base-5-HOSTING-FF-012,2027-06-30,VENDOR_INVOICE,1800.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-012,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,2400.0000,,ENT-base-0001481,6,OB-base-ENT-base-0001481-4023,AP-base-5-HOSTING-FF-013,2027-06-30,VENDOR_INVOICE,2400.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-013,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,3000.0000,,ENT-base-0001482,6,OB-base-ENT-base-0001482-4025,AP-base-5-HOSTING-FF-014,2027-06-30,VENDOR_INVOICE,3000.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-014,foundry-field,0.0000,2027
ILLUSTRATIVE_FIFO_WITHIN_FLOW_NOT_ACTUAL_PAYMENT,OPERATING,2027-06-30,SHI,3600.0000,,ENT-base-0001483,6,OB-base-ENT-base-0001483-4027,AP-base-5-HOSTING-FF-015,2027-06-30,VENDOR_INVOICE,3600.0000,base,base-06-PAYMENT_REQUEST-AP-base-5-HOSTING-FF-015,foundry-field,0.0000,2027
