cash_flow,closing_unpaid_usd,funded_in_period_usd,obligation_id,period,scenario,unit
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001489-4039,2027-06-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001490-4041,2027-06-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001491-4043,2027-06-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001492-4045,2027-06-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001493-4047,2027-06-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001494-4049,2027-06-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001495-4051,2027-06-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001496-4053,2027-06-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001497-4055,2027-06-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001498-4057,2027-06-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001499-4059,2027-06-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001500-4061,2027-06-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001501-4063,2027-06-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001502-4065,2027-06-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001503-4067,2027-06-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001504-4069,2027-06-30,base,foundry-field
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0001505-4071,2027-06-30,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0001506-4073,2027-06-30,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001507-4075,2027-06-30,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0001508-4077,2027-06-30,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0001509-4079,2027-06-30,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0001510-4081,2027-06-30,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0001511-4083,2027-06-30,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001512-4085,2027-06-30,base,atlas-meridian
OPERATING,0.0000,2940.0000,OB-base-ENT-base-0001513-4087,2027-06-30,base,advisory
OPERATING,0.0000,3360.0000,OB-base-ENT-base-0001514-4089,2027-06-30,base,advisory
OPERATING,0.0000,9832.5000,OB-base-ENT-base-0001515-4091,2027-06-30,base,atlas-meridian
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0001516-4093,2027-06-30,base,atlas-meridian
OPERATING,0.0000,9000.0000,OB-base-ENT-base-0001517-4095,2027-06-30,base,willow
OPERATING,0.0000,7000.0000,OB-base-ENT-base-0001518-4097,2027-06-30,base,willow
OPERATING,0.0000,18000.0000,OB-base-ENT-base-0001519-4099,2027-06-30,base,willow
OPERATING,0.0000,4500.0000,OB-base-ENT-base-0001520-4101,2027-06-30,base,willow
OPERATING,0.0000,8580.0000,OB-base-ENT-base-0001521-4103,2027-06-30,base,project-cradle
OPERATING,0.0000,18500.0000,OB-base-ENT-base-0001522-4105,2027-06-30,base,project-cradle
OPERATING,0.0000,3979.8000,OB-base-ENT-base-0001523-4107,2027-06-30,base,project-cradle
OPERATING,0.0000,19952.0640,OB-base-ENT-base-0001524-4109,2027-06-30,base,project-cradle
OPERATING,0.0000,1933333.3280,OB-base-ENT-base-0001525-4111,2027-06-30,base,foundry-field
OPERATING,0.0000,524999.9988,OB-base-ENT-base-0001526-4113,2027-06-30,base,atlas-meridian
OPERATING,0.0000,418333.3344,OB-base-ENT-base-0001527-4115,2027-06-30,base,advisory
OPERATING,0.0000,295000.0000,OB-base-ENT-base-0001528-4117,2027-06-30,base,willow
OPERATING,0.0000,187500.0006,OB-base-ENT-base-0001529-4119,2027-06-30,base,project-cradle
OPERATING,0.0000,2834999.9956,OB-base-ENT-base-0001530-4121,2027-06-30,base,corporate
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001607-4275,2027-06-30,base,atlas-meridian
FINANCING,0.0000,100000.0000,OB-base-ENT-base-0001461-3983,2027-06-30,base,corporate
OPERATING,0.0000,187958.3333,OB-base-ENT-base-0001689-4490,2027-07-31,base,corporate
OPERATING,0.0000,113000.0000,OB-base-ENT-base-0001700-4512,2027-07-31,base,corporate
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001701-4514,2027-07-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001702-4516,2027-07-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001703-4518,2027-07-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001704-4520,2027-07-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001705-4522,2027-07-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001706-4524,2027-07-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001707-4526,2027-07-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001708-4528,2027-07-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001709-4530,2027-07-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001710-4532,2027-07-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001711-4534,2027-07-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001712-4536,2027-07-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001713-4538,2027-07-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001714-4540,2027-07-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001715-4542,2027-07-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001716-4544,2027-07-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001717-4546,2027-07-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001718-4548,2027-07-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001719-4550,2027-07-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001720-4552,2027-07-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001721-4554,2027-07-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001722-4556,2027-07-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001723-4558,2027-07-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001724-4560,2027-07-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001725-4562,2027-07-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001726-4564,2027-07-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001727-4566,2027-07-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001728-4568,2027-07-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001729-4570,2027-07-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001730-4572,2027-07-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001731-4574,2027-07-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001732-4576,2027-07-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001733-4578,2027-07-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001734-4580,2027-07-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001735-4582,2027-07-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001736-4584,2027-07-31,base,foundry-field
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0001737-4586,2027-07-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0001738-4588,2027-07-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001739-4590,2027-07-31,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0001740-4592,2027-07-31,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0001741-4594,2027-07-31,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0001742-4596,2027-07-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0001743-4598,2027-07-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001744-4600,2027-07-31,base,atlas-meridian
OPERATING,0.0000,5880.0000,OB-base-ENT-base-0001745-4602,2027-07-31,base,advisory
OPERATING,0.0000,2940.0000,OB-base-ENT-base-0001746-4604,2027-07-31,base,advisory
OPERATING,0.0000,5880.0000,OB-base-ENT-base-0001747-4606,2027-07-31,base,advisory
OPERATING,0.0000,7728.0000,OB-base-ENT-base-0001748-4608,2027-07-31,base,advisory
OPERATING,0.0000,2100.0000,OB-base-ENT-base-0001749-4610,2027-07-31,base,advisory
OPERATING,0.0000,2520.0000,OB-base-ENT-base-0001750-4612,2027-07-31,base,advisory
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0001751-4614,2027-07-31,base,atlas-meridian
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0001752-4616,2027-07-31,base,atlas-meridian
OPERATING,0.0000,9000.0000,OB-base-ENT-base-0001753-4618,2027-07-31,base,willow
OPERATING,0.0000,7000.0000,OB-base-ENT-base-0001754-4620,2027-07-31,base,willow
OPERATING,0.0000,18000.0000,OB-base-ENT-base-0001755-4622,2027-07-31,base,willow
OPERATING,0.0000,8580.0000,OB-base-ENT-base-0001756-4624,2027-07-31,base,project-cradle
OPERATING,0.0000,18500.0000,OB-base-ENT-base-0001757-4626,2027-07-31,base,project-cradle
OPERATING,0.0000,3979.8000,OB-base-ENT-base-0001758-4628,2027-07-31,base,project-cradle
OPERATING,0.0000,19952.0640,OB-base-ENT-base-0001759-4630,2027-07-31,base,project-cradle
OPERATING,0.0000,1945416.6613,OB-base-ENT-base-0001760-4632,2027-07-31,base,foundry-field
OPERATING,0.0000,524999.9988,OB-base-ENT-base-0001761-4634,2027-07-31,base,atlas-meridian
OPERATING,0.0000,418333.3344,OB-base-ENT-base-0001762-4636,2027-07-31,base,advisory
OPERATING,0.0000,295000.0000,OB-base-ENT-base-0001763-4638,2027-07-31,base,willow
OPERATING,0.0000,187500.0006,OB-base-ENT-base-0001764-4640,2027-07-31,base,project-cradle
OPERATING,0.0000,2834999.9956,OB-base-ENT-base-0001765-4642,2027-07-31,base,corporate
FINANCING,0.0000,100000.0000,OB-base-ENT-base-0001690-4492,2027-07-31,base,corporate
OPERATING,0.0000,187416.6667,OB-base-ENT-base-0001926-5001,2027-08-31,base,corporate
OPERATING,0.0000,113000.0000,OB-base-ENT-base-0001937-5023,2027-08-31,base,corporate
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001938-5025,2027-08-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001939-5027,2027-08-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001940-5029,2027-08-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001941-5031,2027-08-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001942-5033,2027-08-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001943-5035,2027-08-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001944-5037,2027-08-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001945-5039,2027-08-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001946-5041,2027-08-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001947-5043,2027-08-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001948-5045,2027-08-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001949-5047,2027-08-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001950-5049,2027-08-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001951-5051,2027-08-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001952-5053,2027-08-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001953-5055,2027-08-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001954-5057,2027-08-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001955-5059,2027-08-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001956-5061,2027-08-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001957-5063,2027-08-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001958-5065,2027-08-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001959-5067,2027-08-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001960-5069,2027-08-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001961-5071,2027-08-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001962-5073,2027-08-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001963-5075,2027-08-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001964-5077,2027-08-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001965-5079,2027-08-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001966-5081,2027-08-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001967-5083,2027-08-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001968-5085,2027-08-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001969-5087,2027-08-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0001970-5089,2027-08-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0001971-5091,2027-08-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0001972-5093,2027-08-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001973-5095,2027-08-31,base,foundry-field
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0001974-5097,2027-08-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0001975-5099,2027-08-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001976-5101,2027-08-31,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0001977-5103,2027-08-31,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0001978-5105,2027-08-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0001979-5107,2027-08-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001980-5109,2027-08-31,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0001981-5111,2027-08-31,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0001982-5113,2027-08-31,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0001983-5115,2027-08-31,base,atlas-meridian
OPERATING,0.0000,6720.0000,OB-base-ENT-base-0001984-5117,2027-08-31,base,advisory
OPERATING,0.0000,3360.0000,OB-base-ENT-base-0001985-5119,2027-08-31,base,advisory
OPERATING,0.0000,2940.0000,OB-base-ENT-base-0001986-5121,2027-08-31,base,advisory
OPERATING,0.0000,3360.0000,OB-base-ENT-base-0001987-5123,2027-08-31,base,advisory
OPERATING,0.0000,4200.0000,OB-base-ENT-base-0001988-5125,2027-08-31,base,advisory
OPERATING,0.0000,5040.0000,OB-base-ENT-base-0001989-5127,2027-08-31,base,advisory
OPERATING,0.0000,2940.0000,OB-base-ENT-base-0001990-5129,2027-08-31,base,advisory
OPERATING,0.0000,3360.0000,OB-base-ENT-base-0001991-5131,2027-08-31,base,advisory
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0001992-5133,2027-08-31,base,atlas-meridian
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0001993-5135,2027-08-31,base,atlas-meridian
OPERATING,0.0000,9000.0000,OB-base-ENT-base-0001994-5137,2027-08-31,base,willow
OPERATING,0.0000,18000.0000,OB-base-ENT-base-0001995-5139,2027-08-31,base,willow
OPERATING,0.0000,8000.0000,OB-base-ENT-base-0001996-5141,2027-08-31,base,willow
OPERATING,0.0000,8580.0000,OB-base-ENT-base-0001997-5143,2027-08-31,base,project-cradle
OPERATING,0.0000,18500.0000,OB-base-ENT-base-0001998-5145,2027-08-31,base,project-cradle
OPERATING,0.0000,3979.8000,OB-base-ENT-base-0001999-5147,2027-08-31,base,project-cradle
OPERATING,0.0000,19952.0640,OB-base-ENT-base-0002000-5149,2027-08-31,base,project-cradle
OPERATING,0.0000,1945416.6613,OB-base-ENT-base-0002001-5151,2027-08-31,base,foundry-field
OPERATING,0.0000,524999.9988,OB-base-ENT-base-0002002-5153,2027-08-31,base,atlas-meridian
OPERATING,0.0000,420833.3344,OB-base-ENT-base-0002003-5155,2027-08-31,base,advisory
OPERATING,0.0000,292500.0000,OB-base-ENT-base-0002004-5157,2027-08-31,base,willow
OPERATING,0.0000,187500.0006,OB-base-ENT-base-0002005-5159,2027-08-31,base,project-cradle
OPERATING,0.0000,2834999.9956,OB-base-ENT-base-0002006-5161,2027-08-31,base,corporate
FINANCING,0.0000,100000.0000,OB-base-ENT-base-0001927-5003,2027-08-31,base,corporate
OPERATING,0.0000,186875.0000,OB-base-ENT-base-0002167-5521,2027-09-30,base,corporate
OPERATING,0.0000,113000.0000,OB-base-ENT-base-0002176-5539,2027-09-30,base,corporate
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002177-5541,2027-09-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002178-5543,2027-09-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002179-5545,2027-09-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002180-5547,2027-09-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002181-5549,2027-09-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002182-5551,2027-09-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002183-5553,2027-09-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002184-5555,2027-09-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002185-5557,2027-09-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002186-5559,2027-09-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002187-5561,2027-09-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002188-5563,2027-09-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002189-5565,2027-09-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002190-5567,2027-09-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002191-5569,2027-09-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002192-5571,2027-09-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002193-5573,2027-09-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002194-5575,2027-09-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002195-5577,2027-09-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002196-5579,2027-09-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002197-5581,2027-09-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002198-5583,2027-09-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002199-5585,2027-09-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002200-5587,2027-09-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002201-5589,2027-09-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002202-5591,2027-09-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002203-5593,2027-09-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002204-5595,2027-09-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002205-5597,2027-09-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002206-5599,2027-09-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002207-5601,2027-09-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002208-5603,2027-09-30,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002209-5605,2027-09-30,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002210-5607,2027-09-30,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002211-5609,2027-09-30,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002212-5611,2027-09-30,base,foundry-field
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002213-5613,2027-09-30,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002214-5615,2027-09-30,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002215-5617,2027-09-30,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0002216-5619,2027-09-30,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002217-5621,2027-09-30,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002218-5623,2027-09-30,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002219-5625,2027-09-30,base,atlas-meridian
OPERATING,0.0000,1200.0000,OB-base-ENT-base-0002220-5627,2027-09-30,base,atlas-meridian
OPERATING,0.0000,1400.0000,OB-base-ENT-base-0002221-5629,2027-09-30,base,atlas-meridian
OPERATING,0.0000,1600.0000,OB-base-ENT-base-0002222-5631,2027-09-30,base,atlas-meridian
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002223-5633,2027-09-30,base,atlas-meridian
OPERATING,0.0000,4200.0000,OB-base-ENT-base-0002224-5635,2027-09-30,base,advisory
OPERATING,0.0000,2100.0000,OB-base-ENT-base-0002225-5637,2027-09-30,base,advisory
OPERATING,0.0000,2100.0000,OB-base-ENT-base-0002226-5639,2027-09-30,base,advisory
OPERATING,0.0000,2520.0000,OB-base-ENT-base-0002227-5641,2027-09-30,base,advisory
OPERATING,0.0000,5880.0000,OB-base-ENT-base-0002228-5643,2027-09-30,base,advisory
OPERATING,0.0000,6720.0000,OB-base-ENT-base-0002229-5645,2027-09-30,base,advisory
OPERATING,0.0000,2100.0000,OB-base-ENT-base-0002230-5647,2027-09-30,base,advisory
OPERATING,0.0000,2520.0000,OB-base-ENT-base-0002231-5649,2027-09-30,base,advisory
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0002232-5651,2027-09-30,base,atlas-meridian
OPERATING,0.0000,8550.0000,OB-base-ENT-base-0002233-5653,2027-09-30,base,atlas-meridian
OPERATING,0.0000,9000.0000,OB-base-ENT-base-0002234-5655,2027-09-30,base,willow
OPERATING,0.0000,18000.0000,OB-base-ENT-base-0002235-5657,2027-09-30,base,willow
OPERATING,0.0000,8000.0000,OB-base-ENT-base-0002236-5659,2027-09-30,base,willow
OPERATING,0.0000,8580.0000,OB-base-ENT-base-0002237-5661,2027-09-30,base,project-cradle
OPERATING,0.0000,18500.0000,OB-base-ENT-base-0002238-5663,2027-09-30,base,project-cradle
OPERATING,0.0000,3979.8000,OB-base-ENT-base-0002239-5665,2027-09-30,base,project-cradle
OPERATING,0.0000,19952.0640,OB-base-ENT-base-0002240-5667,2027-09-30,base,project-cradle
OPERATING,0.0000,1933333.3280,OB-base-ENT-base-0002241-5669,2027-09-30,base,foundry-field
OPERATING,0.0000,539583.3321,OB-base-ENT-base-0002242-5671,2027-09-30,base,atlas-meridian
OPERATING,0.0000,420833.3344,OB-base-ENT-base-0002243-5673,2027-09-30,base,advisory
OPERATING,0.0000,292500.0000,OB-base-ENT-base-0002244-5675,2027-09-30,base,willow
OPERATING,0.0000,187500.0006,OB-base-ENT-base-0002245-5677,2027-09-30,base,project-cradle
OPERATING,0.0000,2834999.9956,OB-base-ENT-base-0002246-5679,2027-09-30,base,corporate
OPERATING,0.0000,640000.0000,OB-base-ENT-base-0002254-5695,2027-09-30,base,foundry-field
FINANCING,0.0000,100000.0000,OB-base-ENT-base-0002168-5523,2027-09-30,base,corporate
OPERATING,0.0000,186333.3333,OB-base-ENT-base-0002411-6047,2027-10-31,base,corporate
OPERATING,0.0000,113000.0000,OB-base-ENT-base-0002426-6077,2027-10-31,base,corporate
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002427-6079,2027-10-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002428-6081,2027-10-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002429-6083,2027-10-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002430-6085,2027-10-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002431-6087,2027-10-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002432-6089,2027-10-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002433-6091,2027-10-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002434-6093,2027-10-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002435-6095,2027-10-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002436-6097,2027-10-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002437-6099,2027-10-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002438-6101,2027-10-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002439-6103,2027-10-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002440-6105,2027-10-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002441-6107,2027-10-31,base,foundry-field
OPERATING,0.0000,2400.0000,OB-base-ENT-base-0002442-6109,2027-10-31,base,foundry-field
OPERATING,0.0000,3000.0000,OB-base-ENT-base-0002443-6111,2027-10-31,base,foundry-field
OPERATING,0.0000,3600.0000,OB-base-ENT-base-0002444-6113,2027-10-31,base,foundry-field
OPERATING,0.0000,1800.0000,OB-base-ENT-base-0002445-6115,2027-10-31,base,foundry-field
