site_id,building_id,floor_id,room_id,name,area_m2,access,geometry_role,assigned_desks,shared_desks,touchdown_seats,training_seats,meeting_seats,dining_seats,resident_beds,special_use_capacity,source
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R10,Room210 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R11,Room211 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R12,Room212 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R13,Room213 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R14,Room214 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R15,Room215 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R16,Room216 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R17,Room217 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R18,Room218 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R19,Room219 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L02,SH-SITE-0001-D-L02-R20,Room220 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R01,Room301 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R02,Room302 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R03,Room303 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R04,Room304 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R05,Room305 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R06,Room306 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R07,Room307 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R08,Room308 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R09,Room309 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R10,Room310 / cohort,28.98574848,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R11,Room311 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R12,Room312 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R13,Room313 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R14,Room314 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R15,Room315 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R16,Room316 / cohort,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R17,Room317 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R18,Room318 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R19,Room319 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-SITE-0001,SH-SITE-0001-D,SH-SITE-0001-D-L03,SH-SITE-0001-D-L03-R20,Room320 / faculty / visitor,30.918131712,resident,partitioned_room,0,0,0,0,0,0,1,,geospatial/facilities/source/campus.json
SH-IND-FAC-TAY-YARD,SH-IND-FAC-TAY-YARD-B01,SH-IND-FAC-TAY-YARD-B01-L01,SH-IND-FAC-TAY-YARD-B01-L01-R01,Running repair / inspection hall,1008,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-YARD,SH-IND-FAC-TAY-YARD-B01,SH-IND-FAC-TAY-YARD-B01-L01,SH-IND-FAC-TAY-YARD-B01-L01-R02,Parts and controlled stores,144,staff,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-YARD,SH-IND-FAC-TAY-YARD-B01,SH-IND-FAC-TAY-YARD-B01-L01,SH-IND-FAC-TAY-YARD-B01-L01-R03,Workshop support and welfare,108,staff,program_zone,1,0,0,0,4,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-YARD,SH-IND-FAC-TAY-YARD-B02,SH-IND-FAC-TAY-YARD-B02-L01,SH-IND-FAC-TAY-YARD-B02-L01-R01,Dispatch and controlled communications,96,restricted,program_zone,3,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-YARD,SH-IND-FAC-TAY-YARD-B02,SH-IND-FAC-TAY-YARD-B02-L01,SH-IND-FAC-TAY-YARD-B02-L01-R02,Crew briefing and sign-on,96,staff,program_zone,0,0,0,0,12,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-YARD,SH-IND-FAC-TAY-YARD-B02,SH-IND-FAC-TAY-YARD-B02-L01,SH-IND-FAC-TAY-YARD-B02-L01-R03,Operating supervision,96,staff,program_zone,2,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-YARD,SH-IND-FAC-TAY-YARD-B02,SH-IND-FAC-TAY-YARD-B02-L01,SH-IND-FAC-TAY-YARD-B02-L01-R04,Crew welfare and lockers,144,staff,program_zone,0,0,0,0,12,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-YARD,SH-IND-FAC-TAY-YARD-B02,SH-IND-FAC-TAY-YARD-B02-L01,SH-IND-FAC-TAY-YARD-B02-L01-R05,Qualification / records work,96,staff,program_zone,0,3,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-YARD,SH-IND-FAC-TAY-YARD-B02,SH-IND-FAC-TAY-YARD-B02-L01,SH-IND-FAC-TAY-YARD-B02-L01-R06,Wet and service reserve,48,service,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-WAREHOUSE,SH-IND-FAC-TAY-WAREHOUSE-B01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01-R01,Pallet storage zone,10145.011968000003,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-WAREHOUSE,SH-IND-FAC-TAY-WAREHOUSE-B01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01-R02,Receiving and quarantine,1950.9638400000001,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-WAREHOUSE,SH-IND-FAC-TAY-WAREHOUSE-B01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01-R03,Order assembly and dispatch,1950.9638400000001,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-WAREHOUSE,SH-IND-FAC-TAY-WAREHOUSE-B01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01-R04,Customer support,975.4819200000001,staff,program_zone,2,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-WAREHOUSE,SH-IND-FAC-TAY-WAREHOUSE-B01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01-R05,Welfare reserve,1170.578304,staff,program_zone,0,0,0,0,4,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-WAREHOUSE,SH-IND-FAC-TAY-WAREHOUSE-B01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01,SH-IND-FAC-TAY-WAREHOUSE-B01-L01-R06,Protected MHE service reserve,1365.674688,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-TRUCK,SH-IND-FAC-TAY-TRUCK-B01,SH-IND-FAC-TAY-TRUCK-B01-L01,SH-IND-FAC-TAY-TRUCK-B01-L01-R01,Drive-through inspection reserve,630,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-TRUCK,SH-IND-FAC-TAY-TRUCK-B01,SH-IND-FAC-TAY-TRUCK-B01-L01,SH-IND-FAC-TAY-TRUCK-B01-L01-R02,Dispatch and driver check-in,108,staff,program_zone,2,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-TRUCK,SH-IND-FAC-TAY-TRUCK-B01,SH-IND-FAC-TAY-TRUCK-B01-L01,SH-IND-FAC-TAY-TRUCK-B01-L01-R03,Driver welfare,72,staff,program_zone,0,0,0,0,6,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-TAY-TRUCK,SH-IND-FAC-TAY-TRUCK-B01,SH-IND-FAC-TAY-TRUCK-B01-L01,SH-IND-FAC-TAY-TRUCK-B01-L01-R04,Parts and mechanic work,72,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-RAW-WAREHOUSE,SH-IND-FAC-RAW-WAREHOUSE-B01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01-R01,Pallet storage zone,3623.2185600000003,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-RAW-WAREHOUSE,SH-IND-FAC-RAW-WAREHOUSE-B01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01-R02,Receiving and quarantine,696.7728000000001,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-RAW-WAREHOUSE,SH-IND-FAC-RAW-WAREHOUSE-B01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01-R03,Order assembly and dispatch,696.7728000000001,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-RAW-WAREHOUSE,SH-IND-FAC-RAW-WAREHOUSE-B01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01-R04,Customer support,348.38640000000004,staff,program_zone,1,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-RAW-WAREHOUSE,SH-IND-FAC-RAW-WAREHOUSE-B01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01-R05,Welfare reserve,418.06368,staff,program_zone,0,0,0,0,2,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-RAW-WAREHOUSE,SH-IND-FAC-RAW-WAREHOUSE-B01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01,SH-IND-FAC-RAW-WAREHOUSE-B01-L01-R06,Protected MHE service reserve,487.74096,industrial,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-ARU-OFFICE,SH-IND-FAC-ARU-OFFICE-B01,SH-IND-FAC-ARU-OFFICE-B01-L01,SH-IND-FAC-ARU-OFFICE-B01-L01-R01,Customer and operations desk,96,staff,program_zone,4,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-ARU-OFFICE,SH-IND-FAC-ARU-OFFICE-B01,SH-IND-FAC-ARU-OFFICE-B01-L01,SH-IND-FAC-ARU-OFFICE-B01-L01-R02,Finance and administration,96,staff,program_zone,4,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-ARU-OFFICE,SH-IND-FAC-ARU-OFFICE-B01,SH-IND-FAC-ARU-OFFICE-B01-L01,SH-IND-FAC-ARU-OFFICE-B01-L01-R03,Operating leadership,96,staff,program_zone,2,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-ARU-OFFICE,SH-IND-FAC-ARU-OFFICE-B01,SH-IND-FAC-ARU-OFFICE-B01-L01,SH-IND-FAC-ARU-OFFICE-B01-L01-R04,Customer / team meeting,144,staff,program_zone,0,0,0,0,10,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-ARU-OFFICE,SH-IND-FAC-ARU-OFFICE-B01,SH-IND-FAC-ARU-OFFICE-B01-L01,SH-IND-FAC-ARU-OFFICE-B01-L01-R05,Records and quiet work,96,staff,program_zone,0,2,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-IND-FAC-ARU-OFFICE,SH-IND-FAC-ARU-OFFICE-B01,SH-IND-FAC-ARU-OFFICE-B01-L01,SH-IND-FAC-ARU-OFFICE-B01-L01-R06,Wet and service reserve,48,service,program_zone,0,0,0,0,0,,0,,geospatial/facilities/source/industrial_facilities.json
SH-SITE-0003,SH-FAC-FORT-BIG,SH-FAC-FORT-BIG-L01,SH-FAC-FORT-BIG-L01-R01,Prototype fabrication and integration,243.0,restricted,program_zone,0,0,0,0,0,,0,8,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-BIG,SH-FAC-FORT-BIG-L01,SH-FAC-FORT-BIG-L01-R02,Instrumented test hall,243.0,restricted,program_zone,0,0,0,0,0,,0,6,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-BIG,SH-FAC-FORT-BIG-L01,SH-FAC-FORT-BIG-L01-R03,Controls and measurement benches,162.0,restricted,program_zone,4,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-BIG,SH-FAC-FORT-BIG-L01,SH-FAC-FORT-BIG-L01-R04,Instrumentation clean benches,162.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-BIG,SH-FAC-FORT-BIG-L01,SH-FAC-FORT-BIG-L01-R05,RF and communications bench work,162.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-BIG,SH-FAC-FORT-BIG-L01,SH-FAC-FORT-BIG-L01-R06,Research write-up and data review,162.0,staff,program_zone,8,0,0,0,0,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-BIG,SH-FAC-FORT-BIG-L01,SH-FAC-FORT-BIG-L01-R07,Experiment readiness and debrief,162.0,staff,program_zone,0,0,0,0,12,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L01,SH-FAC-FORT-SMALL-L01-R01,Visitor reception and project coordination,126.0,staff,program_zone,2,0,2,0,0,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L01,SH-FAC-FORT-SMALL-L01-R02,Laboratory administration,126.0,staff,program_zone,4,0,0,0,0,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L01,SH-FAC-FORT-SMALL-L01-R03,Working discussion and visitor briefing,126.0,staff,program_zone,0,0,0,0,10,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L01,SH-FAC-FORT-SMALL-L01-R04,Staff meal and break room,126.0,staff,program_zone,0,0,0,0,10,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L02,SH-FAC-FORT-SMALL-L02-R01A,Guest room 1,42.0,residential,program_zone,0,0,0,0,0,,1,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L02,SH-FAC-FORT-SMALL-L02-R01B,Guest room 2,42.0,residential,program_zone,0,0,0,0,0,,1,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L02,SH-FAC-FORT-SMALL-L02-R02A,Guest room 3,42.0,residential,program_zone,0,0,0,0,0,,1,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L02,SH-FAC-FORT-SMALL-L02-R02B,Guest room 4,42.0,residential,program_zone,0,0,0,0,0,,1,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L02,SH-FAC-FORT-SMALL-L02-R03A,Guest room 5,42.0,residential,program_zone,0,0,0,0,0,,1,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L02,SH-FAC-FORT-SMALL-L02-R03B,Guest room 6,42.0,residential,program_zone,0,0,0,0,0,,1,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L02,SH-FAC-FORT-SMALL-L02-R04,Guest lounge and quiet work,126.0,residential,program_zone,0,0,4,0,6,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-SMALL,SH-FAC-FORT-SMALL-L02,SH-FAC-FORT-SMALL-L02-R05,"Linen, laundry and guest support",126.0,residential,program_zone,0,0,0,0,0,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-WHITE,SH-FAC-FORT-WHITE-L01,SH-FAC-FORT-WHITE-L01-R01,Receiving inspection and identification,126.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-WHITE,SH-FAC-FORT-WHITE-L01,SH-FAC-FORT-WHITE-L01-R02,Quarantine and release hold,126.0,restricted,program_zone,0,0,0,0,0,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-WHITE,SH-FAC-FORT-WHITE-L01,SH-FAC-FORT-WHITE-L01-R03,Controlled sample and equipment storage,126.0,restricted,program_zone,0,0,0,0,0,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0003,SH-FAC-FORT-WHITE,SH-FAC-FORT-WHITE-L01,SH-FAC-FORT-WHITE-L01-R04,Field gear staging and dispatch,126.0,restricted,program_zone,2,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B01,SH-SITE-0005-B01-L01,SH-SITE-0005-B01-L01-R01,Sample preparation and chain of custody,126.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B01,SH-SITE-0005-B01-L01,SH-SITE-0005-B01-L01-R02,Analytical and characterization benches,126.0,restricted,program_zone,0,0,0,0,0,,0,6,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B01,SH-SITE-0005-B01-L01,SH-SITE-0005-B01-L01-R03,Process-development bench studies,126.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B01,SH-SITE-0005-B01-L01,SH-SITE-0005-B01-L01-R04,Genealogy review and operator support,126.0,staff,program_zone,4,0,0,0,8,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B02,SH-SITE-0005-B02-L01,SH-SITE-0005-B02-L01-R01,Field-unit assembly and integration,243.0,restricted,program_zone,0,0,0,0,0,,0,6,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B02,SH-SITE-0005-B02-L01,SH-SITE-0005-B02-L01-R02,Returned-module isolation and inspection,243.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B02,SH-SITE-0005-B02-L01,SH-SITE-0005-B02-L01-R03,Maintenance and refurbishment work,243.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B02,SH-SITE-0005-B02-L01,SH-SITE-0005-B02-L01-R04,Failure review and deployment preparation,243.0,staff,program_zone,2,0,0,8,0,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B03,SH-SITE-0005-B03-L01,SH-SITE-0005-B03-L01-R01,Controlled intermediate preparation,126.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B03,SH-SITE-0005-B03-L01,SH-SITE-0005-B03-L01-R02,Blending and upgrading work envelope,126.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B03,SH-SITE-0005-B03-L01,SH-SITE-0005-B03-L01-R03,Batch verification and product sampling,126.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B03,SH-SITE-0005-B03-L01,SH-SITE-0005-B03-L01-R04,Operating records and local supervision,126.0,staff,program_zone,2,0,0,0,0,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B04,SH-SITE-0005-B04-L01,SH-SITE-0005-B04-L01-R01,"Receipt, identification and held lots",126.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B04,SH-SITE-0005-B04-L01,SH-SITE-0005-B04-L01-R02,Controlled intermediate storage,126.0,restricted,program_zone,0,0,0,0,0,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B04,SH-SITE-0005-B04-L01,SH-SITE-0005-B04-L01-R03,Released product and outbound staging,126.0,restricted,program_zone,0,0,0,0,0,,0,4,geospatial/facilities/source/research_campuses.json
SH-SITE-0005,SH-SITE-0005-B04,SH-SITE-0005-B04-L01,SH-SITE-0005-B04-L01-R04,Logistics and custody records,126.0,staff,program_zone,2,0,0,0,0,,0,0,geospatial/facilities/source/research_campuses.json
SH-SITE-0030,SH-SITE-0030-B01,SH-SITE-0030-B01-L01,SH-SITE-0030-B01-L01-R01,Conventional hall,222.967296,UNESTABLISHED,program_zone,,,,,,,,,geospatial/facilities/RUNTIME_BRIDGE.json
SH-SITE-0030,SH-SITE-0030-B01,SH-SITE-0030-B01-L01,SH-SITE-0030-B01-L01-R02,Electrical / UPS,157.935168,UNESTABLISHED,program_zone,,,,,,,,,geospatial/facilities/RUNTIME_BRIDGE.json
SH-SITE-0030,SH-SITE-0030-B01,SH-SITE-0030-B01-L01,SH-SITE-0030-B01-L01-R03,Network A,27.870912000000004,UNESTABLISHED,program_zone,,,,,,,,,geospatial/facilities/RUNTIME_BRIDGE.json
SH-SITE-0030,SH-SITE-0030-B01,SH-SITE-0030-B01-L01,SH-SITE-0030-B01-L01-R04,Receiving / quarantine,74.32243200000002,UNESTABLISHED,program_zone,,,,,,,,,geospatial/facilities/RUNTIME_BRIDGE.json
SH-SITE-0030,SH-SITE-0030-B01,SH-SITE-0030-B01-L01,SH-SITE-0030-B01-L01-R05,AI hall,167.225472,UNESTABLISHED,program_zone,,,,,,,,,geospatial/facilities/RUNTIME_BRIDGE.json
SH-SITE-0030,SH-SITE-0030-B01,SH-SITE-0030-B01-L01,SH-SITE-0030-B01-L01-R06,Mechanical / CDU,111.483648,UNESTABLISHED,program_zone,,,,,,,,,geospatial/facilities/RUNTIME_BRIDGE.json
SH-SITE-0030,SH-SITE-0030-B01,SH-SITE-0030-B01-L01,SH-SITE-0030-B01-L01-R07,NOC / incident,65.032128,UNESTABLISHED,program_zone,,,,,,,,,geospatial/facilities/RUNTIME_BRIDGE.json
